TimestepsSoFar,Tbt,surrgain,TimeElapsed,Tmc,TtR,optimgain,MtR,Ptt,AttNC,meankl,entloss,entropy,MpbtN,EpisodesSoFar,AttC,Tmt,MpbtA
649946,233472.0,0.0013043326,23519.54292702675,48.16129032258065,-138.38709677419354,0.0013043326,-9.761022856170547,55.585596619692,3.806451612903226,0.0032371485,0.0,0.3285028,24.256446630297013,5625,6.193548387096774,57.0,75.743553369703
659873,237177.90476190476,0.0018242929,23833.100334644318,47.20634920634921,-143.33333333333334,0.0018242929,-10.16573677608232,56.463923974077325,2.634920634920635,0.005678429,0.0,0.37070835,24.586086068394824,5688,7.365079365079365,57.904761904761905,75.41391393160518
669883,257264.9411764706,0.0020338576,24160.463660478592,42.1764705882353,-257.6470588235294,0.0020338576,-15.797012773957764,61.15063305562305,0.4264705882352941,0.0068298974,0.0,0.31435016,40.44266092223931,5756,9.573529411764707,62.80882352941177,59.557339077760695
679952,232603.15151515152,0.0015482855,24502.5270280838,48.36363636363637,-150.3030303030303,0.0015482855,-10.85623013528609,55.389961404348874,3.409090909090909,0.0053487876,0.0,0.27439424,26.438718184633757,5822,6.590909090909091,56.78787878787879,73.56128181536626
689898,238218.15873015873,0.0011852802,24846.55390024185,46.93650793650794,-145.55555555555554,0.0011852802,-10.738932765253,56.71292217893556,5.936507936507937,0.0030394916,0.0,0.28164616,25.104626513634752,5885,4.063492063492063,58.15873015873016,74.89537348636523
699941,236657.77777777778,0.002090613,25201.1555185318,47.36507936507937,-150.95238095238096,0.002090613,-11.229047503382873,56.32754033546242,6.4603174603174605,0.006766916,0.0,0.34307256,26.307368608939672,5948,3.5396825396825395,57.77777777777778,73.6926313910603
709886,244373.66153846154,0.001613103,25549.29851746559,45.41538461538462,-175.84615384615384,0.001613103,-11.978918852720819,58.13740446543585,3.292307692307692,0.005162261,0.0,0.3130575,29.037158324138563,6013,6.707692307692308,59.66153846153846,70.96284167586144
719920,231266.46153846153,0.001342912,25900.845502376556,48.69230769230769,-136.76923076923077,0.001342912,-9.899377320427249,55.07953651573425,3.5384615384615383,0.0033977549,0.0,0.3351918,24.232014373114215,6078,6.461538461538462,56.46153846153846,75.76798562688572
729931,239388.44444444444,0.0013806568,26238.031505584717,46.61904761904762,-148.25396825396825,0.0013806568,-10.544771672462812,56.996377681326145,4.634920634920635,0.0057205707,0.0,0.3312695,25.260408726901638,6141,5.365079365079365,58.44444444444444,74.73959127309837
739952,242944.0,0.0013794863,26602.13277196884,45.71875,-155.78125,0.0013794863,-11.002768578013956,57.83104665630577,4.1875,0.004491195,0.0,0.31311932,26.177409155216388,6205,5.8125,59.3125,73.8225908447836
749909,231744.0,0.0026563618,26954.288476467133,48.59375,-128.59375,0.0026563618,-9.486034094392688,55.18159371663142,5.34375,0.0070437384,0.0,0.35118884,22.80197825367369,6269,4.65625,56.578125,77.1980217463263
759938,237504.0,0.0017596022,27317.65788078308,47.09375,-157.8125,0.0017596022,-10.765940628646472,56.554724387103725,3.203125,0.0039316183,0.0,0.36756882,26.930826852416853,6333,6.796875,57.984375,73.06917314758311
769946,239360.0,0.0011591583,27672.527495384216,46.671875,-150.0,0.0011591583,-10.340282799983608,56.965814462844776,3.671875,0.0031724481,0.0,0.36095297,25.456504413752366,6397,6.328125,58.4375,74.54349558624763
779979,239678.0606060606,0.001137164,28019.58525943756,46.621212121212125,-166.8181818181818,0.001137164,-11.172746015695138,57.025686818003635,2.4393939393939394,0.0027219064,0.0,0.35158688,28.190667434062647,6463,7.5606060606060606,58.515151515151516,71.80933256593732
789947,236937.84615384616,0.0017847592,28365.62294793129,47.246153846153845,-148.0,0.0017847592,-10.538171289191421,56.41768305619641,3.3230769230769233,0.0031367568,0.0,0.34433216,25.67115528799434,6528,6.676923076923077,57.84615384615385,74.3288447120056
799926,236307.6923076923,0.002041515,28703.032916545868,47.41538461538462,-138.92307692307693,0.002041515,-9.961271962381442,56.265039722407835,3.4307692307692306,0.006518944,0.0,0.33367482,24.0334667060336,6593,6.569230769230769,57.69230769230769,75.9665332939664
809977,232576.0,0.002024399,29028.94135260582,48.390625,-131.25,0.002024399,-9.737910796221938,55.37434475676041,4.84375,0.005429558,0.0,0.3587262,23.114561180708446,6657,5.15625,56.78125,76.88543881929155
819861,237112.88888888888,0.001492799,29336.979120016098,47.25396825396825,-130.31746031746033,0.001492799,-9.332690227137602,56.43229199060782,4.142857142857143,0.004547634,0.0,0.3287918,22.53598570147804,6720,5.857142857142857,57.888888888888886,77.46401429852196
829840,236118.64615384614,0.0015757794,29639.50518131256,47.50769230769231,-134.46153846153845,0.0015757794,-9.794631238803543,56.199340591467084,4.953846153846154,0.0037333758,0.0,0.35349604,23.27091209958166,6785,5.046153846153846,57.646153846153844,76.72908790041832
839976,235584.0,0.0013739759,29974.043295621872,47.640625,-132.8125,0.0013739759,-9.321736220212486,56.072707535841175,4.328125,0.004284691,0.0,0.31127682,23.01749401056091,6849,5.671875,57.515625,76.98250598943906
849919,232301.7142857143,0.001619068,30305.064351558685,48.476190476190474,-136.1904761904762,0.001619068,-9.903328810420343,55.300967703792054,4.841269841269841,0.004553889,0.0,0.32058018,24.03873556374983,6912,5.158730158730159,56.714285714285715,75.96126443625018
859928,233598.03076923077,0.0012352013,30655.171761274338,48.12307692307692,-124.46153846153847,0.0012352013,-9.357275866108747,55.617390421008956,5.876923076923077,0.004394221,0.0,0.3240561,21.927554959609473,6977,4.123076923076923,57.03076923076923,78.07244504039055
869927,229888.0,0.0015755259,30998.41939306259,49.140625,-130.46875,0.0015755259,-9.581322740695372,54.70782640208216,4.6875,0.004835469,0.0,0.3353725,23.2353471111186,7041,5.3125,56.125,76.76465288888137
879923,241531.87096774194,0.0019144687,31348.13228702545,46.11290322580645,-160.96774193548387,0.0019144687,-10.696325271524739,57.48183960298064,3.161290322580645,0.0048761815,0.0,0.33455408,27.101839430800315,7103,6.838709677419355,58.96774193548387,72.89816056919969
889945,233913.1076923077,0.0017782315,31689.162970542908,48.07692307692308,-127.53846153846153,0.0017782315,-9.283069569869326,55.674641266586775,3.723076923076923,0.005115227,0.0,0.2980997,22.253505791130365,7168,6.276923076923077,57.10769230769231,77.74649420886958
899888,226024.72727272726,0.0022769626,32039.445356845856,50.015151515151516,-137.72727272727272,0.0022769626,-10.40813305533237,53.84881435241785,3.6363636363636362,0.0057481057,0.0,0.3302985,25.064024974934966,7234,6.363636363636363,55.18181818181818,74.93597502506505
909844,233409.9393939394,0.0020104744,32374.592806100845,48.121212121212125,-135.0,0.0020104744,-9.86084482212797,55.597415904858245,4.106060606060606,0.005456818,0.0,0.34967828,23.514614637161632,7300,5.893939393939394,56.984848484848484,76.48538536283839
919985,238871.27272727274,0.0018197352,32723.674404621124,46.75757575757576,-159.3939393939394,0.0018197352,-10.880082808984227,56.870098324512185,3.712121212121212,0.004584288,0.0,0.371235,26.868906514949398,7366,6.287878787878788,58.31818181818182,73.13109348505057
929911,242192.51612903227,0.001669806,33054.2778635025,45.95161290322581,-149.83870967741936,0.001669806,-10.223115581261913,57.63453609547485,2.306451612903226,0.0045969533,0.0,0.35761306,25.285160417879066,7428,7.693548387096774,59.12903225806452,74.71483958212093
939897,232640.0,0.0020334672,33400.041332006454,48.421875,-138.4375,0.0020334672,-9.872277975938502,55.36465730633517,3.921875,0.0044632554,0.0,0.34878686,24.481767024985945,7492,6.078125,56.796875,75.51823297501404
949975,231077.4153846154,0.0015741893,33719.80664038658,48.723076923076924,-135.3846153846154,0.0015741893,-9.704434050863657,55.043979321761846,4.046153846153846,0.005332539,0.0,0.32030317,24.025191478056648,7557,5.953846153846154,56.41538461538462,75.97480852194333
959988,231734.30303030304,0.002192142,34054.100049972534,48.60606060606061,-135.0,0.002192142,-10.120396691891786,55.17631569817404,4.590909090909091,0.005346403,0.0,0.32460847,23.912150601758793,7623,5.409090909090909,56.57575757575758,76.08784939824119
969987,238464.0,0.0023776197,34368.44106411934,46.953125,-140.3125,0.0023776197,-9.839119943784379,56.73049387438515,4.609375,0.005835701,0.0,0.34745696,23.921846632104906,7687,5.390625,58.21875,76.07815336789513
979902,236637.0909090909,0.0022333867,34690.58718395233,47.333333333333336,-153.78787878787878,0.0022333867,-10.979147035738896,56.341267852585965,3.909090909090909,0.0047322838,0.0,0.33580384,26.47977770846749,7753,6.090909090909091,57.77272727272727,73.52022229153252
989911,239017.35384615386,0.001972325,35007.97997379303,46.76923076923077,-135.07692307692307,0.001972325,-9.786192911733007,56.88053320770447,3.5538461538461537,0.0043657995,0.0,0.33899245,23.142819242553195,7818,6.446153846153846,58.353846153846156,76.85718075744677
999953,229686.30303030304,0.002157515,35337.031275987625,49.09090909090909,-134.3939393939394,0.002157515,-10.074861712619965,54.709133433074086,3.893939393939394,0.0057011656,0.0,0.37022254,24.00943654539509,7884,6.106060606060606,56.07575757575758,75.99056345460491
1009891,243648.0,0.0022479629,35670.37799310684,45.546875,-161.71875,0.0022479629,-11.054708786587634,57.992296727449855,2.21875,0.0056003956,0.0,0.3644554,27.044823610828498,7948,7.78125,59.484375,72.95517638917153
1019979,232320.0,0.0013846521,36007.65826463699,48.453125,-141.875,0.0013846521,-10.23889257578405,55.3138715354786,2.375,0.0035366064,0.0,0.3530204,25.038891745653547,8012,7.625,56.71875,74.96110825434646
1029939,233093.9076923077,0.0023955847,36352.765161037445,48.215384615384615,-131.84615384615384,0.0023955847,-9.655572187522363,55.51675914787981,2.753846153846154,0.005670284,0.0,0.33039522,23.192156482451864,8077,7.246153846153846,56.90769230769231,76.80784351754811
1039889,232192.0,0.0018838068,36707.37498474121,48.5,-141.71875,0.0018838068,-10.37082230776997,55.276027964923365,3.796875,0.0041915444,0.0,0.3345026,24.99188708645967,8141,6.203125,56.6875,75.0081129135403
1049853,232236.6984126984,0.0018769607,37056.061128139496,48.44444444444444,-132.6984126984127,0.0018769607,-9.58018885586086,55.309447455658905,4.222222222222222,0.0048926086,0.0,0.32970592,23.364212971151478,8204,5.777777777777778,56.698412698412696,76.63578702884855
1059913,233535.0153846154,0.0023804116,37405.79915213585,48.09230769230769,-139.69230769230768,0.0023804116,-10.2572843433248,55.625977054935,5.323076923076923,0.0062137404,0.0,0.36362877,24.492371548851136,8269,4.676923076923077,57.01538461538462,75.50762845114885
1069940,246552.7741935484,0.001732642,37762.84825062752,44.87096774193548,-172.74193548387098,0.001732642,-11.231148496367943,58.64658072205708,2.435483870967742,0.005112674,0.0,0.3607867,28.32872195100372,8331,7.564516129032258,60.193548387096776,71.67127804899629
1079906,233535.0153846154,0.00151927,38130.98759555817,48.09230769230769,-126.46153846153847,0.00151927,-9.267478497784085,55.62628882553382,4.861538461538461,0.005166709,0.0,0.2980779,21.956655406081826,8396,5.138461538461539,57.01538461538462,78.04334459391815
1089898,233219.93846153846,0.0019064599,38479.36731338501,48.184615384615384,-136.30769230769232,0.0019064599,-10.259197052968243,55.54645614352202,4.723076923076923,0.005208678,0.0,0.33283013,23.962244458052417,8461,5.276923076923077,56.93846153846154,76.03775554194759
1099820,233216.0,0.0010130347,38822.88551449776,48.21875,-128.4375,0.0010130347,-9.512976717122742,55.52796548045604,4.203125,0.0030055512,0.0,0.309744,22.63360382596702,8525,5.796875,56.9375,77.36639617403299
1109948,233976.12307692308,0.0018418372,39142.29303884506,47.98461538461538,-136.30769230769232,0.0018418372,-10.012291550585926,55.72722292905898,3.6,0.0049127974,0.0,0.34369993,23.817776340838385,8590,6.4,57.12307692307692,76.18222365916161
