entloss,EpisodesSoFar,entropy,surrgain,AttC,AttNC,meankl,TimeElapsed,Fce,TtR,MtR,TimestepsSoFar,optimgain
0.0,11002,1.2259648,0.0024121806,1.2045454545454546,1.7954545454545454,0.005816783,33426.61717414856,0.11047474747474749,78.54545454545455,14.934555655469547,2399976,0.0024121806
0.0,11042,1.2457302,0.0010323705,0.85,2.15,0.0042733904,33565.31762742996,0.10250000000000006,76.875,14.992127929547873,2409976,0.0010323705
0.0,11085,1.2215568,0.00075926667,1.1627906976744187,1.8372093023255813,0.0057329284,33708.58821582794,0.11143300110741974,82.81395348837209,15.7805245361384,2419999,0.00075926667
0.0,11125,1.2464474,0.001324671,1.125,1.875,0.0063844156,33860.33626937866,0.10710000000000001,80.325,15.257627918693768,2429758,0.001324671
0.0,11168,1.2891742,0.00062969717,1.0465116279069768,1.9534883720930232,0.004021494,33991.663011074066,0.11287949260042286,81.62790697674419,15.31249360695504,2439777,0.00062969717
0.0,11216,1.2879219,0.0005078318,1.2708333333333333,1.7291666666666667,0.0030915355,34136.07440447807,0.10008333333333334,68.9375,13.118348280452858,2449819,0.0005078318
0.0,11260,1.3282063,0.00069677836,1.1363636363636365,1.8636363636363635,0.0035187143,34282.40342593193,0.12088543448295774,80.52272727272727,15.193434543913732,2459931,0.00069677836
0.0,11305,1.323036,0.0018152486,1.2666666666666666,1.7333333333333334,0.0031123434,34434.44148230553,0.12057142857142862,82.53333333333333,15.807579624679194,2469946,0.0018152486
0.0,11348,1.3380966,0.00028078334,1.1627906976744187,1.8372093023255813,0.0049036103,34576.30305147171,0.11480716761162466,82.32558139534883,15.736354698122227,2479754,0.00028078334
0.0,11397,1.3286605,0.0010444936,1.346938775510204,1.653061224489796,0.0063346648,34705.936566114426,0.10847460033286623,72.3061224489796,13.770140133066231,2489871,0.0010444936
0.0,11439,1.3406142,0.0009306376,1.1904761904761905,1.8095238095238095,0.002216256,34844.40534067154,0.11050626566416044,81.42857142857143,15.497414309355648,2499929,0.0009306376
0.0,11482,1.3398432,0.000590329,1.1395348837209303,1.8604651162790697,0.00073646405,34978.19396972656,0.10703433001107422,77.23255813953489,14.52188178583656,2509956,0.000590329
0.0,11524,1.3675421,0.0010420344,1.2380952380952381,1.7619047619047619,0.008076314,35106.700865745544,0.11342857142857148,85.07142857142857,16.35711283485687,2519966,0.0010420344
0.0,11568,1.3797992,0.0014337881,0.9545454545454546,2.0454545454545454,0.0056689046,35252.56409859657,0.11139393939393939,78.20454545454545,15.072390753009232,2529998,0.0014337881
0.0,11614,1.3577888,0.0003728597,1.3478260869565217,1.6521739130434783,0.002267411,35383.7485666275,0.12875776397515526,78.06521739130434,15.02934316846519,2539779,0.0003728597
0.0,11660,1.3465672,0.0007063782,1.2391304347826086,1.7608695652173914,0.0052691223,35511.27465963364,0.11451157538114061,75.32608695652173,14.554693640574756,2549811,0.0007063782
0.0,11711,1.3485594,0.00048039196,1.5098039215686274,1.4901960784313726,0.0012289429,35648.75341010094,0.13860887512899897,77.82352941176471,15.008461283034498,2559872,0.00048039196
0.0,11759,1.3488398,0.00048175151,1.4166666666666667,1.5833333333333333,0.0035161246,35792.8307993412,0.11327114525873394,81.4375,15.67138388436353,2569966,0.00048175151
0.0,11802,1.37825,0.00026419372,1.2325581395348837,1.7674418604651163,0.0032143805,35922.920765161514,0.13216766246897693,92.65116279069767,17.714614555518057,2579752,0.00026419372
0.0,11853,1.3613164,0.00047216186,1.607843137254902,1.392156862745098,0.0060730176,36068.82221341133,0.12752318705259882,76.29411764705883,14.41770279718616,2589823,0.00047216186
0.0,11895,1.3532745,0.0018741211,1.119047619047619,1.880952380952381,0.0060247057,36220.08080244064,0.14216326530612242,86.35714285714286,16.58523069826379,2599831,0.0018741211
0.0,11941,1.3262469,0.00048912124,1.2608695652173914,1.7391304347826086,0.0026507592,36360.38214969635,0.12728063241106718,77.80434782608695,14.954759239093507,2609851,0.00048912124
0.0,11994,1.3608305,0.0013605922,1.6037735849056605,1.3962264150943395,0.0052991817,36482.32331109047,0.10283232023145134,64.81132075471699,12.637615296581306,2619802,0.0013605922
0.0,12040,1.3563987,0.00054282736,1.173913043478261,1.826086956521739,0.003935123,36613.29056715965,0.1307321333783718,76.5,14.534594707773975,2629912,0.00054282736
0.0,12083,1.3295904,0.00053175504,1.1395348837209303,1.8604651162790697,0.0025054296,36751.079590559006,0.13516279069767442,84.0,15.919134933717148,2639921,0.00053175504
0.0,12129,1.3718286,0.00046755574,1.3043478260869565,1.6956521739130435,0.0070720264,36868.18952322006,0.12967461430575036,71.6086956521739,13.63426009085282,2649778,0.00046755574
0.0,12176,1.3619852,0.00047641297,1.425531914893617,1.574468085106383,0.0031975948,37025.51922059059,0.10394011032308904,75.31914893617021,14.257517489859426,2659835,0.00047641297
0.0,12220,1.3653443,0.0013351726,1.1363636363636365,1.8636363636363635,0.0058107288,37160.09505176544,0.11212887495646119,78.88636363636364,15.260715474602078,2669875,0.0013351726
0.0,12267,1.3440784,7.59669e-05,1.2553191489361701,1.7446808510638299,0.0027367726,37302.783489227295,0.11468921546104235,75.76595744680851,14.414605799053449,2679960,7.59669e-05
0.0,12314,1.3161141,0.0005220638,1.2553191489361701,1.7446808510638299,0.0017710178,37435.137709617615,0.09918542255964034,67.08510638297872,12.820711735116996,2689908,0.0005220638
0.0,12360,1.2997558,0.00018244552,1.0869565217391304,1.9130434782608696,0.0065877945,37572.10271024704,0.1058699477240852,68.28260869565217,13.014665978108022,2699803,0.00018244552
0.0,12406,1.2761261,0.0015509237,1.3695652173913044,1.6304347826086956,0.0059594125,37709.36413240433,0.11153846153846154,76.8913043478261,14.518936241175677,2709845,0.0015509237
0.0,12452,1.2494403,0.0006259074,1.326086956521739,1.673913043478261,0.0015555931,37846.58432722092,0.10823322259441824,75.26086956521739,14.771394859907366,2719912,0.0006259074
0.0,12493,1.2772086,0.00073598634,1.024390243902439,1.975609756097561,0.010473649,37992.07532262802,0.1134844571975132,82.82926829268293,15.879961099752544,2729963,0.00073598634
0.0,12536,1.2652062,0.0011704224,1.0930232558139534,1.9069767441860466,0.0062916563,38140.65018582344,0.11809874991270343,81.69767441860465,15.636569117943118,2739847,0.0011704224
0.0,12584,1.2039095,0.0011773234,1.4791666666666667,1.5208333333333333,0.0070722573,38286.705493450165,0.11995286195286194,84.5625,16.12154929501993,2749923,0.0011773234
0.0,12625,1.1842049,0.0013375641,1.0975609756097562,1.9024390243902438,0.004929894,38449.161167144775,0.1311219512195122,94.90243902439025,18.201467419244253,2759938,0.0013375641
0.0,12670,1.1577697,0.0012328166,1.3777777777777778,1.6222222222222222,0.005859617,38582.84154653549,0.13070378959259418,82.93333333333334,15.912484367566764,2769838,0.0012328166
0.0,12712,1.1552088,0.0010752553,0.9761904761904762,2.0238095238095237,0.0022151486,38707.20627570152,0.10290109890109893,74.57142857142857,14.147245383848919,2779852,0.0010752553
0.0,12756,1.1669358,0.0013875448,0.9545454545454546,2.0454545454545454,0.010835595,38847.41021132469,0.10193782545956463,66.88636363636364,12.988092294313663,2789759,0.0013875448
0.0,12805,1.147217,0.0018906718,1.4285714285714286,1.5714285714285714,0.0072036027,38989.44831299782,0.1079477768791241,75.73469387755102,14.483845573798915,2799944,0.0018906718
0.0,12847,1.1373403,0.00049693097,1.0,2.0,0.0035182138,39130.07968091965,0.11164549605645499,77.0,14.73677034992933,2809779,0.00049693097
