optimgain,surrgain,Tmt,Tbt,MpbtA,TimestepsSoFar,TimeElapsed,Tmc,AttC,meankl,Ptt,EpisodesSoFar,MtR,TtR,MpbtN,entloss,entropy,AttNC
0.0046522217,0.0046522217,76.74468085106383,314346.21276595746,44.56724013552508,719796,13574.425076723099,27.27659574468085,1.4893617021276595,0.0040085977,74.82102526555526,5516,-26.4256259547493,-127.7872340425532,55.432759864474924,0.0,0.29256687,1.5106382978723405
0.004600879,0.004600879,76.43478260869566,313076.8695652174,45.19435274014181,729904,13688.834399700165,27.565217391304348,1.2826086956521738,0.0036426631,74.54180110667996,5562,-25.9127323739207,-125.8695652173913,54.80564725985821,0.0,0.3015278,1.7173913043478262
0.0044861697,0.0044861697,76.13333333333334,311842.13333333336,45.550537160482016,739871,13803.47702050209,27.866666666666667,1.3333333333333333,0.004405308,74.2599838925915,5607,-25.67684467035152,-124.73333333333333,54.449462839518,0.0,0.29830515,1.6666666666666667
0.003956601,0.003956601,76.54347826086956,313522.0869565217,46.48348170264349,749868,13919.40352845192,27.5,1.2173913043478262,0.003739802,74.61670960261412,5653,-25.506359636814434,-123.0,53.5165182973565,0.0,0.29673135,1.7826086956521738
0.0044531953,0.0044531953,76.57446808510639,313649.02127659577,44.375588560937885,759941,14032.301478147507,27.425531914893618,1.3404255319148937,0.003815613,74.67401214355812,5700,-26.338586933126752,-127.7872340425532,55.62441143906212,0.0,0.30248517,1.6595744680851063
0.0043654735,0.0043654735,76.53333333333333,313480.5333333333,46.90097424196061,769956,14145.29747581482,27.488888888888887,1.1333333333333333,0.003816864,74.6215681391067,5745,-24.891832270678382,-121.93333333333334,53.09902575803939,0.0,0.2991774,1.8666666666666667
0.003906835,0.003906835,75.97826086956522,311206.95652173914,47.05424370808353,779932,14257.530984163284,28.02173913043478,1.434782608695652,0.0033899124,74.11724119273612,5791,-24.969264491024393,-120.84782608695652,52.94575629191645,0.0,0.27546978,1.565217391304348
0.004520674,0.004520674,76.6086956521739,313789.2173913043,46.534097061597805,789991,14372.536147117615,27.41304347826087,1.2608695652173914,0.00460569,74.69155324690527,5837,-25.725410956603657,-122.93478260869566,53.4659029384022,0.0,0.28890398,1.7391304347826086
0.0038554708,0.0038554708,76.0,311296.0,43.678820999719385,799822,14484.951401948929,28.065217391304348,1.0217391304347827,0.0032201377,74.09570827687337,5883,-26.30388891075229,-128.6086956521739,56.321179000280615,0.0,0.2776843,1.9782608695652173
0.0039685485,0.0039685485,75.54347826086956,309426.0869565217,44.67084799591912,809899,14603.942064285278,28.47826086956522,1.0869565217391304,0.004062085,73.69724661296455,5929,-26.113952795131997,-125.34782608695652,55.32915200408087,0.0,0.2686718,1.9130434782608696
0.004492269,0.004492269,75.93478260869566,311028.8695652174,46.422320771026456,819892,14719.319783687592,28.065217391304348,1.3043478260869565,0.0042487495,74.07674120351008,5975,-25.301970086093874,-122.08695652173913,53.57767922897354,0.0,0.2809726,1.6956521739130435
0.004596316,0.004596316,75.57777777777778,309566.5777777778,46.14427009527044,829915,14834.47718501091,28.42222222222222,1.2666666666666666,0.004246202,73.74140860249892,6020,-25.38633983005538,-122.06666666666666,53.85572990472957,0.0,0.29185385,1.7333333333333334
0.003697829,0.003697829,76.64444444444445,313935.64444444445,43.414265175124214,839822,14951.041459083557,27.377777777777776,1.5333333333333334,0.0039355652,74.72557961349138,6065,-26.96952595170573,-130.33333333333334,56.585734824875786,0.0,0.26843926,1.4666666666666666
0.0046700803,0.0046700803,76.31111111111112,312570.31111111114,46.01756331828629,849857,15063.153184652328,27.68888888888889,1.3777777777777778,0.004009951,74.4295755092098,6110,-25.0949583871317,-123.4,53.98243668171371,0.0,0.27802852,1.6222222222222222
0.0037896745,0.0037896745,76.95454545454545,315205.8181818182,45.60799060914563,859878,15175.269849300385,27.045454545454547,1.1590909090909092,0.0038520547,75.02587853291357,6154,-25.602814291829723,-125.79545454545455,54.39200939085436,0.0,0.26238975,1.8409090909090908
0.004350079,0.004350079,77.2,316211.2,43.55217620300077,869985,15291.008156299591,26.822222222222223,0.8222222222222222,0.003509584,75.24524891997308,6199,-26.583635172708572,-130.86666666666667,56.447823796999224,0.0,0.26504683,2.1777777777777776
0.005192641,0.005192641,76.37777777777778,312843.3777777778,45.333624310987325,879822,15405.371546506882,27.666666666666668,0.9333333333333333,0.005249931,74.46302227997644,6244,-26.04373596200604,-125.33333333333333,54.66637568901266,0.0,0.30015147,2.066666666666667
0.004550511,0.004550511,76.93478260869566,315124.8695652174,42.803571808418816,889916,15521.031122922897,27.108695652173914,1.2608695652173914,0.005609139,74.98278881509282,6290,-27.191432077623812,-132.32608695652175,57.19642819158116,0.0,0.24622409,1.7391304347826086
0.0042077987,0.0042077987,75.56521739130434,309515.1304347826,44.6035256626497,899891,15639.387664318085,28.456521739130434,1.5,0.0034821853,73.71701439089878,6336,-26.091537014181654,-125.67391304347827,55.3964743373503,0.0,0.25998378,1.5
0.0035415732,0.0035415732,75.91304347826087,310939.82608695654,44.72085832798985,909921,15756.559979200363,28.108695652173914,0.9130434782608695,0.0029155624,74.04318997516103,6382,-26.476795648628897,-125.67391304347827,55.279141672010155,0.0,0.26598367,2.0869565217391304
0.004346466,0.004346466,75.84444444444445,310658.84444444446,46.217691638787365,919921,15870.164862155914,28.2,1.0444444444444445,0.004693554,73.96286095826873,6427,-25.27628637801124,-122.73333333333333,53.78230836121262,0.0,0.29706424,1.9555555555555555
0.0039830627,0.0039830627,76.68888888888888,314117.68888888886,44.79875914945995,929862,15983.97864484787,27.355555555555554,1.7555555555555555,0.0039938437,74.75296333549052,6472,-25.825394964127923,-127.06666666666666,55.201240850540046,0.0,0.2548876,1.2444444444444445
0.0047571515,0.0047571515,76.13333333333334,311842.13333333336,45.17005721666339,939880,16098.677861690521,27.866666666666667,0.9777777777777777,0.0044998024,74.2623689456422,6517,-26.258786675068393,-125.4,54.829942783336605,0.0,0.29347724,2.022222222222222
0.00347701,0.00347701,76.12765957446808,311818.89361702127,44.31448125559026,950000,16215.779946804047,27.893617021276597,1.3191489361702127,0.003357687,74.2414108194743,6564,-26.171500631467957,-127.53191489361703,55.68551874440972,0.0,0.26577002,1.6808510638297873
0.003672522,0.003672522,75.6590909090909,309899.63636363635,43.23832189098048,959874,16329.70175909996,28.386363636363637,1.1818181818181819,0.0034558978,73.78818575953592,6608,-26.393950001995737,-128.86363636363637,56.761678109019506,0.0,0.26281238,1.8181818181818181
0.004497868,0.004497868,76.33333333333333,312661.3333333333,46.662246005091575,969832,16447.042595624924,27.68888888888889,1.3111111111111111,0.0048395917,74.43267423048732,6653,-25.12235860845949,-122.33333333333333,53.337753994908425,0.0,0.2644763,1.6888888888888889
0.0038417114,0.0038417114,75.8695652173913,310761.73913043475,45.78295563394285,979949,16561.895357608795,28.130434782608695,1.173913043478261,0.0037995297,74.0167365694976,6699,-25.318145529775542,-123.26086956521739,54.21704436605717,0.0,0.2573576,1.826086956521739
0.0047946563,0.0047946563,76.0,311296.0,46.17507012776701,989858,16677.224438905716,28.0,1.1111111111111112,0.005172432,74.13840655012845,6744,-25.410310293525253,-122.8,53.824929872233,0.0,0.2641004,1.8888888888888888
0.0046848794,0.0046848794,76.08888888888889,311660.0888888889,45.58442817016487,999867,16793.255467653275,27.933333333333334,1.0888888888888888,0.0042682895,74.20510109639787,6789,-25.49664434856639,-124.26666666666667,54.41557182983513,0.0,0.27725413,1.9111111111111112
0.0036123376,0.0036123376,76.52173913043478,313433.04347826086,45.145067016776245,1009967,16906.96408343315,27.47826086956522,1.2173913043478262,0.0037704285,74.62660939683403,6835,-25.92081870944312,-125.93478260869566,54.85493298322377,0.0,0.24587646,1.7826086956521738
0.0051630107,0.0051630107,76.5909090909091,313716.36363636365,45.028646548332674,1019814,17023.082281827927,27.454545454545453,1.1818181818181819,0.004094261,74.65966984938024,6879,-25.57013256890065,-126.4090909090909,54.971353451667326,0.0,0.24181081,1.8181818181818181
0.0034436204,0.0034436204,77.04255319148936,315566.2978723404,45.40622805526829,1029882,17140.584829092026,26.95744680851064,1.1063829787234043,0.00423929,75.11217311751227,6926,-26.597103660202684,-126.44680851063829,54.59377194473172,0.0,0.2488461,1.8936170212765957
0.0037657938,0.0037657938,76.36170212765957,312777.5319148936,47.783806262634556,1039984,17257.3995718956,27.659574468085108,0.9787234042553191,0.0042015654,74.46154793436443,6973,-25.175857983562153,-119.80851063829788,52.216193737365444,0.0,0.2701623,2.021276595744681
0.005552596,0.005552596,75.97826086956522,311206.95652173914,45.648673392583206,1049953,17373.390038251877,28.043478260869566,1.2608695652173914,0.0057572704,74.10390372313526,7019,-26.242269649792267,-123.97826086956522,54.35132660741679,0.0,0.27355912,1.7391304347826086
0.004988719,0.004988719,75.85416666666667,310698.6666666667,46.53265281218675,1059969,17490.92725586891,28.145833333333332,1.2083333333333333,0.0045748525,74.0014277593803,7067,-25.914700872254972,-121.75,53.46734718781324,0.0,0.26419827,1.7916666666666667
0.0049079726,0.0049079726,75.1086956521739,307645.2173913043,47.54129365964117,1069887,17606.24009680748,28.891304347826086,1.5217391304347827,0.0042327326,73.30364147464563,7113,-24.417394184009403,-118.23913043478261,52.45870634035884,0.0,0.2776803,1.4782608695652173
0.0046898997,0.0046898997,75.1063829787234,307635.74468085106,47.35778339549336,1079944,17724.420723438263,28.893617021276597,1.7446808510638299,0.003401602,73.30173559336359,7160,-24.51073324280454,-118.59574468085107,52.64221660450664,0.0,0.27407044,1.2553191489361701
0.0044818767,0.0044818767,75.76595744680851,310337.3617021277,44.10268088037644,1089983,17843.469913959503,28.29787234042553,1.7446808510638299,0.0032168948,73.87834421554633,7207,-26.249003143620275,-127.02127659574468,55.89731911962355,0.0,0.2746675,1.2553191489361701
0.0042734845,0.0042734845,75.87234042553192,310773.10638297873,44.1285718296529,1099818,17962.071474313736,28.127659574468087,1.851063829787234,0.0039770138,74.01802251295614,7254,-26.420516162290365,-127.27659574468085,55.8714281703471,0.0,0.23720056,1.148936170212766
