EpisodesSoFar,TimestepsSoFar,AttC,TtR,TimeElapsed,surrgain,AttNC,entropy,MtR,meankl,entloss,Fce,optimgain
18638,4509788,0.0,2500.0,47808.7513320446,0.00031277156,10.0,-1.30492,142.8784238871937,0.008933102,0.0,1.0,0.00031277156
18678,4519788,0.0,2500.0,47902.701454401016,0.00027915317,10.0,-1.4025093,142.8784238871937,0.010174863,0.0,1.0,0.00027915317
18718,4529788,0.0,2500.0,48001.879866838455,0.00062296167,10.0,-1.30492,142.8784238871937,0.008933196,0.0,1.0,0.00062296167
18758,4539788,0.0,2500.0,48099.22287321091,8.28178e-05,10.0,-1.2073324,142.8784238871937,0.008933204,0.0,1.0,8.28178e-05
18798,4549788,0.0,2500.0,48195.83751368523,0.0004860435,10.0,-1.1097378,142.8784238871937,0.008933204,0.0,1.0,0.0004860435
18838,4559788,0.0,2500.0,48295.568227767944,-1.4724732e-08,10.0,-1.1127894,142.8784238871937,9.298325e-06,0.0,1.0,-1.4724732e-08
18878,4569788,0.0,2500.0,48395.827672958374,0.00060494617,10.0,-1.0151967,142.8784238871937,0.008933204,0.0,1.0,0.00060494617
18918,4579788,0.0,2500.0,48488.46961712837,0.0004965262,10.0,-1.1127894,142.8784238871937,0.010174863,0.0,1.0,0.0004965262
18958,4589788,0.0,2500.0,48583.37246632576,0.0001043146,10.0,-1.2103758,142.8784238871937,0.01017476,0.0,1.0,0.0001043146
18998,4599788,0.0,2500.0,48679.73335957527,6.878502e-05,10.0,-1.1127893,142.8784238871937,0.008933416,0.0,1.0,6.878502e-05
19038,4609788,0.0,2500.0,48773.08422064781,0.0007008716,10.0,-1.0151966,142.8784238871937,0.008933204,0.0,1.0,0.0007008716
19078,4619788,0.0,2500.0,48874.81436610222,0.00013399609,10.0,-0.9176025,142.8784238871937,0.008933204,0.0,1.0,0.00013399609
19118,4629788,0.0,2500.0,48969.4109647274,0.00031261338,10.0,-1.0151967,142.8784238871937,0.010174863,0.0,1.0,0.00031261338
19158,4639788,0.0,2500.0,49071.41373252869,0.00039372986,10.0,-0.91760266,142.8784238871937,0.008933102,0.0,1.0,0.00039372986
19198,4649788,0.0,2500.0,49172.85335159302,0.00028090645,10.0,-1.0151967,142.8784238871937,0.010174863,0.0,1.0,0.00028090645
19238,4659788,0.0,2500.0,49282.799541950226,5.9848157e-05,10.0,-1.1127894,142.8784238871937,0.01017476,0.0,1.0,5.9848157e-05
19278,4669788,0.0,2500.0,49375.258511304855,9.059448e-05,10.0,-1.2103758,142.8784238871937,0.010174871,0.0,1.0,9.059448e-05
19318,4679788,0.0,2500.0,49479.29671502113,0.00024399055,10.0,-1.1127894,142.8784238871937,0.008933204,0.0,1.0,0.00024399055
19358,4689788,0.0,2500.0,49569.45369172096,0.00035795223,10.0,-1.210384,142.8784238871937,0.010174871,0.0,1.0,0.00035795223
19398,4699788,0.0,2500.0,49661.252751111984,6.7602865e-05,10.0,-1.1127894,142.8784238871937,0.008933416,0.0,1.0,6.7602865e-05
19438,4709788,0.0,2500.0,49759.09638762474,0.0004304579,10.0,-1.0151967,142.8784238871937,0.008933204,0.0,1.0,0.0004304579
19478,4719788,0.0,2500.0,49855.5016644001,0.00020889776,10.0,-1.1127893,142.8784238871937,0.010174751,0.0,1.0,0.00020889776
19518,4729788,0.0,2500.0,49954.82931613922,0.0003112373,10.0,-1.2103758,142.8784238871937,0.010174781,0.0,1.0,0.0003112373
19558,4739788,0.0,2500.0,50049.519315481186,0.00035273927,10.0,-1.3079711,142.8784238871937,0.010174781,0.0,1.0,0.00035273927
19598,4749788,0.0,2500.0,50149.77361536026,0.00012588748,10.0,-1.405561,142.8784238871937,0.010174863,0.0,1.0,0.00012588748
19638,4759788,0.0,2500.0,50243.424640893936,0.0003138594,10.0,-1.5031338,142.8784238871937,0.01017476,0.0,1.0,0.0003138594
19678,4769788,0.0,2500.0,50337.75396943092,8.389597e-05,10.0,-1.6007197,142.8784238871937,0.01017476,0.0,1.0,8.389597e-05
19718,4779788,0.0,2500.0,50429.07279467583,0.00025285836,10.0,-1.6983262,142.8784238871937,0.010174871,0.0,1.0,0.00025285836
19758,4789788,0.0,2500.0,50528.39645266533,0.00017247809,10.0,-1.6007197,142.8784238871937,0.008933204,0.0,1.0,0.00017247809
19798,4799788,0.0,2500.0,50619.41937327385,0.00015373986,10.0,-1.6983262,142.8784238871937,0.010174863,0.0,1.0,0.00015373986
19838,4809788,0.0,2500.0,50719.884118795395,4.178504e-05,10.0,-1.7959013,142.8784238871937,0.010174751,0.0,1.0,4.178504e-05
19878,4819788,0.0,2500.0,50820.08151721954,0.0005366819,10.0,-1.6983262,142.8784238871937,0.008933204,0.0,1.0,0.0005366819
19918,4829788,0.0,2500.0,50916.684027433395,0.0005185072,10.0,-1.7959013,142.8784238871937,0.010174781,0.0,1.0,0.0005185072
19958,4839788,0.0,2500.0,51022.37201833725,0.00019841098,10.0,-1.6983262,142.8784238871937,0.008933204,0.0,1.0,0.00019841098
19998,4849788,0.0,2500.0,51120.75139760971,0.00027431728,10.0,-1.6007197,142.8784238871937,0.008933204,0.0,1.0,0.00027431728
20038,4859788,0.0,2500.0,51222.381335020065,0.00020509218,10.0,-1.6983262,142.8784238871937,0.010174781,0.0,1.0,0.00020509218
20078,4869788,0.0,2500.0,51325.381464242935,0.00012701005,10.0,-1.7959011,142.8784238871937,0.01017476,0.0,1.0,0.00012701005
20118,4879788,0.0,2500.0,51421.955716609955,0.00020886696,10.0,-1.8935145,142.8784238871937,0.010174863,0.0,1.0,0.00020886696
20158,4889788,0.0,2500.0,51527.356364011765,5.0407678e-05,10.0,-1.7959011,142.8784238871937,0.008933204,0.0,1.0,5.0407678e-05
20198,4899788,0.0,2500.0,51629.0745716095,0.00047619868,10.0,-1.8935131,142.8784238871937,0.010174871,0.0,1.0,0.00047619868
20238,4909788,0.0,2500.0,51724.26521039009,0.00029330328,10.0,-1.9910891,142.8784238871937,0.010174751,0.0,1.0,0.00029330328
20278,4919788,0.0,2500.0,51831.81999707222,4.5322417e-07,10.0,-2.0032954,142.8784238871937,0.00015002489,0.0,1.0,4.5322417e-07
20318,4929788,0.0,2500.0,51925.50706744194,0.00019395947,10.0,-2.1008658,142.8784238871937,0.010174863,0.0,1.0,0.00019395947
20358,4939788,0.0,2500.0,52025.37341952324,0.00022451508,10.0,-2.1984794,142.8784238871937,0.01017476,0.0,1.0,0.00022451508
20398,4949788,0.0,2500.0,52125.39497900009,0.00020255182,10.0,-2.2960484,142.8784238871937,0.010174781,0.0,1.0,0.00020255182
20438,4959788,0.0,2500.0,52224.67850279808,0.00042504384,10.0,-2.3936684,142.8784238871937,0.010174863,0.0,1.0,0.00042504384
20478,4969788,0.0,2500.0,52324.05429959297,0.00013277058,10.0,-2.4912188,142.8784238871937,0.01017476,0.0,1.0,0.00013277058
20518,4979788,0.0,2500.0,52422.86084651947,0.00028001622,10.0,-2.3936684,142.8784238871937,0.008933196,0.0,1.0,0.00028001622
20558,4989788,0.0,2500.0,52523.958894491196,0.00032314856,10.0,-2.2960484,142.8784238871937,0.008933204,0.0,1.0,0.00032314856
20598,4999788,0.0,2500.0,52630.81706285477,1.5311403e-05,10.0,-2.2472806,142.8784238871937,0.0023053885,0.0,1.0,1.5311403e-05
