TimeElapsed,Tbt,TimestepsSoFar,MpbtN,AttC,entropy,Ptt,MtR,meankl,AttNC,Tmc,surrgain,EpisodesSoFar,Tmt,MpbtA,entloss,TtR,optimgain
7761.068131685257,321159.8367346939,219851,62.99356997443471,2.5918367346938775,0.372247,76.38485001236272,-29.701575943097907,0.003814775,0.40816326530612246,25.591836734693878,0.0019583497,3271,78.40816326530613,37.006430025565294,0.0,-148.3469387755102,0.0019583497
7873.4750192165375,322159.3043478261,229979,61.31610842361584,1.8043478260869565,0.40585747,76.61515928140834,-29.183440347479895,0.0055967076,1.1956521739130435,25.347826086956523,0.0032113616,3317,78.65217391304348,38.68389157638416,0.0,-144.65217391304347,0.0032113616
7997.811235427856,324157.44,239767,66.95051014315393,2.62,0.38638902,77.06888504274245,-31.742030098230266,0.007572817,0.38,24.86,0.0038847972,3367,79.14,33.04948985684608,0.0,-159.12,0.0038847972
8113.96723985672,318650.1818181818,249839,61.5877480952716,1.5227272727272727,0.37642977,75.81393421392029,-28.709222325597764,0.006705224,1.4772727272727273,26.204545454545453,0.0026917658,3411,77.79545454545455,38.412251904728414,0.0,-143.9318181818182,0.0026917658
8237.4928753376,320491.10204081633,259831,65.039882881193,2.510204081632653,0.3612014,76.23448431682819,-30.52253364812581,0.003373356,0.4897959183673469,25.755102040816325,0.0019254212,3460,78.24489795918367,34.96011711880699,0.0,-152.6326530612245,0.0019254212
8354.35328245163,322693.5652173913,269984,61.98320558464922,1.826086956521739,0.35666308,76.73556126448695,-29.355105486363314,0.0056074564,1.173913043478261,25.217391304347824,0.0033352987,3506,78.78260869565217,38.01679441535076,0.0,-146.47826086956522,0.0033352987
8474.245630979538,322693.5652173913,279781,64.2520476340625,1.9565217391304348,0.36604095,76.73564289522406,-30.477061125015183,0.0044199936,1.0434782608695652,25.217391304347824,0.002438999,3552,78.78260869565217,35.74795236593751,0.0,-151.8913043478261,0.002438999
8589.612288475037,319943.1111111111,289886,61.73340985088022,1.6666666666666667,0.3473565,76.10867260439022,-29.256892840854764,0.004556369,1.3333333333333333,25.88888888888889,0.0021378854,3597,78.11111111111111,38.26659014911977,0.0,-144.8,0.0021378854
8705.752663850784,322673.77777777775,299787,60.67108796280574,1.5555555555555556,0.3634972,76.7318123331143,-29.062553169989293,0.0064094434,1.4444444444444444,25.22222222222222,0.0024644772,3642,78.77777777777777,39.328912037194264,0.0,-143.46666666666667,0.0024644772
8823.887012958527,322515.47826086957,309868,60.58713408935614,1.826086956521739,0.35274753,76.69590246860946,-29.010740779285953,0.0034630848,1.173913043478261,25.26086956521739,0.001458905,3688,78.73913043478261,39.41286591064386,0.0,-143.2173913043478,0.001458905
8939.034009456635,316302.22222222225,319890,57.887588938371564,1.6,0.36244616,75.27878552886386,-27.324001921671424,0.004879945,1.4,26.77777777777778,0.002354004,3733,77.22222222222223,42.112411061628436,0.0,-134.13333333333333,0.002354004
9057.696835041046,315574.0444444445,329860,59.564979269482826,1.7555555555555555,0.36689165,75.11157095928235,-27.7094730915996,0.0047432524,1.2444444444444445,26.955555555555556,0.0026607015,3778,77.04444444444445,40.435020730517174,0.0,-137.86666666666667,0.0026607015
9172.181535959244,315950.54545454547,339867,61.689222849380364,1.6136363636363635,0.39479896,75.19877075961205,-27.950749089346175,0.0056856857,1.3863636363636365,26.863636363636363,0.0023477762,3822,77.13636363636364,38.310777150619636,0.0,-142.8409090909091,0.0023477762
9288.76419377327,316727.652173913,349940,58.51674680986836,1.8695652173913044,0.3768111,75.36184542971601,-27.587107278387876,0.008030904,1.1304347826086956,26.695652173913043,0.0025752217,3868,77.32608695652173,41.483253190131634,0.0,-135.91304347826087,0.0025752217
9413.130051851273,319070.0408163265,359826,62.580600888971276,2.1020408163265305,0.32192132,75.90816606637074,-29.29542685392794,0.007175576,0.8979591836734694,26.102040816326532,0.0026467259,3917,77.89795918367346,37.419399111028696,0.0,-146.3265306122449,0.0026467259
9526.770432472229,315574.0444444445,369970,59.08670585053943,1.3555555555555556,0.32804006,75.08487622876835,-27.208569496545174,0.0042152936,1.6444444444444444,27.0,0.001669809,3962,77.04444444444445,40.91329414946055,0.0,-136.73333333333332,0.001669809
9640.960604906082,322560.0,379872,58.20029970778466,1.3636363636363635,0.36212277,76.70503596023846,-27.661400455213347,0.008588485,1.6363636363636365,25.25,0.0030083049,4006,78.75,41.79970029221535,0.0,-137.5909090909091,0.0030083049
9759.473941087723,320323.9183673469,389843,60.907672330973256,2.1020408163265305,0.32736024,76.19820635678848,-29.001773492265226,0.0034185227,0.8979591836734694,25.79591836734694,0.0022636044,4055,78.20408163265306,39.09232766902673,0.0,-142.83673469387756,0.0022636044
9876.419915914536,312542.60869565216,399988,56.667773624181564,1.7608695652173914,0.3293479,74.40828668079847,-26.616954561324594,0.0027948793,1.2391304347826086,27.717391304347824,0.0009507273,4101,76.30434782608695,43.33222637581844,0.0,-129.7826086956522,0.0009507273
9993.465594291687,317758.5777777778,409830,59.71289721717436,1.7777777777777777,0.31575826,75.61094975674897,-28.09034458222051,0.007106061,1.2222222222222223,26.42222222222222,0.0020857442,4146,77.57777777777778,40.28710278282564,0.0,-139.06666666666666,0.0020857442
10112.002355337143,315989.3333333333,419826,60.649414048583886,2.2291666666666665,0.28503966,75.20623019533043,-28.134255922708395,0.0038832875,0.7708333333333334,26.854166666666668,0.0016407226,4194,77.14583333333333,39.35058595141611,0.0,-140.5625,0.0016407226
10229.200192451477,319488.0,429904,58.72974668034158,1.4,0.28294712,75.98960796267325,-27.5987675553961,0.0066125053,1.6,26.022222222222222,0.0024729818,4239,78.0,41.270253319658416,0.0,-137.6,0.0024729818
10344.561011314392,320022.26086956525,439956,61.501352680120156,0.8478260869565217,0.24798584,76.11317541773275,-29.403772424604995,0.0056972024,2.152173913043478,25.891304347826086,0.0038485352,4285,78.1304347826087,38.498647319879844,0.0,-144.45652173913044,0.0038485352
10462.15890455246,316602.1818181818,449802,59.842727596084366,0.7272727272727273,0.27477378,75.34799510425147,-28.162123485952034,0.006529383,2.272727272727273,26.704545454545453,0.0023031214,4329,77.29545454545455,40.15727240391563,0.0,-138.95454545454547,0.0023031214
10577.975803613663,317796.17391304346,459958,57.3305130626168,0.5652173913043478,0.31822088,75.62140332245026,-27.221215714989444,0.010902819,2.4347826086956523,26.41304347826087,0.004205551,4375,77.58695652173913,42.6694869373832,0.0,-133.43478260869566,0.004205551
10690.76129603386,314412.52173913043,469892,57.56390672686863,1.5869565217391304,0.2885522,74.84792694908913,-27.223035850117878,0.006332296,1.4130434782608696,27.23913043478261,0.0031770284,4421,76.76086956521739,42.43609327313136,0.0,-132.58695652173913,0.0031770284
10805.319807767868,314781.9574468085,479864,55.51808000372954,1.3404255319148937,0.32963723,74.93358784176218,-26.574295756193226,0.007925878,1.6595744680851063,27.148936170212767,0.0027458053,4468,76.85106382978724,44.48191999627045,0.0,-127.91489361702128,0.0027458053
10926.097039222717,318484.89795918367,489899,60.55834170606988,2.5306122448979593,0.23709743,75.77741761467944,-27.978383493761203,0.0075645507,0.46938775510204084,26.244897959183675,0.0035250874,4517,77.75510204081633,39.441658293930125,0.0,-141.3673469387755,0.0035250874
11039.581321954727,316905.73913043475,499951,57.93441798779731,1.4565217391304348,0.22186485,75.40144865378629,-26.90456053298746,0.0063187177,1.5434782608695652,26.652173913043477,0.0031777506,4563,77.3695652173913,42.0655820122027,0.0,-134.67391304347825,0.0031777506
11155.281970024109,312542.60869565216,509981,54.61502430794852,0.8913043478260869,0.26330185,74.42235622625708,-26.075147205384493,0.0069043306,2.108695652173913,27.695652173913043,0.0021723572,4609,76.30434782608695,45.384975692051505,0.0,-125.28260869565217,0.0021723572
11271.064930438995,317533.0909090909,519808,58.56475703947644,1.4545454545454546,0.23826954,75.54616784349422,-27.415227030383836,0.007686708,1.5454545454545454,26.5,0.0027447504,4653,77.52272727272727,41.43524296052357,0.0,-136.5,0.0027447504
11385.212911367416,314554.1818181818,529890,58.070365665744106,1.5,0.18956007,74.8639452004384,-26.915289460361112,0.005676607,1.5,27.227272727272727,0.0018871175,4697,76.79545454545455,41.929634334255894,0.0,-134.04545454545453,0.0018871175
11499.119727373123,314501.5652173913,539894,53.90275562341746,0.6739130434782609,0.27790526,74.85362195681014,-25.865507007268388,0.011002901,2.3260869565217392,27.23913043478261,0.0033254924,4743,76.78260869565217,46.09724437658254,0.0,-124.43478260869566,0.0033254924
11615.307981967926,311206.95652173914,549878,58.309800626459385,1.4565217391304348,0.20073506,74.08909527593481,-27.172084220769268,0.0061584995,1.5434782608695652,28.065217391304348,0.0032306702,4789,75.97826086956522,41.6901993735406,0.0,-133.3695652173913,0.0032306702
11728.385140895844,310138.4347826087,559898,53.591191762137825,1.0,0.24522007,73.85995284338743,-25.344646557787982,0.003917301,2.0,28.304347826086957,0.0012203573,4835,75.71739130434783,46.40880823786218,0.0,-121.82608695652173,0.0012203573
11841.715455055237,309871.3043478261,569906,54.5254129636167,1.2391304347826086,0.28948238,73.79892853029263,-26.391840057256065,0.008066479,1.7608695652173914,28.369565217391305,0.0020536245,4881,75.65217391304348,45.474587036383284,0.0,-123.91304347826087,0.0020536245
11956.971602678299,319309.9130434783,579804,55.78903634207872,1.608695652173913,0.21777637,75.96364298636918,-26.59654787260715,0.0073572337,1.391304347826087,26.043478260869566,0.0029049336,4927,77.95652173913044,44.210963657921276,0.0,-130.69565217391303,0.0029049336
12074.022263288498,311552.0,589973,54.50998796118068,1.1458333333333333,0.29212523,74.18214262431745,-26.14745182964319,0.009342672,1.8541666666666667,27.958333333333332,0.0033168956,4975,76.0625,45.490012038819344,0.0,-124.3125,0.0033168956
12191.918106794357,315479.1489361702,599952,56.625390521130605,1.4042553191489362,0.2334236,75.0931335377167,-26.661851207211274,0.0067388667,1.5957446808510638,26.97872340425532,0.003266451,5022,77.02127659574468,43.37460947886937,0.0,-131.10638297872342,0.003266451
12305.606839179993,312809.73913043475,609912,54.11568308207663,0.8695652173913043,0.24476302,74.46788035882106,-25.68776619254096,0.007517931,2.130434782608696,27.652173913043477,0.002185909,5068,76.3695652173913,45.88431691792337,0.0,-124.1086956521739,0.002185909
12422.09976696968,311474.0869565217,619955,54.01115266422122,1.326086956521739,0.24198662,74.1488417256501,-25.44619107771339,0.005314756,1.673913043478261,28.0,0.001410615,5114,76.04347826086956,45.98884733577878,0.0,-123.26086956521739,0.001410615
12535.860286712646,316549.5652173913,629930,54.189277813590714,0.7608695652173914,0.29293346,75.32253658180608,-26.024869860584545,0.009658578,2.239130434782609,26.73913043478261,0.002960024,5160,77.28260869565217,45.81072218640927,0.0,-125.73913043478261,0.002960024
12651.772648572922,316437.78723404254,639795,56.233962133668044,1.4893617021276595,0.20185381,75.29728183317795,-26.863705101767476,0.0052505294,1.5106382978723405,26.76595744680851,0.0023396956,5207,77.25531914893617,43.766037866331956,0.0,-130.27659574468086,0.0023396956
12765.806023836136,311993.1914893617,649966,52.86428369132163,0.723404255319149,0.24329093,74.2837653026493,-25.394249352160276,0.008180284,2.276595744680851,27.851063829787233,0.0031755208,5254,76.17021276595744,47.13571630867837,0.0,-120.82978723404256,0.0031755208
12879.337878227234,308855.829787234,659913,52.95562961454845,0.6595744680851063,0.27699322,73.52608438347735,-25.395763683759814,0.011004887,2.3404255319148937,28.680851063829788,0.0027741313,5301,75.40425531914893,47.04437038545155,0.0,-119.80851063829788,0.0027741313
12997.16961145401,314234.4347826087,669908,54.979571258152525,1.108695652173913,0.18881233,74.80665826186168,-26.021339325887414,0.006946003,1.891304347826087,27.282608695652176,0.0035570983,5347,76.71739130434783,45.020428741847475,0.0,-126.78260869565217,0.0035570983
13112.52535367012,309814.4680851064,679983,52.3301945367679,0.3191489361702128,0.270788,73.77224043481573,-25.124169695071302,0.010749198,2.6808510638297873,28.404255319148938,0.0048007355,5394,75.63829787234043,47.6698054632321,0.0,-118.85106382978724,0.0048007355
13226.792441606522,314145.39130434784,689806,56.147889965767824,0.9565217391304348,0.1999385,74.78900334543279,-26.64229026770901,0.007912428,2.0434782608695654,27.304347826086957,0.0031112514,5440,76.69565217391305,43.85211003423216,0.0,-129.32608695652175,0.0031112514
13337.379567623138,310075.91489361704,699895,53.259115137536135,0.7659574468085106,0.24335209,73.8465901348262,-25.429610289954326,0.0077682943,2.234042553191489,28.319148936170212,0.0023461303,5487,75.70212765957447,46.740884862463865,0.0,-120.8936170212766,0.0023461303
13452.290591955185,312254.6382978723,709899,53.63415216578019,0.9574468085106383,0.20783143,74.34410514529205,-25.982844715689613,0.0063631693,2.0425531914893615,27.78723404255319,0.0031127583,5534,76.23404255319149,46.365847834219814,0.0,-122.87234042553192,0.0031127583
13566.495441198349,310049.39130434784,719997,53.57201600901433,1.2391304347826086,0.22416927,73.8398624823914,-24.79966916399177,0.0075860606,1.7608695652173914,28.32608695652174,0.0016016694,5580,75.69565217391305,46.42798399098567,0.0,-121.5,0.0016016694
13679.881095409393,308980.8695652174,729863,53.268091713872835,1.0869565217391304,0.23603329,73.61000433232024,-25.186737897974115,0.007743986,1.9130434782608696,28.565217391304348,0.0026319295,5626,75.43478260869566,46.73190828612716,0.0,-120.71739130434783,0.0026319295
13793.85586977005,306241.3617021277,739963,51.93839699707342,1.4680851063829787,0.23419052,72.93956038212966,-24.127236536361302,0.008129028,1.5319148936170213,29.29787234042553,0.0022341227,5673,74.76595744680851,48.06160300292657,0.0,-116.48936170212765,0.0022341227
13909.979116678238,312777.5319148936,749971,51.72944418404645,0.8936170212765957,0.21384735,74.44835442238234,-25.097081771086888,0.0068295947,2.106382978723404,27.680851063829788,0.0021190764,5720,76.36170212765957,48.27055581595355,0.0,-118.59574468085107,0.0021190764
14024.903546333313,313344.0,759856,55.17866172893837,0.8478260869565217,0.18808532,74.5640991140748,-26.061217847921412,0.0067424355,2.152173913043478,27.565217391304348,0.0022857971,5766,76.5,44.82133827106163,0.0,-126.78260869565217,0.0022857971
14140.095038890839,308891.82608695654,769848,49.42656035164174,0.17391304347826086,0.24162789,73.57558005193017,-23.386365568697403,0.009736391,2.8260869565217392,28.608695652173914,0.0032918295,5812,75.41304347826087,50.57343964835826,0.0,-111.78260869565217,0.0032918295
14252.666089296341,309158.95652173914,779810,51.60900629683299,0.5652173913043478,0.1990097,73.64910320100667,-24.47091958330227,0.008260243,2.4347826086956523,28.52173913043478,0.0032434652,5858,75.47826086956522,48.39099370316701,0.0,-116.80434782608695,0.0032434652
14366.734377861023,309204.42553191487,789865,53.815330569566946,0.5106382978723404,0.24064368,73.62103947743674,-25.618430516274923,0.006269873,2.4893617021276597,28.574468085106382,0.0018516622,5905,75.48936170212765,46.18466943043305,0.0,-121.85106382978724,0.0018516622
14481.464612483978,312951.829787234,799825,53.88715759383032,0.9787234042553191,0.2231644,74.5024570663818,-25.51302293656253,0.008827593,2.021276595744681,27.617021276595743,0.0025260274,5952,76.40425531914893,46.11284240616968,0.0,-123.70212765957447,0.0025260274
14593.164473295212,309291.57446808513,809844,54.91465534949796,0.8723404255319149,0.19455299,73.66545981385981,-25.80192882122489,0.0050719013,2.127659574468085,28.51063829787234,0.0012274826,5999,75.51063829787235,45.08534465050203,0.0,-124.72340425531915,0.0012274826
14706.856892824173,307722.89361702127,819945,54.05209098723882,0.723404255319149,0.19590046,73.32039689079198,-25.10561668121367,0.006973484,2.276595744680851,28.872340425531913,0.0017165588,6046,75.12765957446808,45.94790901276117,0.0,-121.7872340425532,0.0017165588
14819.502686738968,311842.13333333336,829923,55.975843939850016,0.7111111111111111,0.18360521,74.21888305581676,-25.98056363437482,0.008434382,2.2888888888888888,27.933333333333334,0.0024572979,6091,76.13333333333334,44.024156060149984,0.0,-127.93333333333334,0.0024572979
14933.51937508583,304833.4222222222,839835,52.82644763002545,0.13333333333333333,0.25816596,72.64735937884745,-24.59747368356163,0.010656203,2.8666666666666667,29.6,0.004386245,6136,74.42222222222222,47.17355236997455,0.0,-118.0,0.004386245
15049.70759344101,313213.27659574465,849907,55.47048983653426,0.9148936170212766,0.17981413,74.56113921288814,-26.326029479163772,0.0073537715,2.0851063829787235,27.5531914893617,0.002632434,6183,76.46808510638297,44.52951016346573,0.0,-127.27659574468085,0.002632434
15164.269213914871,307564.0888888889,859827,52.729654316184465,0.5333333333333333,0.22234751,73.25508957724956,-24.409291643559754,0.009381246,2.466666666666667,28.955555555555556,0.002968017,6228,75.08888888888889,47.270345683815535,0.0,-118.66666666666667,0.002968017
15276.1631128788,309293.5111111111,869897,52.89635372611792,0.7555555555555555,0.1855921,73.63579064292004,-24.51761392283202,0.0075945114,2.2444444444444445,28.555555555555557,0.0017678736,6273,75.5111111111111,47.103646273882084,0.0,-119.93333333333334,0.0017678736
15388.717743635178,310494.60869565216,879796,52.537443170352596,0.4782608695652174,0.2399125,73.94244599251506,-24.832001012145493,0.010792304,2.5217391304347827,28.217391304347824,0.0036559124,6319,75.80434782608695,47.462556829647404,0.0,-119.41304347826087,0.0036559124
15498.812609434128,315213.9130434783,889795,58.71946274249973,1.673913043478261,0.14957024,75.01770185263426,-27.03369564861324,0.007242033,1.326086956521739,27.065217391304348,0.002472106,6365,76.95652173913044,41.28053725750026,0.0,-135.7826086956522,0.002472106
15611.234141111374,313611.1304347826,899983,54.93516605527041,1.0217391304347827,0.15458483,74.66498598689549,-25.344350820359523,0.007612602,1.9782608695652173,27.434782608695652,0.0023093577,6411,76.56521739130434,45.06483394472959,0.0,-126.19565217391305,0.0023093577
15725.604628324509,308713.73913043475,909918,52.878334740478195,0.6521739130434783,0.22530644,73.50609364828111,-25.022324703414416,0.012593502,2.347826086956522,28.695652173913043,0.0043430696,6457,75.3695652173913,47.121665259521805,0.0,-119.67391304347827,0.0043430696
15838.544261693954,309475.55555555556,919849,53.86710013943608,1.0666666666666667,0.15882242,73.72063376215624,-25.066277063731988,0.008376115,1.9333333333333333,28.444444444444443,0.0023645498,6502,75.55555555555556,46.132899860563924,0.0,-122.2,0.0023645498
15954.865153551102,307635.74468085106,929965,52.12122569061833,0.23404255319148937,0.2164476,73.2623211823592,-24.683192189379795,0.0075104022,2.765957446808511,28.95744680851064,0.0023036962,6549,75.1063829787234,47.87877430938167,0.0,-117.31914893617021,0.0023036962
16063.636944055557,311117.9130434783,939917,53.16326943763291,0.717391304347826,0.16721989,74.0840079686078,-24.819165899364524,0.0076658474,2.282608695652174,28.065217391304348,0.001330836,6595,75.95652173913044,46.83673056236706,0.0,-121.30434782608695,0.001330836
16179.128219604492,311387.02222222224,949771,53.969687554168914,0.3333333333333333,0.20280997,74.14354737765841,-25.731523112782845,0.010111163,2.6666666666666665,28.0,0.0033632559,6640,76.02222222222223,46.03031244583108,0.0,-123.33333333333333,0.0033632559
16292.826620101929,307461.44680851063,959910,52.56336248106401,0.425531914893617,0.22434631,73.23447056370239,-24.71176019961707,0.008881358,2.574468085106383,28.97872340425532,0.0020102772,6687,75.06382978723404,47.43663751893599,0.0,-118.2127659574468,0.0020102772
16403.81925392151,315483.02222222224,969980,57.38654924532602,0.9555555555555556,0.17814359,75.07798206341045,-27.023400026059598,0.008967615,2.0444444444444443,27.0,0.0028393168,6732,77.02222222222223,42.61345075467397,0.0,-133.0,0.0028393168
16518.784952640533,315827.74468085106,979846,53.37216621620056,0.5531914893617021,0.17989053,75.1592848902763,-25.692356593108588,0.008798823,2.4468085106382977,26.914893617021278,0.0032255976,6779,77.1063829787234,46.62783378379943,0.0,-123.57446808510639,0.0032255976
16632.736171245575,312234.6666666667,989975,52.35028676646224,0.14583333333333334,0.22899725,74.31206227725048,-25.067981607691493,0.009313433,2.8541666666666665,27.833333333333332,0.0022893443,6827,76.22916666666667,47.649713233537746,0.0,-119.75,0.0022893443
16745.079394102097,311751.1111111111,999817,53.45166778083573,0.7333333333333333,0.1719158,74.21195607242322,-25.140724687162145,0.0071991477,2.2666666666666666,27.933333333333334,0.0016248841,6872,76.11111111111111,46.54833221916427,0.0,-122.33333333333333,0.0016248841
16860.018179178238,311906.0425531915,1009988,53.28174300575604,0.48936170212765956,0.1809579,74.24950017019496,-25.024684198575734,0.0078452425,2.5106382978723403,27.893617021276597,0.0014563603,6919,76.14893617021276,46.718256994243966,0.0,-121.85106382978724,0.0014563603
16972.84638786316,312987.82608695654,1019955,53.95648719505931,0.6521739130434783,0.20820203,74.52200234842893,-25.486976819402877,0.008804001,2.347826086956522,27.58695652173913,0.0031782023,6965,76.41304347826087,46.043512804940676,0.0,-123.78260869565217,0.0031782023
17086.8619287014,308446.60869565216,1029805,52.311728050094914,0.2608695652173913,0.21211678,73.44614837638184,-25.025189606628686,0.008556487,2.739130434782609,28.76086956521739,0.0018628825,7011,75.30434782608695,47.688271949905086,0.0,-118.30434782608695,0.0018628825
17201.63881969452,315989.3333333333,1039922,55.96195797840639,0.75,0.162913,75.1926640584558,-26.987877066620417,0.008650025,2.25,26.875,0.004047985,7059,77.14583333333333,44.03804202159361,0.0,-130.0625,0.004047985
17318.15666794777,309158.95652173914,1049835,52.999854696736065,0.32608695652173914,0.18788204,73.60938596136302,-25.390175968347457,0.0077762166,2.6739130434782608,28.58695652173913,0.0021684805,7105,75.47826086956522,47.00014530326393,0.0,-120.06521739130434,0.0021684805
17431.650304555893,309158.95652173914,1059837,52.92526595328001,0.21739130434782608,0.23671132,73.6354962782266,-24.69038289320494,0.00998611,2.782608695652174,28.543478260869566,0.0034604247,7151,75.47826086956522,47.074734046719996,0.0,-119.8695652173913,0.0034604247
17544.165147781372,311919.3043478261,1069932,55.416417286894685,0.7608695652173914,0.16101709,74.2521560070578,-25.802186988933034,0.0071070776,2.239130434782609,27.891304347826086,0.0022927215,7197,76.15217391304348,44.58358271310531,0.0,-126.78260869565217,0.0022927215
17661.7049844265,309871.3043478261,1079891,53.07052377272971,0.2391304347826087,0.21774863,73.77024346969576,-25.2591067050198,0.010327576,2.760869565217391,28.41304347826087,0.0021571645,7243,75.65217391304348,46.92947622727029,0.0,-120.52173913043478,0.0021571645
17773.810265779495,312934.4,1089802,53.87411230259391,0.6888888888888889,0.18531302,74.48037500171756,-25.150030586255067,0.008694894,2.311111111111111,27.644444444444446,0.0029358068,7288,76.4,46.12588769740609,0.0,-123.66666666666667,0.0029358068
17887.99030804634,308802.7826086957,1099828,51.92692568118419,0.32608695652173914,0.22363539,73.52711782143766,-24.569619437176684,0.009549849,2.6739130434782608,28.67391304347826,0.0042133573,7334,75.3913043478261,48.07307431881582,0.0,-117.65217391304348,0.0042133573
