TimeElapsed,MpbtA,surrgain,Tmc,EpisodesSoFar,TimestepsSoFar,meankl,Ptt,optimgain,TtR,entropy,Tbt,entloss,Tmt,AttC,AttNC,MtR,MpbtN
8522.480888843536,37.011275292849845,0.0034823767,25.666666666666668,3452,229933,0.004880049,76.3145687603001,0.0034823767,-148.14285714285714,0.32189098,320853.3333333333,0.0,78.33333333333333,1.5,1.5,-29.148303006942786,62.988724707150155
8664.466722726822,36.00249238048904,0.003859375,26.565217391304348,3498,239817,0.005397795,75.48032622141287,0.003859375,-149.02173913043478,0.29723084,317261.9130434783,0.0,77.45652173913044,1.7608695652173914,1.2391304347826086,-30.257585784287468,63.997507619510955
8799.350852251053,39.144654918038114,0.0039189477,27.162790697674417,3541,249975,0.0061939573,74.93765203259795,0.0039189477,-140.4418604651163,0.3696807,315010.9767441861,0.0,76.90697674418605,1.6046511627906976,1.3953488372093024,-27.97446420548485,60.85534508196188
8940.756078481674,33.75370824846031,0.004314615,25.97872340425532,3588,259935,0.004513842,76.02323189029963,0.004314615,-155.2340425531915,0.31593266,319575.1489361702,0.0,78.02127659574468,2.617021276595745,0.3829787234042553,-30.106317657859453,66.24629175153967
9072.401248216629,36.06814731923232,0.0029330822,26.11627906976744,3631,269898,0.00465702,75.89579897810297,0.0029330822,-149.37209302325581,0.3120284,319011.72093023255,0.0,77.88372093023256,1.627906976744186,1.372093023255814,-29.673963838254338,63.931852680767705
9211.051568508148,36.52019923388382,0.0035525083,26.31111111111111,3676,279992,0.0048224763,75.71474314589587,0.0035525083,-148.06666666666666,0.3364106,318213.68888888886,0.0,77.68888888888888,1.7333333333333334,1.2666666666666666,-29.66937565890374,63.479800766116185
9348.91669845581,37.766356674084946,0.0036194264,26.11111111111111,3721,289956,0.0057695815,75.89994689939928,0.0036194264,-145.66666666666666,0.29590854,319032.8888888889,0.0,77.88888888888889,2.1333333333333333,0.8666666666666667,-29.496620352791343,62.233643325915054
9484.212976455688,37.33074137297659,0.0022635316,27.046511627906977,3764,299982,0.003584281,75.02575965942364,0.0022635316,-144.7674418604651,0.3031218,315201.488372093,0.0,76.95348837209302,1.744186046511628,1.255813953488372,-29.267464948681816,62.66925862702341
9616.553254842758,38.00474987656181,0.0036371516,26.27906976744186,3807,309978,0.005182741,75.750647436552,0.0036371516,-144.7674418604651,0.3335878,318440.18604651163,0.0,77.74418604651163,1.302325581395349,1.697674418604651,-29.017593181177745,61.99525012343819
9751.66523694992,38.27314816907834,0.0034130493,26.571428571428573,3849,319805,0.0049166633,75.4758259266734,0.0034130493,-143.64285714285714,0.31067222,317244.95238095237,0.0,77.45238095238095,1.7619047619047619,1.2380952380952381,-28.51736420651027,61.726851830921674
9891.232379674911,36.35904155907419,0.0036470846,25.97826086956522,3895,329923,0.0041019497,76.02528005725534,0.0036470846,-149.2173913043478,0.28279936,319577.04347826086,0.0,78.02173913043478,1.8695652173913044,1.1304347826086956,-30.810342896709404,63.64095844092582
10027.069456100464,36.62501112388221,0.0034452626,26.813953488372093,3938,339973,0.003991198,75.2445755577584,0.0034452626,-146.86046511627907,0.2957191,316154.0465116279,0.0,77.18604651162791,1.744186046511628,1.255813953488372,-29.38868318448538,63.37498887611777
10162.737850666046,36.42544532938634,0.0028782873,26.951219512195124,3979,349792,0.003601357,75.1139260635135,0.0028782873,-147.0731707317073,0.28880593,315591.8048780488,0.0,77.04878048780488,1.3902439024390243,1.6097560975609757,-29.43694089224921,63.574554670613644
10299.692499637604,37.601795315488076,0.0035823039,26.767441860465116,4022,359994,0.0056622396,75.28607799212351,0.0035823039,-144.69767441860466,0.35556212,316344.5581395349,0.0,77.23255813953489,1.7209302325581395,1.2790697674418605,-28.996219200358386,62.398204684511924
10434.707575082779,37.70732007626869,0.0023644562,26.452380952380953,4064,369970,0.0038696355,75.58066747870117,0.0023644562,-145.07142857142858,0.31524765,317635.04761904763,0.0,77.54761904761905,1.8333333333333333,1.1666666666666667,-28.698590536461953,62.29267992373132
10567.522271156311,36.702127031846004,0.004722273,26.571428571428573,4106,379937,0.004394569,75.46888753413877,0.004722273,-147.28571428571428,0.33800796,317147.4285714286,0.0,77.42857142857143,1.619047619047619,1.380952380952381,-28.869538650240912,63.29787296815404
10702.27012348175,34.094249808571696,0.0032625713,26.74418604651163,4149,389877,0.005230645,75.30840619581079,0.0032625713,-152.93023255813952,0.31386068,316439.81395348837,0.0,77.25581395348837,1.744186046511628,1.255813953488372,-30.26622437107883,65.90575019142828
10836.039000034332,36.85509369067314,0.0029980605,27.261904761904763,4191,399784,0.00509118,74.83783365592086,0.0029980605,-145.71428571428572,0.29448965,314514.28571428574,0.0,76.78571428571429,1.9285714285714286,1.0714285714285714,-28.8083540663022,63.144906309326885
10967.19507074356,38.22005202773997,0.0043841205,26.857142857142858,4233,409955,0.005200992,75.20360946442085,0.0043841205,-143.0,0.28808147,315977.14285714284,0.0,77.14285714285714,1.5476190476190477,1.4523809523809523,-27.94726599109661,61.779947972260025
11101.622815608978,37.25436330784959,0.002601415,26.930232558139537,4276,419981,0.0034589097,75.14105145433795,0.002601415,-145.32558139534885,0.27930775,315773.0232558139,0.0,77.09302325581395,1.3488372093023255,1.6511627906976745,-29.01311549583631,62.74563669215043
11233.416058778763,39.185710148548345,0.0052838284,25.837209302325583,4319,429953,0.0058057667,76.15829147502272,0.0052838284,-142.8139534883721,0.31778684,320154.79069767444,0.0,78.16279069767442,1.1395348837209303,1.8604651162790697,-29.048331552306138,60.814289851451626
11368.104274511337,37.45142749238251,0.0049840924,26.69047619047619,4361,439781,0.0046411636,75.37154205527484,0.0049840924,-145.21428571428572,0.3081304,316854.85714285716,0.0,77.35714285714286,1.8571428571428572,1.1428571428571428,-29.141243239185275,62.5485725076175
11502.537406682968,39.676276432897346,0.0030894552,27.704545454545453,4405,449989,0.0033610961,74.41809680666557,0.0030894552,-138.3409090909091,0.30544934,312599.2727272727,0.0,76.31818181818181,2.0454545454545454,0.9545454545454546,-27.999548257616723,60.32372356710266
11640.724651098251,38.49365753216409,0.0047888793,25.866666666666667,4450,459820,0.0063931867,76.1298356165555,0.0047888793,-144.4,0.34880638,320034.13333333336,0.0,78.13333333333334,2.1777777777777776,0.8222222222222222,-28.804423443184415,61.50634246783591
11781.04613161087,38.124976110918546,0.0034526973,26.833333333333332,4498,469810,0.0056145885,75.23159862024026,0.0034526973,-143.625,0.2894672,316160.0,0.0,77.1875,2.3541666666666665,0.6458333333333334,-28.748959236246137,61.87502388908146
11912.011162042618,40.88816611506795,0.0030833515,26.41860465116279,4541,479823,0.0036339269,75.61081351743073,0.0030833515,-137.7906976744186,0.3349541,317773.3953488372,0.0,77.5813953488372,1.930232558139535,1.069767441860465,-27.525317939588547,59.11183388493205
12047.522946119308,38.23829647369944,0.0031364553,26.772727272727273,4585,489759,0.0027428698,75.2831313459212,0.0031364553,-143.38636363636363,0.29912585,316322.9090909091,0.0,77.22727272727273,2.3181818181818183,0.6818181818181818,-28.56358600068725,61.76170352630052
12186.557775259018,37.74435944228851,0.0032337229,27.456521739130434,4631,499971,0.0042066057,74.64983920654187,0.0032337229,-143.15217391304347,0.30677974,313611.1304347826,0.0,76.56521739130434,2.4347826086956523,0.5652173913043478,-28.763077485889422,62.2556405577115
12320.101697444916,39.40725298667558,0.003544808,26.772727272727273,4675,509914,0.0042276992,75.28432095324105,0.003544808,-140.52272727272728,0.2897534,316322.9090909091,0.0,77.22727272727273,2.022727272727273,0.9772727272727273,-27.84637880082091,60.59274701332442
12453.895426988602,37.624888730914904,0.0036094168,27.0,4719,519994,0.0044989493,75.06973863867177,0.0036094168,-144.4090909090909,0.30782136,315392.0,0.0,77.0,1.5227272727272727,1.4772727272727273,-29.23230863236296,62.37511126908512
12588.429479122162,39.92630355352079,0.004425581,27.477272727272727,4763,529894,0.0068862317,74.63117653880596,0.004425581,-138.0681818181818,0.3101047,313530.1818181818,0.0,76.54545454545455,1.5227272727272727,1.4772727272727273,-28.181121096909973,60.073696446479225
12724.827395677567,40.30874550454748,0.004148922,27.931818181818183,4807,539865,0.0046999115,74.19851544568108,0.004148922,-136.36363636363637,0.29925242,311575.2727272727,0.0,76.06818181818181,2.2045454545454546,0.7954545454545454,-27.432242658576875,59.69125449545252
12858.765044212341,38.63162500003166,0.003908117,26.511111111111113,4852,549885,0.0043848613,75.52727859659495,0.003908117,-142.86666666666667,0.28113255,317394.4888888889,0.0,77.4888888888889,1.8666666666666667,1.1333333333333333,-28.853495499133057,61.36837499996833
12992.167820692062,39.489462697575156,0.0038680776,26.6046511627907,4895,559947,0.0045913565,75.44581870955672,0.0038680776,-140.7906976744186,0.29791108,317106.6046511628,0.0,77.4186046511628,1.6511627906976745,1.3488372093023255,-28.114264854891307,60.510537302424844
13128.201855182648,39.519805570664545,0.0036834492,26.954545454545453,4939,569794,0.0045616557,75.11570477977865,0.0036834492,-139.77272727272728,0.2962905,315578.1818181818,0.0,77.04545454545455,1.9318181818181819,1.0681818181818181,-28.574732821537953,60.480194429335455
13264.696637153625,42.078338308277445,0.0037825622,27.652173913043477,4985,579921,0.0041063414,74.46121289047551,0.0037825622,-132.7173913043478,0.3202128,312720.6956521739,0.0,76.34782608695652,2.0217391304347827,0.9782608695652174,-27.32038194516224,57.92166169172255
13403.913829565048,39.75390114385774,0.004108989,27.574468085106382,5032,589957,0.005627461,74.5340057397068,0.004108989,-138.25531914893617,0.30278856,313038.97872340423,0.0,76.42553191489361,2.276595744680851,0.723404255319149,-27.9625537490057,60.24609885614226
13540.746433019638,37.089464413726716,0.0040301634,27.113636363636363,5076,599970,0.0050910125,74.96473074623187,0.0040301634,-145.29545454545453,0.2950153,314926.54545454547,0.0,76.88636363636364,1.75,1.25,-28.808575959240923,62.9105355862733
13677.763755321503,39.02061363286709,0.003731181,27.295454545454547,5120,609877,0.005405768,74.79479408287354,0.003731181,-140.5909090909091,0.33545604,314181.8181818182,0.0,76.70454545454545,1.9318181818181819,1.0681818181818181,-27.893391882397808,60.97938636713291
13811.484260082245,40.46675344217819,0.0035820964,26.822222222222223,5165,619980,0.0042673475,75.23671111677686,0.0035820964,-138.06666666666666,0.32262343,316120.1777777778,0.0,77.17777777777778,1.8666666666666667,1.1333333333333333,-27.55165130519345,59.53324655782178
13950.44349360466,37.848399551102105,0.004291214,27.204545454545453,5209,629862,0.005908351,74.87894396061797,0.004291214,-143.3181818181818,0.28567994,314554.1818181818,0.0,76.79545454545455,1.9772727272727273,1.0227272727272727,-28.23080594773967,62.1516004488979
14084.853152513504,38.426552047992224,0.004005135,27.113636363636363,5253,639944,0.005199018,74.97001391214543,0.004005135,-142.22727272727272,0.2880762,315019.63636363635,0.0,76.9090909090909,1.6818181818181819,1.3181818181818181,-28.282451598214838,61.57344795200777
14218.017451763153,39.282136115369326,0.0051865,27.523809523809526,5295,649807,0.004494055,74.58116644772323,0.0051865,-139.35714285714286,0.31205297,313246.4761904762,0.0,76.47619047619048,1.1666666666666667,1.8333333333333333,-27.72658057375868,60.71786388463068
14351.688050746918,40.406307295201096,0.003750295,26.697674418604652,5338,659820,0.0045933495,75.35345607904895,0.003750295,-138.13953488372093,0.32978204,316630.32558139536,0.0,77.30232558139535,1.4883720930232558,1.5116279069767442,-27.633810497976075,59.59369270479891
14485.996970415115,39.54066694944354,0.004422231,27.044444444444444,5383,669994,0.004973284,75.03098852200536,0.004422231,-139.53333333333333,0.31437793,315209.9555555555,0.0,76.95555555555555,1.711111111111111,1.288888888888889,-28.50006919170688,60.45933305055645
14622.120401382446,38.89275715259944,0.004422164,26.0,5427,679953,0.0052660145,76.0103788030908,0.004422164,-143.25,0.30950904,319581.0909090909,0.0,78.02272727272727,1.7272727272727273,1.2727272727272727,-28.719931335314904,61.10724284740058
14758.134762763977,41.76924559000336,0.0049737487,27.30952380952381,5469,689818,0.0059220917,74.78880921900094,0.0049737487,-134.0,0.32076335,314221.71428571426,0.0,76.71428571428571,1.2142857142857142,1.7857142857142858,-27.225311132165437,58.23075440999663
14891.00885629654,42.38755576970288,0.0043746186,27.681818181818183,5513,699900,0.0064526396,74.44052782969096,0.0043746186,-132.0,0.32645538,312692.36363636365,0.0,76.3409090909091,1.5454545454545454,1.4545454545454546,-26.681279944346667,57.61244423029712
15026.464410543442,42.761364190980196,0.0036422221,27.232558139534884,5556,709842,0.004209738,74.86743438780849,0.0036422221,-132.0,0.34180674,314629.9534883721,0.0,76.81395348837209,2.0232558139534884,0.9767441860465116,-26.917134630718106,57.2386358090198
15163.690024614334,39.06024732176392,0.0044186795,26.91304347826087,5602,719902,0.00393477,75.15157925057254,0.0044186795,-141.2608695652174,0.32450286,315748.17391304346,0.0,77.08695652173913,1.9565217391304348,1.0434782608695652,-28.435810681057568,60.939752678236076
15299.612010717392,39.93415567721479,0.0047829,27.0,5646,729946,0.004985453,75.08297914315276,0.0047829,-138.95454545454547,0.32271555,315578.1818181818,0.0,77.04545454545455,1.9545454545454546,1.0454545454545454,-27.66949988455634,60.06584432278522
15438.91612625122,39.41769216141223,0.0046091704,27.42222222222222,5691,739809,0.0050947117,74.68262060031613,0.0046091704,-139.26666666666668,0.320226,313753.6,0.0,76.6,2.2888888888888888,0.7111111111111111,-27.89704880258911,60.58230783858777
15575.481341600418,38.898753726604426,0.0038885209,26.933333333333334,5736,749929,0.0045078043,75.13970804696743,0.0038885209,-141.46666666666667,0.30589473,315756.0888888889,0.0,77.08888888888889,1.7777777777777777,1.2222222222222223,-28.54272188899659,61.101246273395574
15712.135275363922,38.96731628235564,0.0050547514,27.186046511627907,5779,759810,0.005505466,74.9041396153888,0.0050547514,-140.93023255813952,0.33188823,314725.20930232556,0.0,76.83720930232558,1.627906976744186,1.372093023255814,-28.442845967034575,61.03268371764438
15845.440934419632,41.97337218504824,0.0051043713,27.613636363636363,5823,769791,0.006710493,74.49688932114515,0.0051043713,-133.1590909090909,0.36069474,312878.54545454547,0.0,76.38636363636364,1.7954545454545454,1.2045454545454546,-26.94372302902058,58.02662781495175
15983.171424865723,37.82263034252695,0.0043451013,27.152173913043477,5869,779833,0.007578799,74.92236088953231,0.0043451013,-143.47826086956522,0.32031104,314679.652173913,0.0,76.82608695652173,2.217391304347826,0.782608695652174,-28.25404811548261,62.17736965747306
16117.133225440979,42.87194050377531,0.0036710857,27.795454545454547,5913,789942,0.0032787262,74.33265559675205,0.0036710857,-130.77272727272728,0.33801788,312226.9090909091,0.0,76.22727272727273,1.9090909090909092,1.0909090909090908,-26.031122875732752,57.12805949622469
16250.963744878769,41.791806192231725,0.005186002,27.295454545454547,5957,799999,0.004873173,74.79403728787786,0.005186002,-134.11363636363637,0.33343002,314181.8181818182,0.0,76.70454545454545,1.9318181818181819,1.0681818181818181,-26.911675753087522,58.208193807768275
16384.62565279007,42.467029555105846,0.004758246,26.636363636363637,6001,809836,0.0043875286,75.41086324660986,0.004758246,-133.63636363636363,0.32095677,316881.45454545453,0.0,77.36363636363636,1.7045454545454546,1.2954545454545454,-27.14884895722723,57.53297044489414
16518.99895453453,43.31677136024799,0.00426733,26.58695652173913,6047,819783,0.0042935964,75.4571443346837,0.00426733,-131.67391304347825,0.30886915,317083.82608695654,0.0,77.41304347826087,1.8695652173913044,1.1304347826086956,-26.806215494576808,56.683228639752016
16657.443915605545,41.2696966830435,0.003650228,26.645833333333332,6095,829962,0.006008223,75.41423558785554,0.003650228,-136.4375,0.29004905,317013.3333333333,0.0,77.39583333333333,2.0,1.0,-27.505234491031725,58.73030331695649
16797.7014067173,40.74580694450902,0.0046517844,26.630434782608695,6141,839965,0.0048353253,75.4168833824618,0.0046517844,-137.7391304347826,0.2883892,316905.73913043475,0.0,77.3695652173913,1.4130434782608696,1.5869565217391304,-29.01352377084537,59.25419305549099
16933.434585809708,43.19167114590273,0.005035476,27.244444444444444,6186,849958,0.00537611,74.84223388891658,0.005035476,-130.73333333333332,0.30694875,314390.7555555556,0.0,76.75555555555556,1.511111111111111,1.488888888888889,-26.70338408970667,56.80832885409727
17067.492785930634,40.616561403596855,0.0056526936,27.782608695652176,6232,859991,0.0057446104,74.352559379778,0.0056526936,-135.91304347826087,0.32714483,312364.52173913043,0.0,76.26086956521739,1.826086956521739,1.173913043478261,-27.70799650708716,59.383438596403145
17205.174917936325,43.76103368678977,0.004294352,26.82608695652174,6278,869798,0.0060870945,75.23440659690311,0.004294352,-130.04347826086956,0.28038868,316104.347826087,0.0,77.17391304347827,1.826086956521739,1.173913043478261,-26.648437698182196,56.238966313210234
17339.42406320572,41.878594101833166,0.0046028728,26.956521739130434,6324,879779,0.0049990946,75.1235909251264,0.0046028728,-134.54347826086956,0.2931321,315748.17391304346,0.0,77.08695652173913,1.7173913043478262,1.2826086956521738,-27.43040200552841,58.12140589816682
17480.46771621704,42.56952822222762,0.0047622966,28.404255319148938,6371,889972,0.005468978,73.75845556035165,0.0047622966,-130.3404255319149,0.2917457,309640.170212766,0.0,75.59574468085107,1.6170212765957446,1.3829787234042554,-26.75877696362193,57.43047177777241
17613.963784217834,42.99772679539104,0.004905585,27.318181818181817,6415,899943,0.0055029346,74.78623877704953,0.004905585,-131.3181818181818,0.2973989,314274.9090909091,0.0,76.72727272727273,1.3181818181818181,1.6818181818181819,-26.814304928431863,57.00227320460896
17747.467538118362,42.753893000973335,0.0033639017,28.181818181818183,6459,909973,0.0047026253,73.96656636008753,0.0033639017,-130.5,0.30989942,310551.2727272727,0.0,75.81818181818181,1.7045454545454546,1.2954545454545454,-26.598699598984762,57.24610699902667
17883.394282579422,42.513525134655595,0.0047074244,26.91304347826087,6505,919920,0.0050631356,75.1516728433589,0.0047074244,-133.04347826086956,0.2923071,315748.17391304346,0.0,77.08695652173913,1.9782608695652173,1.0217391304347827,-27.466368531932655,57.486474865344405
18018.74771642685,43.73141471184822,0.004423606,26.977777777777778,6550,929993,0.005415672,75.0925693333827,0.004423606,-130.13333333333333,0.2981081,315483.02222222224,0.0,77.02222222222223,1.6222222222222222,1.3777777777777778,-26.633825636136766,56.268585288151804
18153.136125326157,43.725959627224896,0.0038531497,27.266666666666666,6595,939865,0.0045625935,74.82144984579911,0.0038531497,-129.73333333333332,0.29493847,314299.73333333334,0.0,76.73333333333333,1.5777777777777777,1.4222222222222223,-26.345778271717577,56.2740403727751
18286.69281601906,43.11959230043898,0.0050634407,27.333333333333332,6640,949975,0.0057339906,74.76471472744726,0.0050634407,-131.06666666666666,0.289505,314117.68888888886,0.0,76.68888888888888,1.7777777777777777,1.2222222222222223,-26.21034042224414,56.880407699561
18423.46648955345,43.2853123714279,0.005381138,28.295454545454547,6684,959902,0.0055498076,73.86558298027394,0.005381138,-128.79545454545453,0.28572932,310178.9090909091,0.0,75.72727272727273,1.4545454545454546,1.5454545454545454,-26.16039801288365,56.7146876285721
18555.6752474308,45.790864777433434,0.0043033874,27.363636363636363,6728,969892,0.005335443,74.73114896458654,0.0043033874,-124.63636363636364,0.3180007,313902.54545454547,0.0,76.63636363636364,1.1818181818181819,1.8181818181818181,-25.52108106340156,54.20913522256658
18689.245013475418,42.35870235143503,0.005724337,26.955555555555556,6773,979800,0.006596639,75.11408400017464,0.005724337,-133.26666666666668,0.3250738,315574.0444444445,0.0,77.04444444444445,1.7777777777777777,1.2222222222222223,-27.270319335954227,57.64129764856498
18820.906153917313,44.169342611048016,0.004337572,27.886363636363637,6817,989898,0.0051098093,74.24073783604705,0.004337572,-127.77272727272727,0.33473414,311761.45454545453,0.0,76.11363636363636,1.8181818181818181,1.1818181818181819,-26.029859779565133,55.83065738895198
18954.00019145012,42.8449450381002,0.003503949,26.866666666666667,6862,999958,0.0045632506,75.195502826642,0.003503949,-132.53333333333333,0.30775356,315938.13333333336,0.0,77.13333333333334,1.5555555555555556,1.4444444444444444,-27.191276035324623,57.15505496189981
19092.116562843323,44.3602256898112,0.0036805542,27.822222222222223,6907,1009817,0.005510006,74.30211469310696,0.0036805542,-127.2,0.28434265,312024.1777777778,0.0,76.17777777777778,1.511111111111111,1.488888888888889,-26.222122956924004,55.63977431018878
19226.61096382141,42.89074574972442,0.0050216755,27.434782608695652,6953,1019979,0.0067236815,74.67327530432574,0.0050216755,-131.2826086956522,0.3011724,313700.17391304346,0.0,76.58695652173913,1.1521739130434783,1.8478260869565217,-27.202341138128737,57.10925425027557
19359.522379159927,43.77472748756642,0.004900579,28.022727272727273,6997,1029947,0.0070407176,74.12347970541666,0.004900579,-128.25,0.2868225,311296.0,0.0,76.0,1.1363636363636365,1.8636363636363635,-26.39873149202918,56.22527251243359
19494.02557849884,45.30539414564016,0.0050224303,28.044444444444444,7042,1039961,0.006097872,74.10308043486089,0.0050224303,-124.6,0.29205638,311204.97777777776,0.0,75.97777777777777,0.9111111111111111,2.088888888888889,-25.893324297048476,54.69460585435984
19626.848432302475,46.082947784247075,0.00623604,28.40909090909091,7086,1049775,0.007072715,73.76134766849108,0.00623604,-122.38636363636364,0.3239867,309713.45454545453,0.0,75.61363636363636,1.0,2.0,-25.640654589762804,53.91705221575291
19766.524378061295,43.886749313793956,0.0063089374,27.75,7134,1059833,0.0065534837,74.37061454050134,0.0063089374,-128.5625,0.30130103,312320.0,0.0,76.25,1.9166666666666667,1.0833333333333333,-26.509874551468922,56.11325068620604
19900.00550699234,45.142553875070696,0.0035615382,28.377777777777776,7179,1069778,0.00531471,73.8034716558306,0.0035615382,-124.73333333333333,0.27126047,310021.68888888886,0.0,75.68888888888888,1.5333333333333334,1.4666666666666666,-25.649506031356932,54.8574461249293
20034.31374192238,43.19124812925694,0.005251194,28.044444444444444,7224,1079871,0.005615707,74.10696450285131,0.005251194,-129.6,0.2899924,311296.0,0.0,76.0,0.9777777777777777,2.022222222222222,-26.658284613686757,56.80875187074306
20172.321083068848,44.195599053949806,0.0047332286,27.955555555555556,7269,1089811,0.0057112854,74.17878480050857,0.0047332286,-127.26666666666667,0.28480655,311478.0444444445,0.0,76.04444444444445,1.1555555555555554,1.8444444444444446,-26.272501727380313,55.804400946050194
20303.579030513763,41.891280449755676,0.0040143863,28.022222222222222,7314,1099919,0.0055082995,74.11385814322793,0.0040143863,-132.6,0.3114792,311204.97777777776,0.0,75.97777777777777,1.8222222222222222,1.1777777777777778,-26.616830142700106,58.10871955024433
