entropy,EpisodesSoFar,surrgain,Fce,TimeElapsed,AttC,MtR,meankl,TtR,entloss,AttNC,optimgain,TimestepsSoFar
7.3960395,14216,-2.2888185e-09,0.1678018725460586,27247.262936353683,6.4186046511627906,23.41629770449688,0.008933102,413.0232558139535,0.0,3.5813953488372094,-2.2888185e-09,3449936
7.2984824,14258,6.1035155e-10,0.1557262905162065,27320.61258506775,6.761904761904762,21.440722610592644,0.010174863,375.4761904761905,0.0,3.238095238095238,6.1035155e-10,3459994
7.2984824,14300,6.1035155e-10,0.15229346366378269,27391.687818050385,7.166666666666667,21.47988132104502,0.010174863,372.14285714285717,0.0,2.8333333333333335,6.1035155e-10,3469899
7.2984824,14344,6.1035155e-10,0.16857961014317752,27461.573858737946,6.840909090909091,23.17134118093759,0.010174863,397.5,0.0,3.159090909090909,6.1035155e-10,3479997
7.2984824,14384,6.1035155e-10,0.1683,27533.357805252075,6.375,24.42185388350089,0.010174863,420.75,0.0,3.625,6.1035155e-10,3489997
7.3960395,14424,-7.019043e-09,0.1704,27606.223501205444,6.65,24.695980276304077,0.008933102,426.0,0.0,3.35,-7.019043e-09,3499782
7.4936624,14466,-8.239746e-09,0.17435978835978835,27680.32044506073,6.833333333333333,23.023952186254924,0.008933204,406.1904761904762,0.0,3.1666666666666665,-8.239746e-09,3509796
7.4936624,14506,-8.239746e-09,0.16230000000000003,27750.434395313263,7.0,23.55953452343333,0.008933204,405.75,0.0,3.0,-8.239746e-09,3519796
7.3960395,14547,1.1291504e-08,0.16280381760339344,27824.25072836876,7.024390243902439,22.92219966758677,0.010174781,402.1951219512195,0.0,2.975609756097561,1.1291504e-08,3529819
7.3960395,14589,1.1291504e-08,0.16235978835978834,27893.439582824707,7.119047619047619,22.603357870293696,0.010174781,387.85714285714283,0.0,2.880952380952381,1.1291504e-08,3539833
