MtR,AttNC,AttC,TimeElapsed,surrgain,entloss,optimgain,TimestepsSoFar,entropy,EpisodesSoFar,TtR,meankl,Fce
19.387476568172413,1.0,0.0,2598.421446323395,0.003915246,0.0,0.003915246,829927,0.17745975,4254,34.1,0.0055946894,0.1364
19.679064511287553,0.9302325581395349,0.06976744186046512,2630.5022757053375,0.0038161834,0.0,0.0038161834,839984,0.16365814,4297,33.86046511627907,0.005654065,0.13822666526360095
19.13061499886997,0.9523809523809523,0.047619047619047616,2660.8276464939117,0.0030852256,0.0,0.0030852256,849986,0.17817144,4339,33.61904761904762,0.005880179,0.13447619047619047
18.76831515630167,0.9302325581395349,0.06976744186046512,2692.9225952625275,0.00365961,0.0,0.00365961,859989,0.15042116,4382,33.348837209302324,0.0054616723,0.13339534883720933
18.9229724376731,0.9090909090909091,0.09090909090909091,2724.5408189296722,0.0036863189,0.0,0.0036863189,869993,0.15340628,4426,33.31818181818182,0.0039139143,0.1332727272727273
20.561109863548168,1.0,0.0,2755.0922389030457,0.0037404357,0.0,0.0037404357,879993,0.19280231,4466,36.55,0.004756085,0.14620000000000002
19.82319358077231,0.975609756097561,0.024390243902439025,2787.0955078601837,0.004658496,0.0,0.004658496,889994,0.19778396,4507,34.609756097560975,0.0063686003,0.13843902439024391
19.67770087817249,1.0,0.0,2817.5324308872223,0.0035425918,0.0,0.0035425918,899994,0.19941565,4547,34.75,0.004518854,0.139
20.38232844524125,0.975,0.025,2850.923940896988,0.00412287,0.0,0.00412287,909801,0.21968748,4587,35.75,0.005815763,0.14638596491228073
20.202146877250065,0.975609756097561,0.024390243902439025,2881.5770177841187,0.0032316293,0.0,0.0032316293,919802,0.21100444,4628,35.26829268292683,0.0055034393,0.14107317073170736
20.31492407389879,0.975609756097561,0.024390243902439025,2913.858578681946,0.0038456458,0.0,0.0038456458,929829,0.2060094,4669,35.51219512195122,0.0058988514,0.14527190605239387
19.07490770316187,0.9285714285714286,0.07142857142857142,2944.98871922493,0.0024459579,0.0,0.0024459579,939816,0.23391059,4711,33.785714285714285,0.0036011306,0.14036884467943775
19.69469215510945,0.9302325581395349,0.06976744186046512,2975.3483624458313,0.004520929,0.0,0.004520929,949933,0.24197385,4754,34.41860465116279,0.004464559,0.13931243680485336
20.78637895501526,0.975609756097561,0.024390243902439025,3007.285202741623,0.003400515,0.0,0.003400515,959934,0.26459685,4795,36.390243902439025,0.006212144,0.1455609756097561
19.90994835527856,0.9302325581395349,0.06976744186046512,3037.188096523285,0.0028709709,0.0,0.0028709709,969947,0.26307708,4838,35.23255813953488,0.006043545,0.14295137420718815
18.776098492865938,0.8297872340425532,0.1702127659574468,3070.4780242443085,0.004691785,0.0,0.004691785,979825,0.24539153,4885,33.08510638297872,0.006634331,0.14586329484873717
19.55970798701799,0.8666666666666667,0.13333333333333333,3101.187675714493,0.004762372,0.0,0.004762372,989895,0.20843467,4930,33.86666666666667,0.0068152696,0.14632964884631003
21.242020246791288,0.9512195121951219,0.04878048780487805,3132.0786345005035,0.004866472,0.0,0.004866472,999785,0.1902485,4971,36.73170731707317,0.0066711656,0.15277461456888813
20.67723079287157,0.9302325581395349,0.06976744186046512,3164.5268428325653,0.003696344,0.0,0.003696344,1009874,0.16706027,5014,35.95348837209303,0.005479182,0.14660251269713984
19.62909557972136,0.9090909090909091,0.09090909090909091,3195.1965539455414,0.0048345337,0.0,0.0048345337,1019896,0.1455229,5058,34.38636363636363,0.0071740584,0.144015984015984
21.755936787250278,1.0,0.0,3227.3169662952423,0.00345551,0.0,0.00345551,1029896,0.11393818,5098,38.275,0.006416403,0.15309999999999999
20.42704341200517,0.975609756097561,0.024390243902439025,3258.71098613739,0.0050899563,0.0,0.0050899563,1039897,0.055061683,5139,35.90243902439025,0.0074355574,0.143609756097561
19.17047821897301,0.9523809523809523,0.047619047619047616,3289.6084277629852,0.0033342629,0.0,0.0033342629,1049899,0.060003962,5181,33.92857142857143,0.005911692,0.13571428571428573
21.178544604704527,0.975609756097561,0.024390243902439025,3321.543736219406,0.004305347,0.0,0.004305347,1059934,0.02803801,5222,37.1219512195122,0.0062041744,0.1508850174216028
20.118182149944133,0.9523809523809523,0.047619047619047616,3351.8108394145966,0.0040376494,0.0,0.0040376494,1069982,0.03581365,5264,34.92857142857143,0.013710691,0.16795339412360683
20.380962821106575,0.975609756097561,0.024390243902439025,3383.871570110321,0.0030352047,0.0,0.0030352047,1079983,0.024006844,5305,35.853658536585364,0.0036253112,0.14341463414634145
18.640193765834663,0.8863636363636364,0.11363636363636363,3414.836104154587,0.003728421,0.0,0.003728421,1089768,-0.020335123,5349,32.34090909090909,0.0064935884,0.13321700879765397
20.907287714952083,0.975609756097561,0.024390243902439025,3447.102310180664,0.004699848,0.0,0.004699848,1099769,-0.014601172,5390,36.78048780487805,0.005040348,0.1714146341463414
20.815593397860685,1.0,0.0,3479.111099243164,0.004000788,0.0,0.004000788,1109769,-0.043965746,5430,36.45,0.0067798523,0.1458
21.259561130449836,1.0,0.0,3509.8363647460938,0.003613604,0.0,0.003613604,1119769,-0.04447895,5470,38.025,0.006429161,0.15209999999999999
19.123350522832286,0.9523809523809523,0.047619047619047616,3542.261249780655,0.0038396483,0.0,0.0038396483,1129771,-0.039521564,5512,34.5,0.007858039,0.13799999999999996
20.90569624978344,0.975609756097561,0.024390243902439025,3573.087039709091,0.0050208555,0.0,0.0050208555,1139772,-0.015340779,5553,36.68292682926829,0.0060553383,0.1467317073170732
20.652844873287354,0.9523809523809523,0.047619047619047616,3605.153581380844,0.0056198714,0.0,0.0056198714,1149782,-0.015489184,5595,36.857142857142854,0.0059582037,0.14742857142857146
20.041373837658696,0.975609756097561,0.024390243902439025,3637.13636302948,0.005225234,0.0,0.005225234,1159789,0.008598283,5636,35.146341463414636,0.005913993,0.14058536585365855
21.144899609216317,0.975609756097561,0.024390243902439025,3667.929920196533,0.005215863,0.0,0.005215863,1169790,-0.013925525,5677,36.73170731707317,0.0055311695,0.1469268292682927
20.44661532220574,0.9523809523809523,0.047619047619047616,3700.843752861023,0.0049499404,0.0,0.0049499404,1179792,-0.019304276,5719,36.095238095238095,0.0056793354,0.14438095238095242
21.14867281820897,1.0,0.0,3730.761521100998,0.0035627952,0.0,0.0035627952,1189792,-0.010622538,5759,37.2,0.0064477087,0.1488
20.136921465834487,1.0,0.0,3762.7610986232758,0.002123687,0.0,0.002123687,1199792,-0.022066394,5799,35.375,0.0023336683,0.14150000000000004
19.86278954052129,0.975609756097561,0.024390243902439025,3793.7186255455017,0.0041417177,0.0,0.0041417177,1209793,-0.01875147,5840,34.707317073170735,0.0059682364,0.13882926829268297
21.23814498468381,1.0,0.0,3824.6570184230804,0.0041125272,0.0,0.0041125272,1219793,-0.02207749,5880,36.85,0.006267151,0.1474
20.919548272379316,0.975609756097561,0.024390243902439025,3855.727217197418,0.0042584,0.0,0.0042584,1229794,-0.014981372,5921,36.41463414634146,0.008540215,0.14565853658536582
21.11207426182035,1.0,0.0,3886.5790555477142,0.004136754,0.0,0.004136754,1239794,-0.038736302,5961,36.7,0.0054878956,0.14679999999999999
20.5437724441199,0.975609756097561,0.024390243902439025,3917.856333732605,0.003957819,0.0,0.003957819,1249795,-0.034599304,6002,36.390243902439025,0.0045189788,0.1455609756097561
19.978016144778238,0.975609756097561,0.024390243902439025,3948.597708463669,0.0033006377,0.0,0.0033006377,1259796,-0.024300558,6043,35.24390243902439,0.0038749676,0.14097560975609758
19.91867360843472,0.975609756097561,0.024390243902439025,3980.1158270835876,0.0030435072,0.0,0.0030435072,1269799,-0.027018482,6084,34.58536585365854,0.004424613,0.13834146341463416
20.13235290452101,0.975609756097561,0.024390243902439025,4011.401836156845,0.0034815979,0.0,0.0034815979,1279800,-0.030986588,6125,35.58536585365854,0.0044105044,0.14234146341463416
20.736780919020337,1.0,0.0,4041.745428800583,0.003498752,0.0,0.003498752,1289800,-0.048196405,6165,36.125,0.0061922525,0.14450000000000002
20.415770236989346,0.975609756097561,0.024390243902439025,4074.296539783478,0.0041483687,0.0,0.0041483687,1299801,-0.04932391,6206,35.41463414634146,0.0068105324,0.14165853658536587
20.7692494606597,1.0,0.0,4104.641150712967,0.0028022858,0.0,0.0028022858,1309801,-0.07382713,6246,36.35,0.004460815,0.14540000000000003
20.593412216534915,0.975609756097561,0.024390243902439025,4137.116889715195,0.0052174544,0.0,0.0052174544,1319802,-0.054931194,6287,35.78048780487805,0.007965348,0.1431219512195122
21.35476754554229,0.975609756097561,0.024390243902439025,4168.881995916367,0.0041082054,0.0,0.0041082054,1329845,-0.025622144,6328,37.09756097560975,0.005129985,0.15026885989790129
20.999963801556664,0.975609756097561,0.024390243902439025,4199.866237401962,0.0060220244,0.0,0.0060220244,1339894,0.0030373335,6369,36.58536585365854,0.007598236,0.14954305624688902
21.07640488438384,0.9512195121951219,0.04878048780487805,4232.231613397598,0.0037686038,0.0,0.0037686038,1349862,0.015516257,6410,36.78048780487805,0.0054115714,0.1475795259361044
20.6628364874495,1.0,0.0,4262.596683979034,0.0030719086,0.0,0.0030719086,1359862,0.023963928,6450,36.3,0.005501136,0.14520000000000002
19.059617988268794,0.9302325581395349,0.06976744186046512,4296.354311466217,0.005657478,0.0,0.005657478,1369911,-0.0072903633,6493,34.0,0.008146226,0.14226491405460062
21.8543701616611,1.0,0.0,4327.488760471344,0.004279389,0.0,0.004279389,1379911,-0.011719736,6533,38.375,0.0057774605,0.15350000000000003
20.847148422639123,1.0,0.0,4358.7780148983,0.0035744233,0.0,0.0035744233,1389911,-0.03300927,6573,36.55,0.0068975436,0.14619999999999997
20.922612332120206,0.9523809523809523,0.047619047619047616,4390.197392940521,0.0038421142,0.0,0.0038421142,1399913,-0.008292628,6615,36.5,0.005214377,0.14600000000000002
21.349039474447,0.975609756097561,0.024390243902439025,4420.674160480499,0.0031931878,0.0,0.0031931878,1409940,-0.015938189,6656,36.8780487804878,0.009465228,0.149929539295393
20.44500247612546,0.975609756097561,0.024390243902439025,4452.484736919403,0.0037242188,0.0,0.0037242188,1419941,-0.00028395653,6697,36.048780487804876,0.0061678677,0.16848780487804874
18.459896879939496,0.9302325581395349,0.06976744186046512,4483.453762769699,0.0045331763,0.0,0.0045331763,1429954,0.01289514,6740,32.83720930232558,0.0063681644,0.13336997885835092
21.1437178203105,0.975609756097561,0.024390243902439025,4515.647025346756,0.0044527627,0.0,0.0044527627,1439955,-0.008975072,6781,36.829268292682926,0.008027008,0.14731707317073173
20.92236320629798,1.0,0.0,4546.916610956192,0.0058947275,0.0,0.0058947275,1449955,-0.0076961517,6821,37.0,0.008907288,0.14800000000000002
20.422276027738185,0.9285714285714286,0.07142857142857142,4577.8497705459595,0.00477323,0.0,0.00477323,1459798,-0.01935355,6863,35.19047619047619,0.00562358,0.14828986346311573
21.355855603508378,0.975,0.025,4609.862030267715,0.0029720704,0.0,0.0029720704,1469783,0.0233689,6903,37.225,0.005309336,0.1491106382978723
20.203684478491304,1.0,0.0,4640.245383024216,0.004018205,0.0,0.004018205,1479783,0.023135873,6943,35.825,0.0063125,0.14330000000000004
19.888508964999467,0.9090909090909091,0.09090909090909091,4673.254650354385,0.00438406,0.0,0.00438406,1489913,0.021032333,6987,34.72727272727273,0.005964315,0.14391397491397495
20.8318481503146,0.9285714285714286,0.07142857142857142,4703.92945933342,0.0043221023,0.0,0.0043221023,1499972,0.023844006,7029,36.404761904761905,0.0070764497,0.15027888402324494
19.9418889288942,0.9047619047619048,0.09523809523809523,4734.732538223267,0.0035020972,0.0,0.0035020972,1509812,0.029464737,7071,35.5,0.00535921,0.14848448939693176
20.696275034864886,0.9069767441860465,0.09302325581395349,4767.5104558467865,0.0028465942,0.0,0.0028465942,1519922,0.04451328,7114,36.093023255813954,0.0044323565,0.15521555537946646
19.004586255967073,0.8444444444444444,0.15555555555555556,4798.474766969681,0.0046944125,0.0,0.0046944125,1529889,0.0344053,7159,33.355555555555554,0.005104659,0.14774040569919825
18.158029101893874,0.74,0.26,4830.660143375397,0.0061325976,0.0,0.0061325976,1539838,0.037108872,7209,31.46,0.0071074767,0.14824516613321495
21.677091511677123,0.975609756097561,0.024390243902439025,4861.046092271805,0.0043651857,0.0,0.0043651857,1549897,0.007919118,7250,37.926829268292686,0.006145314,0.15581314592806947
19.300063973014833,0.8478260869565217,0.15217391304347827,4893.445522785187,0.004596641,0.0,0.004596641,1559928,-0.014669315,7296,33.58695652173913,0.0073244744,0.1439398466196382
20.965925414494293,1.0,0.0,4924.369420051575,0.0052572996,0.0,0.0052572996,1569928,-0.009971142,7336,37.025,0.0073328475,0.14810000000000006
20.967786683672593,1.0,0.0,4955.210240125656,0.005515659,0.0,0.005515659,1579928,0.0155385835,7376,36.65,0.0062101735,0.14660000000000004
19.116249428267505,0.9302325581395349,0.06976744186046512,4987.185029745102,0.0049051284,0.0,0.0049051284,1589931,-0.01186374,7419,33.81395348837209,0.0070255953,0.1352558139534884
20.663666807910772,1.0,0.0,5017.637727499008,0.004515557,0.0,0.004515557,1599931,0.01457776,7459,36.475,0.0064966814,0.1459
20.266885188439637,0.975609756097561,0.024390243902439025,5050.104420185089,0.0034326813,0.0,0.0034326813,1609936,-0.004726491,7500,35.53658536585366,0.005825535,0.14214634146341462
