meankl,AttC,entloss,TimeElapsed,Tmc,AttNC,surrgain,entropy,TimestepsSoFar,MtR,TtR,optimgain,EpisodesSoFar,Tmt,MpbtN,MpbtA,Tbt,Ptt
0.008957573,10.0,0.0,1318.5332207679749,29.593250444049733,0.0,0.0032414922,0.68396795,9998,-66.79390767304392,-726.0923623445826,0.0032414922,563,74.46181172291297,97.52436944949156,2.475630550508406,304995.5808170515,72.65450410516658
0.009941223,10.0,0.0,2438.6841146945953,30.486597938144328,0.0,0.003358242,0.65600765,19983,-64.56268026563757,-711.6701030927835,0.003358242,1048,73.5979381443299,96.71038876080694,3.289611239193072,301457.1546391753,71.82656243280867
0.01033398,10.0,0.0,3329.2024047374725,31.756410256410255,0.0,0.005086516,0.6096192,29993,-60.68961666757422,-685.8717948717949,0.005086516,1438,72.4076923076923,94.73893875042548,5.261061249574474,296581.90769230766,70.6614475960058
0.009662118,10.0,0.0,4001.275629758835,32.49013157894737,0.0,0.004768919,0.55160624,39942,-56.22856577651637,-656.7434210526316,0.004768919,1742,71.79934210526316,91.484070349472,8.515929650528053,294090.1052631579,70.01309295569506
0.00762068,10.0,0.0,4420.727587461472,33.276041666666664,0.0,0.0043640626,0.49802876,49874,-47.09181496029314,-597.1354166666666,0.0043640626,1934,71.05729166666667,84.04486374696147,15.955136253038484,291050.6666666667,69.29089503265782
0.004515087,9.825581395348838,0.0,4624.29208111763,35.74418604651163,0.1744186046511628,0.0034211248,0.4762089,59826,-26.713325528068456,-408.3720930232558,0.0034211248,2020,68.87209302325581,58.90056090481784,41.09943909518218,282100.0930232558,67.0692351528331
0.003418269,8.057971014492754,0.0,4796.509353160858,40.710144927536234,1.9420289855072463,0.0028056977,0.3648489,69951,-15.636283377446864,-235.79710144927537,0.0028056977,2089,64.21739130434783,36.291446279012824,63.70855372098718,263034.4347826087,62.508344746768884
0.0026653388,6.819672131147541,0.0,4966.000908613205,41.49180327868852,3.180327868852459,0.00236204,0.3260254,79860,-13.89678360459062,-201.47540983606558,0.00236204,2150,63.50819672131148,31.728080881190735,68.27191911880927,260129.5737704918,61.79957884034536
0.0024309354,5.672131147540983,0.0,5118.603883504868,42.09836065573771,4.327868852459017,0.0023189802,0.33214763,89942,-14.423135399412569,-202.45901639344262,0.0023189802,2211,62.90163934426229,32.16090393278407,67.83909606721595,257645.11475409835,61.22752796320494
0.0020190387,7.630769230769231,0.0,5297.689175605774,41.41538461538462,2.3692307692307693,0.0026098406,0.3505668,99950,-14.79601106915074,-216.6153846153846,0.0026098406,2276,63.52307692307692,33.81064365640509,66.18935634359491,260190.52307692307,61.84897198581945
0.004362081,7.359375,0.0,5457.6999180316925,41.015625,2.640625,0.0032513519,0.3282564,109930,-15.004581853452336,-220.0,0.0032513519,2340,64.0,34.26231428092452,65.73768571907547,262144.0,62.25291064380481
0.002742511,6.066666666666666,0.0,5628.497294425964,41.95,3.933333333333333,0.0026962291,0.3377632,119854,-14.06970501765983,-201.83333333333334,0.0026962291,2400,63.0,31.958284802361575,68.04171519763842,258048.0,61.35209303425481
0.0022430397,6.65,0.0,5778.700325965881,42.1,3.35,0.002302433,0.35262078,129884,-12.987528987420042,-193.33333333333334,0.002302433,2460,62.88333333333333,30.689747021705163,69.31025297829483,257570.13333333333,61.22256739943091
0.00294485,6.344262295081967,0.0,5944.699597120285,41.67213114754098,3.6557377049180326,0.0025741034,0.37385798,139952,-13.644992964304576,-197.70491803278688,0.0025741034,2521,63.26229508196721,31.204047623478186,68.7959523765218,259122.3606557377,61.608478276788105
0.0021240627,7.593220338983051,0.0,6092.79655790329,41.813559322033896,2.406779661016949,0.0019873942,0.36225593,149917,-12.940311729074281,-197.79661016949152,0.0019873942,2580,63.13559322033898,31.208549519643938,68.79145048035608,258603.38983050847,61.47896745320795
0.0040412233,6.783333333333333,0.0,6273.12800860405,42.666666666666664,3.216666666666667,0.0027743012,0.3926568,159894,-12.949713568971317,-188.5,0.0027743012,2640,62.3,30.318508829828783,69.68149117017121,255180.8,60.68551865582763
0.002534643,8.147540983606557,0.0,6423.537258148193,42.967213114754095,1.8524590163934427,0.0020593398,0.35671484,169947,-12.8611305213863,-195.08196721311475,0.0020593398,2701,62.032786885245905,31.240469744366195,68.75953025563379,254086.29508196723,60.41123375109964
