TimestepsSoFar,TtR,Ptt,entropy,MpbtA,optimgain,surrgain,Tmc,EpisodesSoFar,MtR,AttNC,Tmt,MpbtN,TimeElapsed,Tbt,AttC,entloss,meankl
119947,-202.29508196721312,60.548468574923554,0.4088661,67.64508867269876,0.0017665118,0.0017665118,42.81967213114754,2310,-13.373861335304358,2.5081967213114753,62.18032786885246,32.35491132730127,5218.192511081696,254690.62295081967,7.491803278688525,0.0,0.0034163706
129930,-175.42372881355934,61.69114501764301,0.4198003,72.44931841299005,0.0022632037,0.0022632037,41.59322033898305,2369,-11.942959463628911,4.220338983050848,63.3728813559322,27.550681587009965,5357.425913333893,259575.3220338983,5.779661016949152,0.0,0.0053710896
139821,-183.6206896551724,60.75265643614134,0.41018805,70.62599564923043,0.0018464947,0.0018464947,42.60344827586207,2427,-11.853518646226117,2.1206896551724137,62.39655172413793,29.37400435076957,5490.994525671005,255576.27586206896,7.879310344827586,0.0,0.004953858
149904,-164.0983606557377,59.668492327253695,0.41502866,73.22537794353492,0.0024946916,0.0024946916,43.77049180327869,2488,-11.33945343840026,4.524590163934426,61.26229508196721,26.7746220564651,5632.243254184723,250930.3606557377,5.475409836065574,0.0,0.0064221667
159892,-177.46031746031747,59.23807706264194,0.4132021,70.87840153500319,0.0013926149,0.0013926149,44.20634920634921,2551,-12.00168910910855,1.7142857142857142,60.77777777777778,29.12159846499681,5771.185555696487,248945.77777777778,8.285714285714286,0.0,0.0022197699
169922,-157.74193548387098,59.043156229970876,0.4171094,74.06838302941752,0.0016749243,0.0016749243,44.435483870967744,2613,-10.69356551195155,2.5,60.596774193548384,25.931616970582482,5906.226631164551,248204.38709677418,7.5,0.0,0.0028236608
179876,-160.80645161290323,59.010969176417994,0.42434788,73.52866965529925,0.0019515598,0.0019515598,44.46774193548387,2675,-11.107125536886285,2.1451612903225805,60.564516129032256,26.47133034470077,6040.122710943222,248072.25806451612,7.854838709677419,0.0,0.0033931683
189971,-165.55555555555554,58.43522634315584,0.3974509,72.35722184907871,0.0019875604,0.0019875604,45.07936507936508,2738,-11.326565790930992,2.5555555555555554,59.95238095238095,27.642778150921302,6179.988621711731,245564.95238095237,7.444444444444445,0.0,0.0034777715
199986,-151.26984126984127,58.40865103392099,0.36255544,74.72340986164666,0.0016485946,0.0016485946,45.095238095238095,2801,-10.873067362511364,4.523809523809524,59.904761904761905,25.276590138353313,6323.776194810867,245369.90476190476,5.476190476190476,0.0,0.0032748133
209840,-152.41935483870967,57.61383238590121,0.37201384,74.12822826760093,0.001671281,0.001671281,45.95161290322581,2863,-10.989281042294218,4.645161290322581,59.08064516129032,25.871771732399086,6467.449242115021,241994.32258064515,5.354838709677419,0.0,0.0031487155
219910,-151.875,56.71124894747367,0.36121458,73.92357172535168,0.0016214816,0.0016214816,46.90625,2927,-11.05779893476829,4.0,58.125,26.07642827464833,6608.091935873032,238080.0,6.0,0.0,0.0026396832
229991,-144.9206349206349,56.292541168589494,0.3717217,74.86488666346457,0.0016356066,0.0016356066,47.36507936507937,2990,-10.428753358292632,3.3174603174603177,57.698412698412696,25.135113336535454,6747.514763355255,236332.6984126984,6.682539682539683,0.0,0.0023191315
239988,-140.0,56.968941853321,0.36706534,76.06602640501077,0.0017577987,0.0017577987,46.640625,3054,-10.165889664890125,3.953125,58.40625,23.93397359498923,6887.558432340622,239232.0,6.046875,0.0,0.004876769
249899,-140.63492063492063,56.66707461219067,0.3911324,75.84198444151032,0.0019019854,0.0019019854,46.98412698412698,3117,-10.382517089227056,3.9365079365079363,58.111111111111114,24.158015558489623,7032.398295879364,238023.11111111112,6.063492063492063,0.0,0.0033256535
259910,-160.6451612903226,59.011078127615654,0.4131311,73.53349556919711,0.0017935776,0.0017935776,44.46774193548387,3179,-10.974376360270718,2.693548387096774,60.564516129032256,26.46650443080289,7171.619409561157,248072.25806451612,7.306451612903226,0.0,0.0033444976
269944,-164.19354838709677,58.799042345027246,0.40323442,72.91913684563859,0.0021853705,0.0021853705,44.693548387096776,3241,-11.253292317365403,3.6774193548387095,60.33870967741935,27.080863154361396,7311.910309314728,247147.35483870967,6.32258064516129,0.0,0.003513133
279981,-142.53968253968253,56.98233338621818,0.40698218,75.67148572511144,0.0024676344,0.0024676344,46.63492063492063,3304,-10.133390540250854,3.8412698412698414,58.42857142857143,24.328514274888544,7452.362912416458,239323.42857142858,6.158730158730159,0.0,0.0055023376
289980,-156.7741935483871,57.78758167863012,0.42205897,73.63646050292783,0.002005073,0.002005073,45.75806451612903,3366,-10.575654002558043,1.9193548387096775,59.25806451612903,26.363539497072136,7588.296234369278,242721.03225806452,8.080645161290322,0.0,0.004387366
299975,-172.53968253968253,58.75729566634378,0.40731,71.64565797943992,0.0024314849,0.0024314849,44.73015873015873,3429,-11.361040766432732,1.0634920634920635,60.285714285714285,28.35434202056011,7726.657732725143,246930.2857142857,8.936507936507937,0.0,0.004315491
309861,-160.1639344262295,58.481801721922594,0.38346517,73.35719868087963,0.0022901013,0.0022901013,45.032786885245905,3490,-10.959058858746715,1.9508196721311475,60.0,26.64280131912039,7861.6710839271545,245760.0,8.049180327868852,0.0,0.004694549
319898,-136.82539682539684,57.363526151380974,0.4026789,76.78363779374838,0.0023038166,0.0023038166,46.23809523809524,3553,-9.814417535569236,3.365079365079365,58.84126984126984,23.216362206251606,8000.822083234787,241013.84126984127,6.634920634920635,0.0,0.0053338124
329918,-136.34920634920636,56.21709336664658,0.3948822,76.38683427204192,0.002053913,0.002053913,47.44444444444444,3616,-9.599142065912929,2.2063492063492065,57.61904761904762,23.613165727958076,8138.318410873413,236007.61904761905,7.7936507936507935,0.0,0.0031524806
339921,-148.57142857142858,56.43862073669186,0.38975012,74.49886894320107,0.0022532674,0.0022532674,47.25396825396825,3679,-10.096478750584025,1.7142857142857142,57.904761904761905,25.501131056798936,8279.623799324036,237177.90476190476,8.285714285714286,0.0,0.0057650465
349996,-140.30769230769232,54.708334889711494,0.37756133,74.96348623260724,0.002318182,0.002318182,49.09230769230769,3744,-9.786481181411713,1.8307692307692307,56.07692307692308,25.036513767392787,8423.127641677856,229691.07692307694,8.169230769230769,0.0,0.00432572
359957,-147.96875,56.20715499034724,0.37901762,74.46085704226986,0.0016455799,0.0016455799,47.46875,3808,-10.312875818131987,2.953125,57.625,25.53914295773017,8563.094847917557,236032.0,7.046875,0.0,0.0025524134
369837,-138.73015873015873,55.42856798980991,0.35968643,75.58810588382295,0.002215712,0.002215712,48.333333333333336,3871,-9.829295498810913,3.7777777777777777,56.84126984126984,24.411894116177034,8705.985139846802,232821.84126984127,6.222222222222222,0.0,0.004278863
379955,-133.53846153846155,55.81357203746369,0.3507725,76.65245894158191,0.0024930264,0.0024930264,47.90769230769231,3936,-9.723926526213273,4.846153846153846,57.23076923076923,23.34754105841807,8850.484665870667,234417.23076923078,5.153846153846154,0.0,0.0046056397
389997,-127.5,54.84953779072259,0.34713683,77.37529720483137,0.0017772025,0.0017772025,48.921875,4000,-9.534767394483769,4.140625,56.203125,22.624702795168634,8993.70040178299,230208.0,5.859375,0.0,0.0031205062
399993,-128.6153846153846,54.643514936946815,0.34625003,77.10408804787089,0.0023130116,0.0023130116,49.15384615384615,4065,-9.275077158916584,3.646153846153846,56.0,22.8959119521291,9135.603601694107,229376.0,6.3538461538461535,0.0,0.0038256398
409870,-135.78125,54.79683362595794,0.34269124,75.84498289712545,0.0019210302,0.0019210302,49.015625,4129,-9.834398499380098,3.796875,56.1875,24.15501710287454,9280.661509752274,230144.0,6.203125,0.0,0.0027004662
419853,-131.71875,55.270679679848975,0.36341956,76.72601852383269,0.0019976567,0.0019976567,48.484375,4193,-9.430904377980525,3.5625,56.65625,23.273981476167318,9422.09373307228,232064.0,6.4375,0.0,0.0036194187
429855,-160.76923076923077,57.08979343531179,0.36187935,72.76087715744771,0.002011654,0.002011654,46.52307692307692,4258,-11.390221160689293,3.0153846153846153,58.55384615384615,27.239122842552263,9563.537909507751,239836.55384615384,6.984615384615385,0.0,0.003320036
439977,-152.34375,56.36934541898639,0.36770836,73.82022506172304,0.0025284851,0.0025284851,47.296875,4322,-10.679151963765023,3.71875,57.796875,26.179774938276985,9705.139741182327,236736.0,6.28125,0.0,0.00397635
449962,-149.6969696969697,55.438347818433996,0.35621086,73.78570931702819,0.0018959896,0.0018959896,48.303030303030305,4388,-10.510607749685427,2.378787878787879,56.833333333333336,26.214290682971797,9848.303111076355,232789.33333333334,7.621212121212121,0.0,0.0034354248
459840,-133.4375,55.985448946589926,0.35024512,76.81869487488356,0.00217565,0.00217565,47.71875,4452,-9.792084495811382,3.4375,57.40625,23.18130512511643,9991.787968635559,235136.0,6.5625,0.0,0.004007174
469940,-135.0,54.73161648570147,0.34888634,75.86724748186292,0.0023866089,0.0023866089,49.07575757575758,4518,-9.993400805673982,4.484848484848484,56.10606060606061,24.132752518137057,10134.85546875,229810.42424242425,5.515151515151516,0.0,0.004418182
479944,-131.69230769230768,54.86914314835894,0.3438194,76.62539152290125,0.0023367556,0.0023367556,48.90769230769231,4583,-9.701804315317098,3.4615384615384617,56.23076923076923,23.374608477098743,10279.575492143631,230321.23076923078,6.538461538461538,0.0,0.0033305893
489936,-125.15625,54.057206105208735,0.38718554,77.29217989567795,0.0026620098,0.0026620098,49.828125,4647,-9.098467490926017,3.28125,55.4375,22.707820104322046,10423.939896821976,227072.0,6.71875,0.0,0.0065738396
499890,-161.71875,57.82574416065369,0.3957967,73.03214138342508,0.0020786424,0.0020786424,45.75,4711,-10.845240860625246,1.796875,59.34375,26.96785861657495,10559.613055229187,243072.0,8.203125,0.0,0.0036918842
509991,-153.53846153846155,56.01111349055326,0.3849069,73.34938905762874,0.00199148,0.00199148,47.707692307692305,4776,-10.60767208338915,2.230769230769231,57.44615384615385,26.650610942371216,10702.836407661438,235299.44615384616,7.769230769230769,0.0,0.003824328
519857,-153.33333333333334,56.191225174700925,0.36300004,73.76382359828314,0.0020569086,0.0020569086,47.523809523809526,4839,-10.403131623977185,2.3333333333333335,57.65079365079365,26.23617640171688,10843.79179739952,236137.6507936508,7.666666666666667,0.0,0.0032321124
529902,-157.93650793650792,56.890362104027254,0.35117516,73.0787911912437,0.0019459048,0.0019459048,46.76190476190476,4902,-10.774322554699163,2.7301587301587302,58.36507936507937,26.921208808756305,10983.677922725677,239063.3650793651,7.26984126984127,0.0,0.0035963983
539932,-147.1875,55.83078514031375,0.35073692,74.37169845149508,0.003235441,0.003235441,47.90625,4966,-10.347047636971032,3.25,57.265625,25.62830154850494,11125.045545101166,234560.0,6.75,0.0,0.0066870465
549991,-148.76923076923077,56.53907552927917,0.31823155,74.61205471811166,0.0016433047,0.0016433047,47.13846153846154,5031,-10.121435316961694,3.0307692307692307,58.0,25.387945281888335,11269.690895318985,237568.0,6.969230769230769,0.0,0.0041622925
559980,-127.23076923076923,54.30063077710716,0.31940737,77.33124328531432,0.0022505943,0.0022505943,49.56923076923077,5096,-9.147445338613526,3.876923076923077,55.69230769230769,22.6687567146857,11416.248955488205,228115.6923076923,6.123076923076923,0.0,0.00420289
569907,-125.07692307692308,54.381046291204115,0.3301114,77.46067376675616,0.0016711188,0.0016711188,49.47692307692308,5161,-9.04604286429333,3.6769230769230767,55.76923076923077,22.53932623324383,11560.780877828598,228430.76923076922,6.323076923076923,0.0,0.002048175
579868,-126.81818181818181,55.36072647544772,0.3441488,77.78359517619324,0.001794137,0.001794137,48.40909090909091,5227,-9.076738187097849,3.8333333333333335,56.77272727272727,22.216404823806727,11705.263628482819,232541.0909090909,6.166666666666667,0.0,0.003813332
589924,-144.12698412698413,56.07264601641063,0.32453072,75.11411535146895,0.0019896773,0.0019896773,47.63492063492063,5290,-10.027717624711045,3.1587301587301586,57.507936507936506,24.88588464853102,11844.536284446716,235552.50793650793,6.841269841269841,0.0,0.003918586
599903,-134.0909090909091,56.019931189877,0.35372436,76.641672526974,0.003104259,0.003104259,47.696969696969695,5356,-9.589331910535428,3.909090909090909,57.45454545454545,23.358327473025994,11988.386302947998,235333.81818181818,6.090909090909091,0.0,0.005633615
609877,-165.625,57.362976227679745,0.32908222,72.17492228938148,0.0023795266,0.0023795266,46.21875,5420,-10.98833151383824,2.421875,58.828125,27.825077710618537,12128.495007038116,240960.0,7.578125,0.0,0.0032737702
619864,-137.46031746031747,56.05578992567866,0.31374922,76.18936020520202,0.0020346737,0.0020346737,47.63492063492063,5483,-9.48802805486997,3.5396825396825395,57.476190476190474,23.810639794797993,12268.309931516647,235422.47619047618,6.4603174603174605,0.0,0.004167423
629962,-132.72727272727272,54.67850498016127,0.33869016,76.38618477913768,0.0025084992,0.0025084992,49.15151515151515,5549,-9.577244776714291,4.484848484848484,56.07575757575758,23.61381522086233,12414.206181526184,229686.30303030304,5.515151515151516,0.0,0.004436375
639905,-150.92307692307693,55.317143333570485,0.33843234,73.60420512393402,0.0034472565,0.0034472565,48.47692307692308,5614,-10.262614797948096,2.4923076923076923,56.753846153846155,26.395794876066,12558.098837852478,232463.75384615385,7.507692307692308,0.0,0.005542757
649918,-125.78125,55.35816996524642,0.3449751,77.87352030512491,0.0023862547,0.0023862547,48.390625,5678,-8.887338425128362,3.640625,56.75,22.12647969487509,12702.321046352386,232448.0,6.359375,0.0,0.0032516436
659843,-133.07692307692307,54.592026982054314,0.3215984,76.39840664517625,0.0019498623,0.0019498623,49.246153846153845,5743,-9.425420255602468,3.1076923076923078,55.98461538461538,23.60159335482373,12847.509910583496,229312.9846153846,6.892307692307693,0.0,0.003263123
669919,-137.42424242424244,54.37279999996006,0.33554208,75.474475535392,0.0023618569,0.0023618569,49.45454545454545,5809,-9.84409877701583,3.5,55.72727272727273,24.525524464608008,12990.675727128983,228258.9090909091,6.5,0.0,0.004175321
679996,-126.51515151515152,54.50123416403408,0.35205165,77.3517558750453,0.0024115192,0.0024115192,49.333333333333336,5875,-9.241826186670568,3.757575757575758,55.878787878787875,22.648244124954687,13134.984128713608,228879.51515151514,6.242424242424242,0.0,0.0040042684
689981,-131.9047619047619,55.271277586948706,0.3437081,76.88078315493127,0.0021089185,0.0021089185,48.476190476190474,5938,-9.259854521199985,3.2698412698412698,56.65079365079365,23.119216845068735,13277.32111287117,232041.6507936508,6.73015873015873,0.0,0.0031139792
699908,-132.03125,56.02882713551599,0.33059102,77.18825095549025,0.0016296033,0.0016296033,47.6875,6002,-9.312732764129198,3.75,57.46875,22.811749044509767,13415.23087310791,235392.0,6.25,0.0,0.004173876
709950,-120.0,54.59327390246759,0.29281005,78.62471907096801,0.0021297857,0.0021297857,49.24242424242424,6068,-8.66471546013838,4.757575757575758,55.984848484848484,21.375280929031952,13559.478172063828,229313.9393939394,5.242424242424242,0.0,0.002907276
719878,-115.60606060606061,53.97072751702316,0.31611097,79.09512731873184,0.0022671556,0.0022671556,49.90909090909091,6134,-8.612008276814198,5.742424242424242,55.333333333333336,20.90487268126814,13707.471168518066,226645.33333333334,4.257575757575758,0.0,0.004810537
729970,-132.05882352941177,54.1302456097311,0.32114875,76.4433438923123,0.0017812484,0.0017812484,49.76470588235294,6202,-9.475244888419718,3.661764705882353,55.529411764705884,23.55665610768767,13853.541261911392,227448.4705882353,6.338235294117647,0.0,0.002719704
739896,-140.14705882352942,53.85059091290251,0.29345974,75.13889164579257,0.0019029629,0.0019029629,50.05882352941177,6270,-9.858496394558617,3.2941176470588234,55.23529411764706,24.86110835420738,13998.813143014908,226243.76470588235,6.705882352941177,0.0,0.003339297
749917,-121.49253731343283,53.586640048463295,0.29900944,77.83998237375768,0.0018333563,0.0018333563,50.3134328358209,6337,-9.069427990003122,3.8805970149253732,54.92537313432836,22.16001762624232,14144.517336130142,224974.32835820896,6.119402985074627,0.0,0.0032639923
759954,-126.02941176470588,54.18094356616098,0.28817222,77.37103070789999,0.0021485116,0.0021485116,49.64705882352941,6405,-9.123117069371578,4.014705882352941,55.51470588235294,22.62896929209998,14290.144239902496,227388.23529411765,5.985294117647059,0.0,0.0044066454
769852,-120.15151515151516,52.88197404232351,0.2965243,77.81723191130489,0.0018556294,0.0018556294,51.121212121212125,6471,-8.929256982974453,4.666666666666667,54.24242424242424,22.182768088695113,14436.307015419006,222176.9696969697,5.333333333333333,0.0,0.003751845
779866,-122.08955223880596,53.51630408216527,0.30629188,77.71555082937164,0.0022684368,0.0022684368,50.43283582089552,6538,-8.958880092047307,3.8208955223880596,54.8955223880597,22.284449170628402,14582.507472991943,224852.05970149254,6.17910447761194,0.0,0.0045505953
789854,-138.0,54.99520912183161,0.31072253,75.9366789760144,0.0027778621,0.0027778621,48.815384615384616,6603,-9.457308117552758,2.8923076923076922,56.41538461538462,24.063321023985576,14723.579606294632,231077.4153846154,7.107692307692307,0.0,0.0042288518
799989,-148.125,56.28800161053058,0.3133315,74.6333080580544,0.0019931078,0.0019931078,47.40625,6667,-10.060202004823932,3.109375,57.734375,25.3666919419456,14866.905323505402,236480.0,6.890625,0.0,0.004124493
809875,-128.125,55.048997832901236,0.29543316,77.38557023751966,0.0022405402,0.0022405402,48.71875,6731,-9.103146414598681,3.203125,56.421875,22.614429762480334,15007.564486980438,231104.0,6.796875,0.0,0.0038253625
819870,-122.42424242424242,54.499790566747265,0.30439273,78.10264374637389,0.0026259576,0.0026259576,49.34848484848485,6797,-8.880213967298005,3.272727272727273,55.89393939393939,21.897356253626096,15150.682401895523,228941.57575757575,6.7272727272727275,0.0,0.0051226825
829855,-132.27272727272728,54.49270040498375,0.28440827,76.52146902218688,0.0019122915,0.0019122915,49.378787878787875,6863,-9.363827059296652,3.3181818181818183,55.90909090909091,23.478530977813136,15292.286954402924,229003.63636363635,6.681818181818182,0.0,0.0039613843
839984,-127.01492537313433,53.22005970084241,0.29665464,76.62220976622946,0.002028831,0.002028831,50.73134328358209,6930,-9.267100523276246,2.8955223880597014,54.56716417910448,23.37779023377053,15439.685860395432,223507.10447761195,7.104477611940299,0.0,0.004298679
849951,-135.6060606060606,55.432338951473916,0.29310423,76.22002962226664,0.0027181145,0.0027181145,48.303030303030305,6996,-9.406790811081573,1.8484848484848484,56.81818181818182,23.779970377733378,15579.743258953094,232727.27272727274,8.151515151515152,0.0,0.0054817083
859937,-151.57142857142858,55.598385968359786,0.29741177,73.81079432981835,0.0024229498,0.0024229498,48.17142857142857,7066,-10.294939824025725,1.457142857142857,57.042857142857144,26.18920567018162,15724.164439201355,233647.54285714286,8.542857142857143,0.0,0.0042576212
869984,-158.61111111111111,55.94305655870714,0.27379024,72.8591297291884,0.0028442785,0.0028442785,47.763888888888886,7138,-10.740230158880145,1.4444444444444444,57.361111111111114,27.140870270811604,15873.313834667206,234951.11111111112,8.555555555555555,0.0,0.004963415
879987,-134.05797101449275,54.21556484745245,0.2778451,76.00006207117103,0.0024120538,0.0024120538,49.666666666666664,7207,-9.556430247673811,2.63768115942029,55.608695652173914,23.999937928828977,16019.44487285614,227773.21739130435,7.36231884057971,0.0,0.0045576417
889962,-141.3846153846154,55.26764292542382,0.25373724,75.25694846824366,0.0024142014,0.0024142014,48.47692307692308,7272,-9.8228435250719,3.3076923076923075,56.646153846153844,24.743051531756322,16166.404594421387,232022.64615384614,6.6923076923076925,0.0,0.005890906
899958,-116.81818181818181,53.132237265775444,0.25352955,78.50858702570372,0.001981386,0.001981386,50.84848484848485,7338,-8.794040676605846,3.6363636363636362,54.5,21.49141297429627,16312.518788099289,223232.0,6.363636363636363,0.0,0.003306664
909988,-119.40298507462687,53.4807505099417,0.2397302,78.29272858743941,0.0019905916,0.0019905916,50.47761194029851,7405,-8.90124307784076,3.1791044776119404,54.865671641791046,21.7072714125606,16459.238621473312,224729.79104477612,6.82089552238806,0.0,0.0038949158
919862,-115.0,52.279083147920794,0.26995954,78.57599014787849,0.0020810703,0.0020810703,51.77272727272727,7471,-8.601050332225766,5.318181818181818,53.621212121212125,21.424009852121504,16610.69805932045,219632.48484848486,4.681818181818182,0.0,0.0041220686
929910,-130.73529411764707,53.59439120355354,0.26053926,76.30193701752977,0.0029859347,0.0029859347,50.338235294117645,7539,-9.351326950999004,2.764705882352941,54.970588235294116,23.698062982470265,16758.36071252823,225159.5294117647,7.235294117647059,0.0,0.0046688137
939839,-115.15151515151516,53.123814144641585,0.27435172,78.88365225962984,0.0024668747,0.0024668747,50.86363636363637,7605,-8.438871130448884,3.393939393939394,54.5,21.11634774037017,16905.267623901367,223232.0,6.606060606060606,0.0,0.004640165
949978,-119.70588235294117,52.92632778331887,0.26070705,78.10210030875014,0.00189194,0.00189194,51.088235294117645,7673,-8.751022252988449,3.8529411764705883,54.30882352941177,21.89789969124985,17051.70863032341,222448.9411764706,6.147058823529412,0.0,0.0026696327
959849,-133.88059701492537,53.6350405158971,0.27833667,76.02907202073366,0.0035416589,0.0035416589,50.298507462686565,7740,-9.48296168301655,4.417910447761194,55.014925373134325,23.970927979266342,17202.808290958405,225341.1343283582,5.582089552238806,0.0,0.0056074574
969925,-128.08823529411765,53.63696955607206,0.27770945,76.82280420677887,0.002235819,0.002235819,50.279411764705884,7808,-9.281838558923411,4.294117647058823,55.0,23.177195793221124,17347.64214706421,225280.0,5.705882352941177,0.0,0.005033299
979938,-110.58823529411765,52.92234971294194,0.26702192,79.53902209266671,0.0019637549,0.0019637549,51.029411764705884,7876,-8.327320984668201,4.514705882352941,54.23529411764706,20.460977907333273,17493.773686885834,222147.76470588235,5.485294117647059,0.0,0.0048848237
989937,-120.44117647058823,52.239163362198504,0.25215235,77.46060778283257,0.0024753676,0.0024753676,51.80882352941177,7944,-8.821008593120679,3.2794117647058822,53.5735294117647,22.539392217167435,17640.81032705307,219437.17647058822,6.720588235294118,0.0,0.0044982987
999896,-107.91044776119404,52.90843774243843,0.2931381,80.03747621083323,0.002764789,0.002764789,51.07462686567164,8011,-7.961154121510265,4.776119402985074,54.25373134328358,19.96252378916682,17788.261064767838,222223.28358208956,5.223880597014926,0.0,0.0052327467
1009929,-124.70588235294117,53.914904187525586,0.2537344,77.62038792879326,0.0020083233,0.0020083233,49.98529411764706,8079,-8.72367941903432,3.3676470588235294,55.294117647058826,22.37961207120678,17936.80199432373,226484.70588235295,6.632352941176471,0.0,0.004186514
1019946,-117.5,52.33526307325304,0.25160813,78.21057856590397,0.0020891216,0.0020891216,51.73529411764706,8147,-8.60226017184803,3.411764705882353,53.705882352941174,21.789421434096006,18083.78926897049,219979.29411764705,6.588235294117647,0.0,0.003728885
1029957,-117.05882352941177,52.74630953971539,0.244182,78.49782249613386,0.0024507002,0.0024507002,51.25,8215,-8.623923808330842,3.2205882352941178,54.088235294117645,21.50217750386612,18229.412631750107,221545.41176470587,6.779411764705882,0.0,0.0035617047
1039914,-114.77611940298507,53.17029499308085,0.24763308,79.04659301152742,0.0020252005,0.0020252005,50.776119402985074,8282,-8.672770561733623,3.626865671641791,54.507462686567166,20.953406988472587,18375.81537079811,223262.5671641791,6.373134328358209,0.0,0.0031270115
1049911,-118.23529411764706,52.71813785440996,0.25864005,78.06779072312469,0.0022855967,0.0022855967,51.3235294117647,8350,-8.855360708842367,4.161764705882353,54.10294117647059,21.932209276875277,18525.80306172371,221605.64705882352,5.838235294117647,0.0,0.0030830172
1059873,-109.1044776119403,52.3436407774467,0.2777736,79.61822909583461,0.002405683,0.002405683,51.71641791044776,8417,-8.000661638713884,4.208955223880597,53.701492537313435,20.38177090416535,18670.226936340332,219961.31343283583,5.791044776119403,0.0,0.0040130434
1069909,-111.19402985074628,53.46705926233984,0.27171344,79.75491415940171,0.0022298794,0.0022298794,50.44776119402985,8484,-8.272612859498926,4.2835820895522385,54.80597014925373,20.245085840598296,18816.303733587265,224485.25373134328,5.7164179104477615,0.0,0.003228776
1079975,-118.95522388059702,54.49635982962746,0.27097544,78.75329118195855,0.0022630442,0.0022630442,49.32835820895522,8551,-8.642506617605573,5.223880597014926,55.865671641791046,21.246708818041466,18960.80728650093,228825.79104477612,4.776119402985074,0.0,0.0036932514
1089951,-120.59701492537313,54.25787356150267,0.26134318,78.43457599636449,0.0020594762,0.0020594762,49.59701492537314,8618,-8.769630436627407,4.626865671641791,55.62686567164179,21.56542400363548,19104.02141904831,227847.64179104476,5.373134328358209,0.0,0.0035187195
1099979,-115.15151515151516,53.71922166357645,0.28167167,79.1999815051992,0.0023938618,0.0023938618,50.18181818181818,8684,-8.421614195707178,4.393939393939394,55.07575757575758,20.800018494800806,19246.223472118378,225590.30303030304,5.606060606060606,0.0,0.004178869
1109961,-116.66666666666667,53.43283291222618,0.28365564,78.65824885473717,0.0019741873,0.0019741873,50.515151515151516,8750,-8.510864855948242,3.590909090909091,54.803030303030305,21.341751145262805,19388.05697131157,224473.21212121213,6.409090909090909,0.0,0.0031655773
1119864,-127.07692307692308,54.86075909539611,0.26632446,77.40900555392741,0.0020359722,0.0020359722,48.92307692307692,8815,-8.944255359956863,3.3076923076923075,56.23076923076923,22.59099444607258,19529.632106781006,230321.23076923078,6.6923076923076925,0.0,0.003410704
1129947,-121.51515151515152,53.66951999571733,0.2654226,77.92151263251122,0.0027098414,0.0027098414,50.24242424242424,8881,-8.777217198437803,3.696969696969697,55.03030303030303,22.078487367488766,19674.02569913864,225404.12121212122,6.303030303030303,0.0,0.0046445155
1139954,-123.03030303030303,54.637143238271186,0.26438904,77.93045471791486,0.0020665103,0.0020665103,49.18181818181818,8947,-8.857813520508767,3.909090909090909,56.015151515151516,22.06954528208516,19814.95713543892,229438.0606060606,6.090909090909091,0.0,0.0034417994
1149970,-125.60606060606061,53.884802086408584,0.2909056,77.19329014013972,0.0028370477,0.0028370477,50.03030303030303,9013,-9.073238100031366,3.9696969696969697,55.27272727272727,22.806709859860266,19957.51052880287,226397.0909090909,6.03030303030303,0.0,0.004957303
1159938,-129.69230769230768,54.1764684242504,0.2932565,76.585297434238,0.0020296706,0.0020296706,49.676923076923075,9078,-9.178227263892902,3.876923076923077,55.53846153846154,23.414702565761978,20097.396329164505,227485.53846153847,6.123076923076923,0.0,0.0041187396
1169984,-140.78125,55.73633888712623,0.28677085,75.4158679970277,0.0024552636,0.0024552636,47.96875,9142,-9.812646192085213,3.359375,57.125,24.58413200297228,20239.05245614052,233984.0,6.640625,0.0,0.0037110967
1179878,-153.8095238095238,56.19292641252002,0.3047465,73.51607042146927,0.0029007294,0.0029007294,47.476190476190474,9205,-10.488112259791,3.7142857142857144,57.6031746031746,26.483929578530745,20383.51158308983,235942.60317460317,6.285714285714286,0.0,0.0052055065
1189894,-180.15384615384616,57.880357360933296,0.27226508,70.2882489518886,0.0024896995,0.0024896995,45.676923076923075,9270,-11.872392503020647,2.4,59.38461538461539,29.71175104811141,20530.807683706284,243239.38461538462,7.6,0.0,0.0045178547
1199854,-134.76923076923077,55.75627237587632,0.2606453,76.55895420317495,0.0027963717,0.0027963717,47.98461538461538,9335,-9.679662833873385,3.3230769230769233,57.184615384615384,23.441045796825044,20672.600024938583,234228.1846153846,6.676923076923077,0.0,0.0047796657
1209948,-121.36363636363636,54.98756963371893,0.28186482,78.51850713003256,0.0025895166,0.0025895166,48.78787878787879,9401,-8.85201742267203,3.3333333333333335,56.36363636363637,21.481492869967454,20812.549881458282,230865.45454545456,6.666666666666667,0.0,0.004738476
1219842,-127.34375,55.17978705060565,0.28260106,77.30680291788283,0.0026721149,0.0026721149,48.59375,9465,-9.19335033119688,2.765625,56.578125,22.693197082117155,20953.16855430603,231744.0,7.234375,0.0,0.004834155
1229927,-136.76470588235293,55.395805197678435,0.2739547,76.17354967772987,0.0018058777,0.0018058777,48.36764705882353,9533,-9.703032503429611,2.235294117647059,56.80882352941177,23.82645032227013,21097.067665100098,232688.9411764706,7.764705882352941,0.0,0.002566745
