entropy,Tmc,Tbt,AttC,MpbtA,meankl,EpisodesSoFar,TimestepsSoFar,surrgain,MtR,Ptt,TimeElapsed,entloss,MpbtN,Tmt,TtR,optimgain,AttNC
0.34821844,42.91525423728814,254229.69491525425,5.440677966101695,68.16664746864993,0.007956425,4356,449956,0.0015562,-12.944446899203085,60.4546048109547,10170.74012684822,0.0,31.833352531350084,62.067796610169495,-198.8135593220339,0.0015562,4.559322033898305
0.29882234,45.306451612903224,244504.7741935484,4.854838709677419,73.2988330467292,0.0074585117,4418,459895,0.0011020395,-10.993593701899046,58.20639847828032,10319.613843679428,0.0,26.701166953270803,59.693548387096776,-159.51612903225808,0.0011020395,5.145161290322581
0.3599552,47.36923076923077,236244.6769230769,3.646153846153846,76.16362076320236,0.009027939,4483,469939,0.0019278021,-9.924589013933991,56.28295736915652,10475.636956691742,0.0,23.83637923679767,57.676923076923075,-137.23076923076923,0.0019278021,6.3538461538461535
0.3487234,46.26229508196721,240925.37704918033,6.278688524590164,74.0640975352083,0.007221782,4544,479880,0.0011301142,-10.482430452116246,57.34302616393768,10621.76143026352,0.0,25.93590246479168,58.81967213114754,-152.95081967213116,0.0011301142,3.721311475409836
0.34967777,46.30769230769231,240466.70769230768,4.676923076923077,75.40638233111835,0.008794039,4609,489981,0.0013777927,-10.299361089480438,57.26824644686803,10769.92878127098,0.0,24.593617668881684,58.707692307692305,-144.30769230769232,0.0013777927,5.323076923076923
0.34189054,47.125,237312.0,6.390625,74.21135651478323,0.0076687085,4673,499986,0.0010915705,-10.589493251061844,56.519675484044356,10914.423987150192,0.0,25.78864348521677,57.9375,-148.90625,0.0010915705,3.609375
0.30922282,47.87301587301587,234382.22222222222,6.682539682539683,75.68120659594952,0.007951017,4736,509882,0.0013739612,-9.802303813995968,55.82613126643935,11061.199231386185,0.0,24.318793404050453,57.22222222222222,-139.04761904761904,0.0013739612,3.3174603174603177
0.3481723,47.80597014925373,234572.41791044775,3.537313432835821,75.84118424561619,0.00806238,4803,519982,0.0023652704,-10.237424373209493,55.881633776954494,11217.875202178955,0.0,24.158815754383827,57.26865671641791,-138.0597014925373,0.0023652704,6.462686567164179
0.36433157,44.898305084745765,246245.9661016949,6.440677966101695,71.15705097209519,0.007727272,4862,529923,0.0017566088,-11.409610649065195,58.59740919424176,11358.884742736816,0.0,28.842949027904787,60.11864406779661,-174.91525423728814,0.0017566088,3.559322033898305
0.30420458,47.625,235392.0,4.5,73.68615794809729,0.0076581268,4926,539923,0.0015989352,-10.69031850017323,56.06157354008083,11510.72242808342,0.0,26.313842051902693,57.46875,-150.625,0.0015989352,5.5
0.32674393,46.10769230769231,241348.92307692306,3.076923076923077,75.64109317888432,0.008579625,4991,549900,0.002087716,-10.243158199050196,57.464774985037245,11664.414152860641,0.0,24.358906821115692,58.92307692307692,-144.30769230769232,0.002087716,6.923076923076923
0.34399164,44.55555555555556,247775.49206349207,4.714285714285714,73.82454004604554,0.009305121,5054,559984,0.00198221,-10.87994873588726,58.93612616606023,11813.045582532883,0.0,26.175459953954505,60.492063492063494,-158.4126984126984,0.00198221,5.285714285714286
0.3271542,47.07936507936508,237502.9841269841,6.015873015873016,73.28064618171148,0.008210141,5117,569953,0.0016448791,-10.71088640862369,56.561598426060634,11960.973615169525,0.0,26.719353818288514,57.98412698412698,-155.55555555555554,0.0016448791,3.984126984126984
0.34447098,47.04761904761905,237568.0,4.777777777777778,74.67385570502549,0.008920486,5180,579923,0.0022840803,-10.177839418982508,56.584997850074565,12109.602449655533,0.0,25.32614429497449,58.0,-146.03174603174602,0.0022840803,5.222222222222222
0.32619762,47.83076923076923,234543.26153846155,5.276923076923077,75.84537305803438,0.00832787,5245,589860,0.0012579788,-10.024973354217634,55.867833753483026,12260.224353790283,0.0,24.154626941965628,57.261538461538464,-138.30769230769232,0.0012579788,4.723076923076923
0.33877355,46.79032258064516,238625.03225806452,5.274193548387097,72.84861678489969,0.009630831,5307,599881,0.0013810172,-10.705054453290778,56.82902820465359,12413.204202890396,0.0,27.15138321510029,58.25806451612903,-158.38709677419354,0.0013810172,4.725806451612903
0.33094773,49.27272727272727,229065.69696969696,4.212121212121212,75.96588270619898,0.008164785,5373,609964,0.0012303063,-9.571121598457925,54.55207171938605,12565.77075791359,0.0,24.03411729380105,55.92424242424242,-134.24242424242425,0.0012303063,5.787878787878788
0.32152703,47.546875,235776.0,5.015625,76.54332919822384,0.008256265,5437,619974,0.0016947186,-9.454436978753412,56.142327325397744,12716.876732587814,0.0,23.456670801776163,57.5625,-135.46875,0.0016947186,4.984375
0.32094496,49.753846153846155,227359.5076923077,3.4615384615384617,77.79696762160951,0.010033384,5502,629898,0.0017205941,-8.92857948557756,54.12740305877218,12873.689473867416,0.0,22.203032378390468,55.50769230769231,-123.23076923076923,0.0017205941,6.538461538461538
0.35013765,46.55555555555556,239843.55555555556,5.142857142857143,75.9169786663,0.008224858,5565,639957,0.0018758343,-9.703482782757423,57.07599729370643,13022.957315683365,0.0,24.083021333699993,58.55555555555556,-142.06349206349208,0.0018758343,4.857142857142857
0.3259025,48.515625,231872.0,5.453125,75.33709692804518,0.007968048,5629,649988,0.0015395667,-9.808908724096217,55.233424599006796,13174.391991138458,0.0,24.66290307195483,56.609375,-140.3125,0.0015395667,4.546875
0.28784764,48.09230769230769,233661.04615384617,4.338461538461538,75.80764840355494,0.008108178,5694,659853,0.0011940396,-9.902553047460975,55.64083369885177,13330.545748710632,0.0,24.192351596445064,57.04615384615385,-138.15384615384616,0.0011940396,5.661538461538462
0.26298547,49.776119402985074,227175.16417910447,4.0,76.07341765536255,0.00685133,5761,669995,0.0010007874,-9.850395538609169,54.09455424760204,13489.236127376556,0.0,23.926582344637445,55.46268656716418,-132.53731343283582,0.0010007874,6.0
0.27740183,48.81818181818182,230741.33333333334,2.6666666666666665,75.60164489970336,0.006812621,5827,679977,0.0011388891,-10.278692195878168,54.9604023086263,13648.83377289772,0.0,24.398355100296648,56.333333333333336,-137.27272727272728,0.0011388891,7.333333333333333
0.319297,49.276923076923076,229186.95384615383,2.8153846153846156,76.71843727998906,0.009420869,5892,689856,0.0018329431,-9.644897704135767,54.56316105608518,13808.500726222992,0.0,23.281562720010907,55.95384615384615,-129.69230769230768,0.0018329431,7.184615384615385
0.35363132,47.421875,236352.0,4.4375,76.67788090762076,0.009221142,5956,699916,0.0018400513,-9.4711644702193,56.26760572067307,13957.898188352585,0.0,23.322119092379246,57.703125,-134.375,0.0018400513,5.5625
0.37577328,47.38095238095238,236202.66666666666,5.428571428571429,74.53836798445721,0.009521028,6019,709999,0.0017885969,-10.143413113328084,56.26979959637998,14110.69138121605,0.0,25.46163201554278,57.666666666666664,-147.46031746031747,0.0017885969,4.571428571428571
0.3788433,45.61666666666667,243507.2,5.75,73.45156477398852,0.0070506786,6079,719886,0.0015613579,-10.685922882740053,57.94271185149657,14255.890538454056,0.0,26.548435226011485,59.45,-158.5,0.0015613579,4.25
0.34750012,45.5,243910.1935483871,4.758064516129032,73.80150439691717,0.008412412,6141,729917,0.0015831378,-10.559250027836617,58.04430981722897,14401.746145248413,0.0,26.198495603082822,59.54838709677419,-156.7741935483871,0.0015831378,5.241935483870968
0.3035222,47.49230769230769,235992.61538461538,3.3384615384615386,76.38645476100794,0.0065664332,6206,739942,0.0012662275,-9.762751333118386,56.194840423664076,14558.383203744888,0.0,23.61354523899206,57.61538461538461,-136.30769230769232,0.0012662275,6.661538461538462
0.29079515,48.44615384615385,232400.73846153845,2.5384615384615383,74.71465270723833,0.0075556664,6271,749951,0.0012761658,-10.410783671037919,55.327844412150924,14720.503314495087,0.0,25.28534729276166,56.738461538461536,-144.30769230769232,0.0012761658,7.461538461538462
0.30734223,49.015151515151516,230244.84848484848,2.4393939393939394,77.72327967226082,0.0070549166,6337,759968,0.001989502,-9.229383407432358,54.81055337220085,14880.582612514496,0.0,22.276720327739216,56.21212121212121,-125.3030303030303,0.001989502,7.5606060606060606
0.3676373,46.671875,239168.0,3.203125,74.61790678828355,0.007190429,6401,769889,0.001828992,-10.302813134633379,56.94677695414627,15034.320818901062,0.0,25.382093211716438,58.390625,-148.4375,0.001828992,6.796875
0.37959227,43.224137931034484,253033.93103448275,6.620689655172414,69.51165098140771,0.00805287,6459,779986,0.0019681621,-12.10664377786385,60.16897266564211,15174.277878522873,0.0,30.488349018592277,61.775862068965516,-190.0,0.0019681621,3.3793103448275863
0.32945734,47.75,234944.0,5.15625,75.60907716103827,0.008057622,6523,789906,0.0018168567,-9.813662658413014,55.951485445624684,15324.350014925003,0.0,24.390922838961714,57.359375,-140.3125,0.0018168567,4.84375
0.33540118,49.46969696969697,228196.84848484848,4.166666666666667,78.26641216641697,0.009320461,6589,799915,0.0019332971,-9.051283020193384,54.358913361943216,15477.482322454453,0.0,21.73358783358299,55.71212121212121,-120.9090909090909,0.0019332971,5.833333333333333
0.33769616,46.98412698412698,238023.11111111112,6.349206349206349,72.2105423253144,0.008329499,6652,809913,0.0017552158,-10.785624771332309,56.665693198753964,15625.817951917648,0.0,27.789457674685583,58.111111111111114,-162.6984126984127,0.0017552158,3.6507936507936507
0.31953105,48.56060606060606,231796.36363636365,3.272727272727273,76.4443626770306,0.009739817,6718,819940,0.0015064571,-9.631070099426775,55.20319817004925,15781.855665683746,0.0,23.55563732296941,56.59090909090909,-132.72727272727272,0.0015064571,6.7272727272727275
0.31287247,48.03030303030303,234092.60606060605,3.515151515151515,76.7804559549689,0.008920861,6784,829940,0.0010011474,-9.687493878371864,55.71972815508722,15935.059828996658,0.0,23.219544045031117,57.15151515151515,-133.1818181818182,0.0010011474,6.484848484848484
0.29694745,46.87301587301587,238348.19047619047,3.7777777777777777,74.16380279821095,0.007473076,6847,839872,0.00087853393,-10.483144088994553,56.760063857021905,16088.362932443619,0.0,25.83619720178904,58.19047619047619,-150.95238095238096,0.00087853393,6.222222222222222
0.25497493,49.5,228072.72727272726,1.8333333333333333,77.08691980837881,0.009132736,6913,849875,0.0012143988,-9.354415546750646,54.33044542257172,16251.261308431625,0.0,22.913080191621198,55.68181818181818,-127.87878787878788,0.0012143988,8.166666666666666
0.28786278,49.10769230769231,229880.12307692308,3.1076923076923078,73.72639063746895,0.008997959,6978,859856,0.0014606524,-10.61467825275603,54.723451987326854,16409.66630768776,0.0,26.273609362531033,56.12307692307692,-147.3846153846154,0.0014606524,6.892307692307693
0.29976746,50.31818181818182,225031.75757575757,3.257575757575758,77.55917377764328,0.008670516,7044,869934,0.0018637463,-9.049997229738398,53.59035670909765,16565.91535758972,0.0,22.440826222356733,54.93939393939394,-123.93939393939394,0.0018637463,6.742424242424242
0.28291,49.09230769230769,229754.0923076923,4.446153846153846,76.85682091842736,0.008698308,7109,879922,0.0016756598,-9.258397370408968,54.71521886675509,16718.387196540833,0.0,23.14317908157263,56.09230769230769,-129.69230769230768,0.0016756598,5.553846153846154
0.24428971,50.985074626865675,222406.68656716417,3.462686567164179,77.0978018806097,0.008398725,7176,889981,0.0012281283,-9.372463954645404,52.972450776398944,16875.901602745056,0.0,22.90219811939031,54.298507462686565,-124.4776119402985,0.0012281283,6.537313432835821
0.2769994,51.38805970149254,221184.0,2.7761194029850746,77.75693902471866,0.00859351,7243,899959,0.0015109503,-9.092429399463914,52.64029146041844,17034.817444324493,0.0,22.243060975281338,54.0,-119.25373134328358,0.0015109503,7.223880597014926
0.25977165,48.621212121212125,231486.0606060606,4.712121212121212,75.33887056633502,0.008477341,7309,909959,0.0017240478,-9.94818275429442,55.14012105599852,17186.420585155487,0.0,24.66112943366497,56.515151515151516,-139.84848484848484,0.0017240478,5.287878787878788
0.24637266,51.059701492537314,222406.68656716417,2.746268656716418,76.62870830640831,0.009611382,7376,919901,0.001597821,-9.456219866336356,52.936771003691796,17346.558205366135,0.0,23.37129169359171,54.298507462686565,-126.71641791044776,0.001597821,7.253731343283582
0.26214707,50.417910447761194,224607.5223880597,3.283582089552239,76.39168296955263,0.008343882,7443,929978,0.0015930812,-9.604560051736842,53.49531189794771,17505.251446962357,0.0,23.608317030447378,54.83582089552239,-129.1044776119403,0.0015930812,6.7164179104477615
0.26938128,50.8955223880597,223140.2985074627,3.4477611940298507,78.15118438267423,0.008854085,7510,939981,0.001958881,-8.765055675127975,53.09956362722535,17659.901720523834,0.0,21.848815617325787,54.47761194029851,-118.65671641791045,0.001958881,6.552238805970149
0.29932553,49.46969696969697,228569.21212121213,5.181818181818182,76.55932019805589,0.009880205,7576,949932,0.0011064111,-9.524876903782884,54.40038885528272,17814.93361568451,0.0,23.4406798019441,55.803030303030305,-130.45454545454547,0.0011064111,4.818181818181818
0.32124674,44.65573770491803,247102.95081967214,6.934426229508197,68.11065002906975,0.008451754,7637,959859,0.0013530335,-12.909481255513976,58.814272767571474,17959.79360985756,0.0,31.88934997093023,60.32786885245902,-194.91803278688525,0.0013530335,3.0655737704918034
0.27687964,49.40909090909091,228569.21212121213,4.7727272727272725,74.59024253111555,0.008542157,7703,969930,0.0013656494,-10.12352086530603,54.430773614369514,18114.16667342186,0.0,25.409757468884465,55.803030303030305,-141.8181818181818,0.0013656494,5.2272727272727275
0.31240374,48.78125,230976.0,4.234375,76.3028710730772,0.0095097,7767,979955,0.0013046075,-9.678077270189684,55.00379279186456,18264.738711595535,0.0,23.69712892692281,56.390625,-133.59375,0.0013046075,5.765625
0.36099726,44.11864406779661,249370.0338983051,5.932203389830509,71.99735815149958,0.009095622,7826,989865,0.0021898511,-11.274835304323796,59.327379809822865,18409.308609247208,0.0,28.00264184850043,60.88135593220339,-171.1864406779661,0.0021898511,4.067796610169491
0.34866396,47.5,236114.5806451613,4.564516129032258,74.25651162390288,0.008711665,7888,999853,0.0018739679,-10.168020646856824,56.200700893043155,18560.035031080246,0.0,25.74348837609715,57.645161290322584,-148.8709677419355,0.0018739679,5.435483870967742
0.27716213,49.27272727272727,229065.69696969696,3.742424242424242,78.32418187272708,0.008549471,7954,1009978,0.0010713976,-8.829507500012522,54.55101127842869,18714.47820711136,0.0,21.675818127272915,55.92424242424242,-121.81818181818181,0.0010713976,6.257575757575758
0.27856854,49.8,226981.4153846154,1.7846153846153847,78.221720572011,0.009130683,8019,1019909,0.0020079487,-8.767133344477255,54.06166399145072,18874.018452644348,0.0,21.77827942798897,55.41538461538462,-120.46153846153847,0.0020079487,8.215384615384615
0.30623072,48.91044776119403,230476.41791044775,2.8507462686567164,77.16904319293431,0.009779046,8086,1029975,0.0009932372,-9.404880753116933,54.886609203820136,19029.976018190384,0.0,22.83095680706569,56.26865671641791,-128.65671641791045,0.0009932372,7.149253731343284
0.3499396,46.49180327868852,239851.0163934426,5.0,73.28248281419101,0.008788378,8147,1039850,0.0012200396,-10.528159123470003,57.109654514614014,19175.671971321106,0.0,26.717517185808983,58.557377049180324,-157.21311475409837,0.0012200396,5.0
0.27535382,48.171875,233216.0,4.953125,75.00210327322398,0.008833528,8211,1049849,0.0011303067,-9.882196114915835,55.54956138143128,19325.77161049843,0.0,24.997896726776016,56.9375,-143.125,0.0011303067,5.046875
0.28115436,51.014925373134325,222284.41791044775,1.6865671641791045,76.70617553922177,0.010218234,8278,1059934,0.001590351,-9.417914884043709,52.94474689650019,19487.482897043228,0.0,23.293824460778172,54.26865671641791,-126.56716417910448,0.001590351,8.313432835820896
0.33174968,46.28333333333333,240844.8,5.55,71.2549240554064,0.0091044735,8338,1069894,0.0015835721,-11.24187852858301,57.32145137018562,19634.0324511528,0.0,28.745075944593605,58.8,-171.66666666666666,0.0015835721,4.45
0.23724571,49.21212121212121,229376.0,3.4545454545454546,77.41985613538617,0.008183859,8404,1079923,0.0011779749,-9.04760049754309,54.616743125539955,19787.043617010117,0.0,22.580143864613838,56.0,-125.75757575757575,0.0011779749,6.545454545454546
0.23690523,51.059701492537314,222284.41791044775,0.9701492537313433,75.7382400378525,0.009815574,8471,1089862,0.0022070215,-9.882708863028668,52.923118727629564,19950.725502490997,0.0,24.261759962147465,54.26865671641791,-131.34328358208955,0.0022070215,9.029850746268657
0.23570585,49.56716417910448,227664.23880597015,2.611940298507463,76.53073635794937,0.008971905,8538,1099941,0.0012449493,-9.458366758572568,54.25116391520096,20107.32925915718,0.0,23.469263642050613,55.582089552238806,-130.59701492537314,0.0012449493,7.388059701492537
0.23271798,50.46268656716418,224607.5223880597,3.08955223880597,76.42983780983708,0.009261964,8605,1109927,0.0020165127,-9.494874515077445,53.47440944631408,20267.73704099655,0.0,23.570162190162954,54.83582089552239,-129.1044776119403,0.0020165127,6.91044776119403
0.21783088,49.77272727272727,227265.9393939394,4.5606060606060606,77.13932847679472,0.008797985,8671,1119923,0.0016567851,-9.050260274621055,54.107100896636844,20423.885192394257,0.0,22.860671523205266,55.484848484848484,-126.96969696969697,0.0016567851,5.4393939393939394
