meankl,MtR,AttC,EpisodesSoFar,TimestepsSoFar,AttNC,TtR,surrgain,optimgain,entloss,entropy,TimeElapsed,Fce
0.004040388,17.044692874999146,1.372093023255814,1836,379767,1.627906976744186,89.65116279069767,0.0010442083,0.0010442083,0.0,1.4538668,1532.6784999370575,0.14269767441860465
0.005938219,16.41090747918125,1.4782608695652173,1882,389803,1.5217391304347827,87.19565217391305,0.0010672992,0.0010672992,0.0,1.4793704,1572.450767993927,0.13949832775919732
0.0029776113,17.248982432224647,1.4583333333333333,1930,399970,1.5416666666666667,87.75,0.0016233647,0.0016233647,0.0,1.4832771,1613.0164835453033,0.13080719399022891
0.0024802333,17.026055107466167,1.574468085106383,1977,409866,1.425531914893617,90.0,0.0009913432,0.0009913432,0.0,1.4991797,1653.8767936229706,0.12828103925976267
0.0031020148,16.95354069176847,1.7346938775510203,2026,419961,1.2653061224489797,88.40816326530613,0.0007939397,0.0007939397,0.0,1.5022306,1694.282070159912,0.1222864120006977
0.0018652087,18.363132467598177,1.3095238095238095,2068,429975,1.6904761904761905,96.07142857142857,0.000888496,0.000888496,0.0,1.5018221,1735.9449455738068,0.13156776556776556
0.0013226749,17.746338972121944,1.7777777777777777,2113,439751,1.2222222222222223,93.86666666666666,0.00049399375,0.00049399375,0.0,1.4946177,1775.2052209377289,0.1275358024691358
0.004800995,18.505517318435484,1.5238095238095237,2155,449755,1.4761904761904763,97.28571428571429,0.00066565856,0.00066565856,0.0,1.452314,1817.4506571292877,0.12971428571428573
0.0047108876,18.5353750657793,1.7608695652173914,2201,459843,1.2391304347826086,96.65217391304348,0.0006899577,0.0006899577,0.0,1.438962,1856.3470606803894,0.13176722063678586
0.0030186512,18.827336722400503,1.5238095238095237,2243,469851,1.4761904761904763,98.78571428571429,0.00083027,0.00083027,0.0,1.4648429,1898.3349795341492,0.13171428571428576
0.002379568,18.226664203650387,1.558139534883721,2286,479872,1.441860465116279,94.88372093023256,0.00053760124,0.00053760124,0.0,1.4781388,1937.0379042625427,0.14967441860465114
0.0019348365,18.767876092117298,1.4318181818181819,2330,489938,1.5681818181818181,98.5909090909091,0.0007069305,0.0007069305,0.0,1.4705719,1978.5077257156372,0.13586043743490553
0.0044306344,19.14658536650754,1.4883720930232558,2373,499955,1.5116279069767442,99.90697674418605,0.000896945,0.000896945,0.0,1.4614264,2016.973551750183,0.13523044397463005
0.0027897742,18.861804307718582,1.8181818181818181,2417,509776,1.1818181818181819,98.18181818181819,0.0007235817,0.0007235817,0.0,1.4353142,2059.094621896744,0.14145736434108527
0.0015615084,17.536264936147923,2.0425531914893615,2464,519754,0.9574468085106383,90.63829787234043,0.00059531274,0.00059531274,0.0,1.4324948,2098.340741634369,0.13210067496425443
0.0029531282,18.202367406037546,1.891304347826087,2510,529812,1.108695652173913,94.04347826086956,0.000854996,0.000854996,0.0,1.4565059,2139.1731820106506,0.13487337385547102
0.0016681689,19.93087328121561,1.7380952380952381,2552,539814,1.2619047619047619,103.78571428571429,0.00064764195,0.00064764195,0.0,1.473476,2178.061571121216,0.1620952380952381
0.0071899514,16.37041625829552,1.9387755102040816,2601,549933,1.0612244897959184,86.08163265306122,0.0009604589,0.0009604589,0.0,1.4599587,2219.6636657714844,0.14473928792296137
0.0020138582,17.691429804852415,2.122448979591837,2650,559899,0.8775510204081632,92.14285714285714,0.00078387454,0.00078387454,0.0,1.468253,2262.3435962200165,0.1789203678937524
0.0026909958,18.974853446962737,1.8222222222222222,2695,569926,1.1777777777777778,99.8,0.00081085815,0.00081085815,0.0,1.4395404,2302.624788761139,0.1416183421516755
0.0033544803,18.195905422808465,1.9591836734693877,2744,579906,1.0408163265306123,93.36734693877551,0.000722877,0.000722877,0.0,1.4212649,2343.590521335602,0.13990253132238964
0.0025013722,19.434535899724942,1.8636363636363635,2788,589763,1.1363636363636365,100.5,0.00084172183,0.00084172183,0.0,1.4057609,2384.055802345276,0.1462556278923837
