optimgain,Fce,entloss,TimestepsSoFar,TtR,entropy,AttC,meankl,MtR,AttNC,surrgain,EpisodesSoFar,TimeElapsed
0.0016668071,0.2028,0.0,1559827,152.1,-0.24967949,0.0,0.0025816413,27.63048906659294,3.0,0.0016668071,6568,6412.85323548317
0.0022787584,0.18969999999999998,0.0,1569827,142.275,-0.28953663,0.0,0.005135858,26.227397755542,3.0,0.0022787584,6608,6454.377778530121
0.0015558883,0.19199999999999998,0.0,1579827,144.0,-0.32568344,0.05,0.005290899,26.544304251759787,2.95,0.0015558883,6648,6495.132909536362
0.0018088933,0.20189999999999997,0.0,1589827,151.425,-0.3295407,0.075,0.004456729,26.714751899049126,2.925,0.0018088933,6688,6535.835287570953
0.0018950516,0.21430000000000002,0.0,1599827,160.725,-0.38628086,0.0,0.006542577,28.794725337727535,3.0,0.0018950516,6728,6576.498472929001
0.0008550152,0.2172,0.0,1609827,162.9,-0.38602513,0.025,0.0024941545,29.793124272269853,2.975,0.0008550152,6768,6617.459800958633
0.0014276606,0.21539999999999998,0.0,1619827,161.55,-0.44846466,0.05,0.0064205546,29.129091824872454,2.95,0.0014276606,6808,6659.624644994736
0.001389824,0.21269999999999997,0.0,1629827,159.525,-0.4837342,0.0,0.008476795,29.023490299887253,3.0,0.001389824,6848,6699.873745441437
0.0024111916,0.20670000000000002,0.0,1639827,155.025,-0.45712453,0.0,0.0035699822,28.447474658095167,3.0,0.0024111916,6888,6741.246386528015
0.00092815503,0.21169999999999994,0.0,1649827,158.775,-0.38254857,0.0,0.0062273927,29.45955280138326,3.0,0.00092815503,6928,6782.064541578293
0.0012599553,0.22630000000000003,0.0,1659827,169.725,-0.3905661,0.025,0.0068220664,30.987391236668866,2.975,0.0012599553,6968,6822.8089962005615
0.0017017446,0.2116,0.0,1669827,158.7,-0.44760352,0.075,0.0076031503,28.941598645650778,2.925,0.0017017446,7008,6863.635456085205
0.0011812886,0.21450000000000005,0.0,1679827,160.875,-0.46875057,0.0,0.0044803945,29.628488991868466,3.0,0.0011812886,7048,6904.395817518234
0.0010935516,0.2197,0.0,1689827,164.775,-0.4887321,0.0,0.008503184,30.233713012027316,3.0,0.0010935516,7088,6945.572899341583
0.001066124,0.21090000000000003,0.0,1699827,158.175,-0.5034418,0.05,0.0042599654,29.293921698929317,2.95,0.001066124,7128,6986.373914480209
0.001360289,0.23150000000000004,0.0,1709827,173.625,-0.5463886,0.025,0.005535149,31.763442852382106,2.975,0.001360289,7168,7027.651728153229
0.0013285471,0.22709999999999994,0.0,1719827,170.325,-0.5523372,0.0,0.006248882,31.281263762645256,3.0,0.0013285471,7208,7069.022463560104
0.00094481406,0.2245999999999999,0.0,1729827,168.45,-0.56701666,0.0,0.0027901286,30.896344459077113,3.0,0.00094481406,7248,7110.183856964111
0.0011960724,0.23389999999999994,0.0,1739827,175.425,-0.58312947,0.0,0.0039367112,32.266772065194985,3.0,0.0011960724,7288,7151.388648748398
0.0014498067,0.2512,0.0,1749827,188.4,-0.6335812,0.0,0.0071649477,34.79687646599463,3.0,0.0014498067,7328,7191.328561782837
0.0010472971,0.23099999999999996,0.0,1759827,173.25,-0.6433118,0.0,0.007020484,31.772442759773536,3.0,0.0010472971,7368,7231.944785118103
0.0016572082,0.19299999999999995,0.0,1769827,144.75,-0.6574723,0.0,0.004606809,26.47574887534832,3.0,0.0016572082,7408,7272.344038963318
0.0012673619,0.24590000000000006,0.0,1779827,184.425,-0.6156263,0.0,0.0060760286,34.03178909218597,3.0,0.0012673619,7448,7313.592354774475
0.0007955419,0.22319999999999993,0.0,1789827,167.4,-0.65993136,0.0,0.005190475,31.092213875425614,3.0,0.0007955419,7488,7353.955459356308
0.0019371862,0.23920000000000002,0.0,1799827,179.4,-0.6306759,0.0,0.007859072,33.17385578424137,3.0,0.0019371862,7528,7394.1845552921295
0.00075475615,0.24220000000000003,0.0,1809827,181.65,-0.65865445,0.0,0.005148032,33.43002898201538,3.0,0.00075475615,7568,7435.21634721756
0.0011666733,0.227,0.0,1819827,170.25,-0.68623686,0.025,0.0046707983,31.357552114339835,2.975,0.0011666733,7608,7475.864513397217
0.0011247747,0.21160000000000007,0.0,1829827,158.7,-0.75666964,0.025,0.0073643513,29.09811768739786,2.975,0.0011247747,7648,7516.234805822372
0.0011389435,0.22659999999999997,0.0,1839827,169.95,-0.786681,0.0,0.0055924184,31.304164223035958,3.0,0.0011389435,7688,7556.214237451553
0.0005984721,0.2602999999999999,0.0,1849827,195.225,-0.8257294,0.0,0.0037483503,35.66856906390082,3.0,0.0005984721,7728,7597.511222362518
0.00088725076,0.23150000000000004,0.0,1859827,173.625,-0.87357724,0.0,0.0058635706,31.887344111591197,3.0,0.00088725076,7768,7637.336014032364
0.0009395346,0.25820000000000004,0.0,1869827,193.65,-0.8665772,0.0,0.0039100475,35.661436204473254,3.0,0.0009395346,7808,7677.43420290947
0.00046865386,0.24829999999999997,0.0,1879827,186.225,-0.8693091,0.0,0.004181328,34.38782923722657,3.0,0.00046865386,7848,7717.744758844376
0.0005871521,0.24120000000000003,0.0,1889827,180.9,-0.8679198,0.0,0.0058910465,33.34487470590437,3.0,0.0005871521,7888,7758.184162139893
0.00096924056,0.2501,0.0,1899827,187.575,-0.9501943,0.0,0.008515681,34.54379994751833,3.0,0.00096924056,7928,7798.8735094070435
0.0010405594,0.24390000000000006,0.0,1909827,182.925,-0.8756103,0.0,0.0063982927,33.77617419119501,3.0,0.0010405594,7968,7839.179131746292
0.0007578878,0.25029999999999997,0.0,1919827,187.725,-0.9537974,0.0,0.0077273985,34.51097091581422,3.0,0.0007578878,8008,7879.943451881409
0.00042882486,0.25460000000000005,0.0,1929827,190.95,-0.94995016,0.0,0.0057224743,35.46055877018921,3.0,0.00042882486,8048,7920.551470279694
0.00092429685,0.2186,0.0,1939827,163.95,-1.0039715,0.0,0.009525917,30.2613139667967,3.0,0.00092429685,8088,7961.356835365295
0.0022414764,0.26479999999999987,0.0,1949827,198.6,-0.9159401,0.0,0.008658737,36.74051861959337,3.0,0.0022414764,8128,8001.179726839066
0.0008818253,0.23079999999999998,0.0,1959827,173.1,-0.9644787,0.0,0.009845716,32.09998794256486,3.0,0.0008818253,8168,8041.3212633132935
0.00045350342,0.2298,0.0,1969827,172.35,-0.9674032,0.0,0.007949641,32.141106434767615,3.0,0.00045350342,8208,8082.090570688248
0.0010534528,0.23670000000000005,0.0,1979827,177.525,-0.8864931,0.0,0.007530513,32.78271649141631,3.0,0.0010534528,8248,8122.240070343018
0.09916643,0.25360000000000005,0.0,1989827,190.2,-0.87780756,0.0,0.00458729,35.35932784577315,3.0,0.09916643,8288,8162.474623680115
0.00035867005,0.23110000000000003,0.0,1999827,173.325,-0.87675196,0.0,0.006571568,31.96460943658971,3.0,0.00035867005,8328,8202.377500295639
0.001443942,0.24259999999999993,0.0,2009827,181.95,-0.93773973,0.0,0.008141338,33.561076379093514,3.0,0.001443942,8368,8242.817541122437
0.0012516016,0.2501999999999999,0.0,2019827,187.65,-0.9980341,0.0,0.0072426433,34.46037896127267,3.0,0.0012516016,8408,8282.736430644989
0.002235769,0.23209999999999997,0.0,2029827,174.075,-0.9893155,0.0,0.012461957,32.116165483698886,3.0,0.002235769,8448,8322.59814453125
0.0013732783,0.238,0.0,2039827,178.5,-0.9803918,0.0,0.002796454,33.148904604584715,3.0,0.0013732783,8488,8362.596755504608
0.0016024654,0.2266,0.0,2049827,169.95,-0.95574844,0.0,0.0061654206,31.328666675680285,3.0,0.0016024654,8528,8402.793529748917
0.0018416548,0.24420000000000006,0.0,2059827,183.15,-0.9191431,0.0,0.00575596,33.48326112916443,3.0,0.0018416548,8568,8443.040066957474
0.0014262294,0.2136,0.0,2069827,160.2,-0.96516615,0.0,0.007128276,29.59676330669721,3.0,0.0014262294,8608,8483.2439057827
0.00094996276,0.23040000000000008,0.0,2079827,172.8,-0.982482,0.0,0.005822446,31.593081780976927,3.0,0.00094996276,8648,8522.616334676743
0.00075828197,0.2536999999999999,0.0,2089827,190.275,-0.9915121,0.0,0.0026974336,34.688794172180764,3.0,0.00075828197,8688,8561.998511075974
0.002110085,0.22970000000000007,0.0,2099827,172.275,-0.977675,0.0,0.008482022,31.583230109036883,3.0,0.002110085,8728,8602.290489196777
0.0015275939,0.2279,0.0,2109827,170.925,-0.9270154,0.0,0.0045296703,31.137717464963224,3.0,0.0015275939,8768,8641.424471139908
0.0013577197,0.19400000000000006,0.0,2119827,145.5,-0.96070635,0.0,0.0039028316,26.61671355099412,3.0,0.0013577197,8808,8679.619474887848
0.002175083,0.24979999999999997,0.0,2129827,187.35,-0.93800265,0.0,0.0088606365,34.20890371331054,3.0,0.002175083,8848,8717.894085407257
0.001533139,0.2097,0.0,2139827,157.275,-0.9399983,0.0,0.0033395498,28.770001467598604,3.0,0.001533139,8888,8756.533532857895
0.0012451564,0.21479999999999996,0.0,2149827,161.1,-0.95634675,0.0,0.0047058077,29.720256764737723,3.0,0.0012451564,8928,8794.94347190857
