Tbt,EpisodesSoFar,surrgain,TimestepsSoFar,meankl,TimeElapsed,AttC,Ptt,entloss,TtR,entropy,Tmc,MpbtN,MpbtA,Tmt,AttNC,optimgain,MtR
343153.77777777775,3625,0.0055119935,129765,0.0071389284,9388.021839618683,0.1111111111111111,81.46396358231044,0.0,-75.52777777777777,0.2258326,20.11111111111111,90.10816611886291,9.891833881137083,83.77777777777777,0.8888888888888888,0.0055119935,-41.640623730763295
341606.4,3665,0.0034935852,139912,0.002681916,9523.913558006287,0.65,81.14393836346271,0.0,-74.25,0.20811504,20.45,89.02094214143719,10.979057858562799,83.4,0.35,0.0034935852,-41.18513975144854
343756.8,3705,0.0021625091,149912,0.0051941574,9657.416138410568,0.65,81.59335506349512,0.0,-74.7,0.15030386,19.975,89.00328360678526,10.996716393214713,83.925,0.35,0.0021625091,-42.12017939655641
342357.3333333333,3741,0.0052305693,159975,0.0047931997,9776.878804206848,0.2777777777777778,81.2398328292125,0.0,-75.33333333333333,0.22618707,20.36111111111111,90.11083604800615,9.889163951993861,83.58333333333333,0.7222222222222222,0.0052305693,-41.4661568510238
335656.4210526316,3779,0.0037222095,169998,0.0035443343,9920.393136501312,0.5526315789473685,79.67536759740621,0.0,-72.60526315789474,0.2504924,22.05263157894737,88.55833956844349,11.441660431556505,81.94736842105263,0.4473684210526316,0.0037222095,-40.246187793448904
338997.8947368421,3817,0.0059462218,179907,0.006449539,10047.576192617416,0.6052631578947368,80.43188493599287,0.0,-71.34210526315789,0.19416836,21.236842105263158,86.18386260425433,13.816137395745665,82.76315789473684,0.39473684210526316,0.0059462218,-39.04282538959595
337009.77777777775,3853,0.0017041679,189704,0.0015559099,10179.153297185898,0.16666666666666666,80.04659691033474,0.0,-72.30555555555556,0.19239856,21.63888888888889,87.8965183431494,12.103481656850565,82.27777777777777,0.8333333333333334,0.0017041679,-39.636334104801534
343731.8918918919,3890,0.009478311,199966,0.010934233,10304.81837964058,0.05405405405405406,81.57211074149068,0.0,-74.75675675675676,0.27899325,20.0,89.06468117940217,10.935318820597818,83.91891891891892,0.9459459459459459,0.009478311,-40.830243451820024
338812.71794871794,3929,0.006920459,209769,0.0064530647,10436.72226524353,0.358974358974359,80.41310896643846,0.0,-70.61538461538461,0.19566162,21.256410256410255,85.34925030921494,14.650749690785043,82.71794871794872,0.6410256410256411,0.006920459,-39.667345957956236
337704.4210526316,3967,0.0034986169,219860,0.0047562225,10573.549271583557,0.42105263157894735,80.18196411288883,0.0,-71.76315789473684,0.19506083,21.5,87.00719025636677,12.992809743633227,82.44736842105263,0.5789473684210527,0.0034986169,-39.745634842910064
342471.1111111111,4003,0.0063382224,229812,0.0069534867,10697.283772468567,0.16666666666666666,81.28859357134898,0.0,-73.33333333333333,0.26914114,20.305555555555557,87.6953842331271,12.304615766872885,83.61111111111111,0.8333333333333334,0.0063382224,-39.51810206581895
339660.8,4043,0.0068795974,239994,0.005300714,10830.117856502533,0.55,80.6046179244344,0.0,-70.775,0.2272893,21.05,85.32376451887652,14.676235481123447,82.925,0.45,0.0068795974,-39.94847480386228
341543.3846153846,4082,0.0030732087,249831,0.0038846093,10965.492496013641,0.6153846153846154,81.07268797590419,0.0,-72.12820512820512,0.1899823,20.53846153846154,86.47526064339415,13.524739356605854,83.38461538461539,0.38461538461538464,0.0030732087,-40.69268532252946
338528.86486486485,4119,0.0043203,259732,0.0040680435,11089.276562690735,0.2702702702702703,80.35083621388338,0.0,-73.02702702702703,0.22914249,21.324324324324323,88.32448303157393,11.675516968426058,82.64864864864865,0.7297297297297297,0.0043203,-39.84909244370096
340787.2,4159,0.0038983368,269801,0.0040558735,11223.840480804443,0.65,80.89967236104722,0.0,-72.675,0.21317026,20.725,87.33219872109164,12.667801278908346,83.2,0.35,0.0038983368,-40.71495953268019
340614.7368421053,4197,0.003094783,279750,0.0060664467,11352.505146503448,0.42105263157894735,80.88406437140677,0.0,-71.92105263157895,0.16949092,20.736842105263158,86.47895797215013,13.521042027849864,83.15789473684211,0.5789473684210527,0.003094783,-39.842855303081876
342243.55555555556,4233,0.00584721,289817,0.0067037996,11476.399921417236,0.05555555555555555,81.19363260551214,0.0,-74.41666666666667,0.23627016,20.416666666666668,89.04668242298888,10.953317577011118,83.55555555555556,0.9444444444444444,0.00584721,-40.78823022514727
338674.5263157895,4271,0.005066949,299850,0.003778579,11617.227043151855,0.2894736842105263,80.42245794781702,0.0,-71.76315789473684,0.18511176,21.236842105263158,86.74032411623406,13.259675883765928,82.6842105263158,0.7105263157894737,0.005066949,-39.976991271724096
343381.3333333333,4307,0.007416699,309796,0.0072094756,11738.384601831436,0.027777777777777776,81.60193610546925,0.0,-74.08333333333333,0.27376387,19.944444444444443,88.30199906295712,11.698000937042885,83.83333333333333,0.9722222222222222,0.007416699,-41.64867320486876
343223.7948717949,4346,0.0026522072,319862,0.0026094376,11869.402368307114,0.41025641025641024,81.51513472477842,0.0,-71.48717948717949,0.22983584,20.05128205128205,85.31213785789838,14.687862142101645,83.7948717948718,0.5897435897435898,0.0026522072,-39.720513922933804
336626.5263157895,4384,0.004351155,329922,0.0043945266,12001.185935020447,0.47368421052631576,79.91676732845148,0.0,-68.97368421052632,0.2934221,21.789473684210527,83.90980808435351,16.090191915646475,82.1842105263158,0.5263157894736842,0.004351155,-37.87692029852881
339046.4,4424,0.0039026763,339819,0.0035397715,12130.005311250687,0.35,80.48412769610225,0.0,-69.55,0.2564006,21.175,83.96131577865111,16.038684221348866,82.775,0.65,0.0039026763,-39.24641346985887
340808.2051282051,4463,0.0033295257,349934,0.0038150658,12266.044908285141,0.3333333333333333,80.88633181063632,0.0,-69.2051282051282,0.27247623,20.743589743589745,83.15563244139936,16.844367558600634,83.2051282051282,0.6666666666666666,0.0033295257,-39.04499660098953
339468.48780487804,4504,0.0050068884,359944,0.0077446,12404.306101799011,0.5853658536585366,80.57920542931389,0.0,-69.85365853658537,0.19735642,21.073170731707318,84.27738432859631,15.722615671403718,82.8780487804878,0.4146341463414634,0.0050068884,-38.97576749143151
336213.3333333333,4540,0.004900827,369901,0.0038793804,12535.893124580383,0.25,79.84643709650712,0.0,-70.66666666666667,0.23740791,21.86111111111111,86.08115658289954,13.918843417100422,82.08333333333333,0.75,0.004900827,-38.429430751320666
339022.76923076925,4579,0.004701474,379788,0.003989094,12671.839827299118,0.5128205128205128,80.52080712299077,0.0,-71.61538461538461,0.21399736,21.128205128205128,86.49437807053802,13.505621929461986,82.76923076923077,0.48717948717948717,0.004701474,-40.1207355398338
343399.7837837838,4616,0.0075932555,389836,0.009669662,12793.759433984756,0.21621621621621623,81.47628263223011,0.0,-72.43243243243244,0.28025877,20.10810810810811,86.38469220187102,13.615307798128974,83.83783783783784,0.7837837837837838,0.0075932555,-40.481902934564204
336371.51219512196,4657,0.0031595307,399783,0.004705588,12948.039218187332,0.8292682926829268,79.83795964345015,0.0,-69.85365853658537,0.21732676,21.878048780487806,85.06591549330167,14.934084506698333,82.1219512195122,0.17073170731707318,0.0031595307,-39.00212186284773
340075.7894736842,4695,0.005066327,409743,0.004957656,13078.120970487595,0.39473684210526316,80.72018750222094,0.0,-70.55263157894737,0.25526097,20.92105263157895,84.93598112869932,15.06401887130066,83.02631578947368,0.6052631578947368,0.005066327,-39.68392283312751
337342.358974359,4734,0.0047355024,419895,0.0038864822,13215.13695693016,0.38461538461538464,80.09894372774453,0.0,-69.82051282051282,0.21816416,21.58974358974359,84.76391792497067,15.236082075029307,82.35897435897436,0.6153846153846154,0.0047355024,-39.087231451530556
339862.9743589744,4773,0.0046383482,429971,0.004056645,13353.500801563263,0.358974358974359,80.69161240317132,0.0,-71.41025641025641,0.22401343,20.94871794871795,86.03937725126768,13.960622748732298,82.97435897435898,0.6410256410256411,0.0046383482,-39.954574788417574
336949.8947368421,4811,0.004417575,439976,0.004830545,13481.800344467163,0.3157894736842105,80.00987788021779,0.0,-70.07894736842105,0.24874404,21.68421052631579,85.15227644399124,14.84772355600879,82.26315789473684,0.6842105263157895,0.004417575,-39.007215196723365
339429.05263157893,4849,0.0040258085,449902,0.003770987,13622.220083475113,0.34210526315789475,80.5747759164753,0.0,-70.94736842105263,0.2269357,21.07894736842105,85.6122320056555,14.387767994344516,82.86842105263158,0.6578947368421053,0.0040258085,-39.702586552696985
335286.85714285716,4884,0.002942276,459897,0.0029515135,13753.979392290115,0.02857142857142857,79.61340940355385,0.0,-69.02857142857142,0.21913311,22.114285714285714,84.2808454427166,15.719154557283387,81.85714285714286,0.9714285714285714,0.002942276,-37.84098429785718
337200.4324324324,4921,0.0041886307,469870,0.004450388,13878.173394203186,0.16216216216216217,80.0918626238621,0.0,-70.94594594594595,0.28280917,21.594594594594593,86.15404271794674,13.845957282053261,82.32432432432432,0.8378378378378378,0.0041886307,-39.72662561497466
338227.2,4961,0.0040486758,479928,0.0051336433,14019.816194534302,0.4,80.2992000608494,0.0,-69.75,0.20571524,21.375,84.43867210920415,15.561327890795843,82.575,0.6,0.0040486758,-39.273427645818806
335539.8918918919,4998,0.0044566346,489921,0.005936296,14146.145928382874,0.1891891891891892,79.65201650665817,0.0,-70.43243243243244,0.2610415,22.08108108108108,85.95794509731927,14.04205490268071,81.91891891891892,0.8108108108108109,0.0044566346,-38.89340133039993
338135.5789473684,5036,0.0057017393,499967,0.0055509903,14281.119040250778,0.3684210526315789,80.28169998374666,0.0,-70.26315789473684,0.28212273,21.394736842105264,85.09217946519695,14.90782053480304,82.55263157894737,0.631578947368421,0.0057017393,-38.91316003321239
339187.8095238095,5078,0.005914453,509789,0.0056389864,14428.107067584991,0.5,80.53396119726938,0.0,-70.19047619047619,0.22205442,21.11904761904762,84.71383971562176,15.286160284378216,82.80952380952381,0.5,0.005914453,-41.17446138101753
335241.8461538461,5117,0.0042881346,519983,0.0053534713,14561.992451667786,0.48717948717948717,79.60193445981191,0.0,-69.15384615384616,0.20825268,22.128205128205128,84.49769491243673,15.502305087563263,81.84615384615384,0.5128205128205128,0.0042881346,-38.09253383053177
335075.55555555556,5153,0.008052044,529981,0.008804419,14695.94598531723,0.25,79.58798059344218,0.0,-69.69444444444444,0.2716003,22.13888888888889,85.18449364868883,14.815506351311168,81.80555555555556,0.75,0.008052044,-38.2867656243575
338432.0,5193,0.006915236,539993,0.005199448,14833.963730096817,0.525,80.36525472816216,0.0,-70.275,0.27335453,21.3,85.07389435116475,14.92610564883525,82.625,0.475,0.006915236,-39.50414602431094
336652.1904761905,5235,0.0057167374,549753,0.00609354,14978.785121202469,0.7619047619047619,79.92261354841553,0.0,-69.4047619047619,0.21790762,21.785714285714285,84.43629065956176,15.563709340438233,82.19047619047619,0.23809523809523808,0.0057167374,-38.985981916749104
335977.0256410256,5274,0.004999744,559891,0.0055497815,15116.569465875626,0.5897435897435898,79.78871056901947,0.0,-67.94871794871794,0.2936501,21.923076923076923,82.82102274579997,17.178977254200035,82.02564102564102,0.41025641025641024,0.004999744,-37.548978840690914
337042.28571428574,5316,0.0067566712,569847,0.006087841,15254.338862419128,0.5952380952380952,80.02836646246078,0.0,-69.28571428571429,0.23401429,21.666666666666668,84.18101800667726,15.818981993322737,82.28571428571429,0.40476190476190477,0.0067566712,-40.02833330529905
339382.85714285716,5358,0.0050512603,579905,0.005700292,15402.310308933258,0.7619047619047619,80.59719932925877,0.0,-70.73809523809524,0.21065883,21.047619047619047,85.36638135097203,14.63361864902797,82.85714285714286,0.23809523809523808,0.0050512603,-39.3287802445429
340703.1794871795,5397,0.006265082,589956,0.006006572,15533.965344429016,0.46153846153846156,80.88390127260874,0.0,-70.33333333333333,0.27093476,20.743589743589745,84.56850829221956,15.43149170778041,83.17948717948718,0.5384615384615384,0.006265082,-39.93896916166242
335766.9743589744,5436,0.0049060634,599995,0.00824838,15669.302946805954,0.48717948717948717,79.72221965144828,0.0,-67.38461538461539,0.28721827,22.0,82.16580826258844,17.834191737411526,81.97435897435898,0.5128205128205128,0.0049060634,-38.604001978859685
335372.48780487804,5477,0.004947693,609792,0.005645312,15814.435213804245,0.6585365853658537,79.63206609134654,0.0,-67.8780487804878,0.21986064,22.097560975609756,82.91221521925634,17.08778478074366,81.8780487804878,0.34146341463414637,0.004947693,-38.690449701770724
335766.9743589744,5516,0.004222104,619803,0.004444179,15941.63348698616,0.5128205128205128,79.72296107858409,0.0,-68.15384615384616,0.2407531,22.0,83.12894813191707,16.87105186808293,81.97435897435898,0.48717948717948717,0.004222104,-38.43288635846858
336397.1282051282,5555,0.0040898025,629946,0.0055686724,16079.0202023983,0.5641025641025641,79.86497800862897,0.0,-67.97435897435898,0.22485955,21.846153846153847,82.7421209068722,17.25787909312782,82.12820512820512,0.4358974358974359,0.0040898025,-37.810395357023175
339442.8717948718,5594,0.0037826935,639999,0.0058441684,16211.618793725967,0.3076923076923077,80.57783862826314,0.0,-69.48717948717949,0.1988616,21.076923076923077,83.86117193334809,16.138828066651943,82.87179487179488,0.6923076923076923,0.0037826935,-39.21734828254543
336213.3333333333,5630,0.004952168,649972,0.0045531187,16334.572936296463,0.05555555555555555,79.82411110028336,0.0,-69.86111111111111,0.21604785,21.88888888888889,85.09456979603044,14.905430203969567,82.08333333333333,0.9444444444444444,0.004952168,-38.183541530991036
337237.3333333333,5666,0.0039281035,659992,0.003899137,16463.534905672073,0.05555555555555555,80.07783081570788,0.0,-69.69444444444444,0.25196117,21.61111111111111,84.62455696448086,15.37544303551916,82.33333333333333,0.9444444444444444,0.0039281035,-38.44380393270972
336757.6216216216,5703,0.005208466,669981,0.0058695525,16588.103602170944,0.1891891891891892,79.92703647033514,0.0,-68.48648648648648,0.2775647,21.783783783783782,83.28952800556861,16.710471994431373,82.21621621621621,0.8108108108108109,0.005208466,-38.39216771077892
336397.1282051282,5742,0.0042067445,679972,0.005072522,16723.46271920204,0.3333333333333333,79.84582093302727,0.0,-68.46153846153847,0.23579094,21.871794871794872,83.38043869921522,16.619561300784802,82.12820512820512,0.6666666666666666,0.0042067445,-38.937325803485905
340493.1282051282,5781,0.006586475,689774,0.0043627587,16855.177544116974,0.23076923076923078,80.83666081577856,0.0,-69.8974358974359,0.23189653,20.794871794871796,84.05308052010955,15.946919479890463,83.12820512820512,0.7692307692307693,0.006586475,-39.91099721814295
336303.15789473685,5819,0.0069246492,699803,0.00818216,16986.48979997635,0.3157894736842105,79.86549780642133,0.0,-69.23684210526316,0.2851801,21.842105263157894,84.31453720414501,15.685462795854978,82.10526315789474,0.6842105263157895,0.0069246492,-39.26450035059572
338602.6666666667,5861,0.0070513124,709875,0.0060804514,17122.875944375992,0.4523809523809524,80.38244488521929,0.0,-69.0952380952381,0.21574785,21.285714285714285,83.5308052774903,16.46919472250972,82.66666666666667,0.5476190476190477,0.0070513124,-39.3947527821451
337273.2631578947,5899,0.0036345322,719781,0.0041294727,17258.815456151962,0.2894736842105263,80.06605007046744,0.0,-69.47368421052632,0.24650347,21.63157894736842,84.33904763617335,15.660952363826656,82.34210526315789,0.7105263157894737,0.0036345322,-39.27921542588487
337510.4,5939,0.0044959746,729955,0.0057455623,17388.936362981796,0.45,80.13718580094469,0.0,-69.4,0.25121814,21.55,84.24420161106572,15.755798388934313,82.4,0.55,0.0044959746,-38.75947066685008
338261.3333333333,5975,0.0046964996,739783,0.0059036417,17518.47314310074,0.2777777777777778,80.26941077612048,0.0,-67.38888888888889,0.27506933,21.416666666666668,81.58869631475753,18.411303685242498,82.58333333333333,0.7222222222222222,0.0046964996,-37.41943634365365
336712.2051282051,6014,0.0047074477,749928,0.005523068,17655.479003190994,0.3076923076923077,79.91849662018623,0.0,-67.48717948717949,0.30610752,21.794871794871796,82.07823225489147,17.92176774510854,82.2051282051282,0.6923076923076923,0.0047074477,-38.029763373370606
337385.73913043475,6060,0.008028674,759954,0.006958798,17803.231698274612,0.5869565217391305,80.12114384641977,0.0,-68.3695652173913,0.2387613,21.565217391304348,82.96442960618698,17.035570393813035,82.3695652173913,0.41304347826086957,0.008028674,-41.39594600347484
338782.3157894737,6098,0.003476876,769822,0.004702221,17941.291692972183,0.34210526315789475,80.448810361991,0.0,-68.26315789473684,0.23699003,21.210526315789473,82.55321895309748,17.44678104690252,82.71052631578948,0.6578947368421053,0.003476876,-37.82345113750034
339757.9487179487,6137,0.0055629914,779996,0.0055797943,18071.067663908005,0.2564102564102564,80.64882306360852,0.0,-69.43589743589743,0.21094458,21.0,83.68649589555339,16.31350410444659,82.94871794871794,0.7435897435897436,0.0055629914,-39.257007728977605
334701.71428571426,6172,0.003851776,789963,0.0034181084,18195.835545539856,0.11428571428571428,79.48092646404218,0.0,-69.08571428571429,0.24201988,22.257142857142856,84.51818430155195,15.48181569844804,81.71428571428571,0.8857142857142857,0.003851776,-38.01484778942049
335097.08108108107,6209,0.004478726,799857,0.0055690138,18334.09713935852,0.16216216216216217,79.59258877691148,0.0,-68.8108108108108,0.20377627,22.135135135135137,84.09823633003012,15.901763669969904,81.8108108108108,0.8378378378378378,0.004478726,-38.192261951431774
337753.9459459459,6246,0.006537642,809765,0.0055327825,18457.6969537735,0.21621621621621623,80.1944099076816,0.0,-70.70270270270271,0.2738737,21.486486486486488,85.71029680089016,14.289703199109844,82.45945945945945,0.7837837837837838,0.006537642,-39.37662590108276
335661.9487179487,6285,0.003825695,819975,0.003706356,18602.372304677963,0.23076923076923078,79.6993226535898,0.0,-68.71794871794872,0.25271225,22.025641025641026,83.84271259605563,16.157287403944345,81.94871794871794,0.7692307692307693,0.003825695,-38.725071953920974
338707.6923076923,6324,0.0041920305,829704,0.0035757874,18734.70964407921,0.48717948717948717,80.37043634999263,0.0,-69.51282051282051,0.2701582,21.307692307692307,84.04236358194946,15.957636418050516,82.6923076923077,0.5128205128205128,0.0041920305,-39.104032229688315
337670.243902439,6365,0.004307489,839956,0.0035294692,18865.59086751938,0.43902439024390244,80.20971668415882,0.0,-68.63414634146342,0.24376157,21.463414634146343,83.17488379266678,16.825116207333238,82.4390243902439,0.5609756097560976,0.004307489,-39.09435813250806
337165.4736842105,6403,0.004364658,849812,0.0052452087,19004.888229370117,0.21052631578947367,80.04092576467205,0.0,-68.6842105263158,0.21490063,21.657894736842106,83.40426424290555,16.595735757094445,82.3157894736842,0.7894736842105263,0.004364658,-39.27466530335503
332712.22857142857,6438,0.0034611328,859817,0.002765616,19127.798497915268,0.05714285714285714,79.00664165457565,0.0,-67.2,0.23060405,22.771428571428572,82.70353808990902,17.29646191009098,81.22857142857143,0.9428571428571428,0.0034611328,-37.25464830874421
339193.08108108107,6475,0.005994098,869811,0.0058329897,19264.730571746826,0.13513513513513514,80.50098259494997,0.0,-70.27027027027027,0.26116472,21.16216216216216,84.81155342475031,15.188446575249685,82.8108108108108,0.8648648648648649,0.005994098,-39.247929346631224
336734.3157894737,6513,0.004964743,879856,0.009478123,19392.961441516876,0.2631578947368421,79.92316208653,0.0,-69.10526315789474,0.2866934,21.789473684210527,84.04471534980912,15.955284650190872,82.21052631578948,0.7368421052631579,0.004964743,-38.19969695533678
336076.8,6553,0.0037607483,889966,0.00408063,19522.387308835983,0.725,79.79268686807653,0.0,-67.475,0.25154993,21.925,82.24672548102937,17.753274518970613,82.05,0.275,0.0037607483,-37.78829675141259
337552.41025641025,6592,0.003066282,899906,0.005291536,19660.906100034714,0.41025641025641024,80.14671396960685,0.0,-68.7948717948718,0.24697036,21.53846153846154,83.41070965939323,16.589290340606755,82.41025641025641,0.5897435897435898,0.003066282,-38.96039794130065
335440.84210526315,6630,0.0038014634,909775,0.0033869408,19793.13004732132,0.42105263157894735,79.64980686803646,0.0,-67.13157894736842,0.27350396,22.07894736842105,81.99143487745096,18.008565122549033,81.89473684210526,0.5789473684210527,0.0038014634,-37.68934534144527
341066.9268292683,6671,0.0051968447,919832,0.0066943434,19926.58119082451,0.4878048780487805,80.9630516609969,0.0,-69.26829268292683,0.2230859,20.658536585365855,83.20276697845173,16.79723302154829,83.26829268292683,0.5121951219512195,0.0051968447,-39.51569486391184
338534.4,6711,0.0070973113,929726,0.0060959896,20065.108339071274,0.25,80.36902686944094,0.0,-70.275,0.20867373,21.3,84.95203446774791,15.047965532252084,82.65,0.75,0.0070973113,-40.689526820585606
338307.45945945947,6748,0.0047267852,939880,0.004120111,20189.85755777359,0.1891891891891892,80.2992438229806,0.0,-70.10810810810811,0.26571527,21.37837837837838,84.87127547433064,15.128724525669345,82.5945945945946,0.8108108108108109,0.0047267852,-38.758684491311584
339213.4736842105,6786,0.0054521444,949828,0.0051890016,20321.95116662979,0.23684210526315788,80.50544879851734,0.0,-69.84210526315789,0.26366094,21.157894736842106,84.32539074206063,15.674609257939366,82.8157894736842,0.7631578947368421,0.0054521444,-38.94567580920271
342554.94736842107,6824,0.006703018,959799,0.006277127,20457.43263721466,0.18421052631578946,81.30540534397424,0.0,-70.3157894736842,0.30231076,20.289473684210527,84.07433453570543,15.925665464294587,83.63157894736842,0.8157894736842105,0.006703018,-39.41586248503285
338469.46341463417,6865,0.0061304504,969849,0.006388457,20591.31444787979,0.5853658536585366,80.33554227471866,0.0,-68.21951219512195,0.22307286,21.341463414634145,82.52629696970881,17.473703030291187,82.63414634146342,0.4146341463414634,0.0061304504,-39.10298535897799
339213.4736842105,6903,0.004263156,979812,0.006330918,20722.435933351517,0.3157894736842105,80.48461954897317,0.0,-68.57894736842105,0.24236841,21.18421052631579,82.79962853312952,17.20037146687048,82.8157894736842,0.6842105263157895,0.004263156,-38.94248046341258
337762.46153846156,6942,0.0042089266,989901,0.0049124327,20858.43597984314,0.5641025641025641,80.19502476915771,0.0,-68.8974358974359,0.2072321,21.487179487179485,83.56413165398199,16.435868346017998,82.46153846153847,0.4358974358974359,0.0042089266,-38.22024625960829
336949.8947368421,6980,0.0062165726,999843,0.007504811,20982.804627656937,0.3157894736842105,80.01357398040066,0.0,-69.84210526315789,0.2648951,21.68421052631579,84.89096601355509,15.109033986444926,82.26315789473684,0.6842105263157895,0.0062165726,-38.98122980013255
336303.15789473685,7018,0.0046723345,1009970,0.005633214,21123.012895822525,0.15789473684210525,79.84525490572393,0.0,-68.86842105263158,0.22666606,21.86842105263158,83.88350066218348,16.116499337816506,82.10526315789474,0.8421052631578947,0.0046723345,-38.74753264156938
334686.3157894737,7056,0.0036827438,1019881,0.004460664,21250.932894706726,0.2894736842105263,79.49922693441326,0.0,-68.84210526315789,0.24758027,22.236842105263158,84.2632060620426,15.736793937957373,81.71052631578948,0.7105263157894737,0.0036827438,-38.91876361020469
337612.8,7096,0.0063788346,1029907,0.0056817406,21380.75456213951,0.4,80.12168011225175,0.0,-69.325,0.24115445,21.575,84.10532581780805,15.894674182191949,82.425,0.6,0.0063788346,-39.337879049668004
337381.05263157893,7134,0.0040427907,1039804,0.0048649423,21522.42020702362,0.34210526315789475,80.11186150911638,0.0,-69.52631578947368,0.2461829,21.57894736842105,84.42387186788714,15.576128132112856,82.36842105263158,0.6578947368421053,0.0040427907,-38.920637743840174
336410.94736842107,7172,0.0051280214,1049792,0.006023345,21649.508861780167,0.47368421052631576,79.84713179284822,0.0,-68.42105263157895,0.2573751,21.86842105263158,83.32274428696212,16.67725571303787,82.13157894736842,0.5263157894736842,0.0051280214,-37.83734512658083
342158.88372093026,7215,0.0063982084,1059886,0.004938767,21791.56732726097,0.4883720930232558,81.20840291589532,0.0,-70.6046511627907,0.22620703,20.3953488372093,84.50720853887836,15.492791461121627,83.53488372093024,0.5116279069767442,0.0063982084,-40.873144706343794
339480.38095238095,7257,0.004674632,1069945,0.0051132683,21929.20802640915,0.5238095238095238,80.60196454358291,0.0,-69.69047619047619,0.2151025,21.047619047619047,84.03239229823023,15.967607701769758,82.88095238095238,0.47619047619047616,0.004674632,-40.711152082206205
334794.1052631579,7295,0.0028122345,1079982,0.00415932,22058.155424118042,0.34210526315789475,79.48108565841423,0.0,-68.65789473684211,0.2031905,22.263157894736842,83.9696548939517,16.030345106048316,81.73684210526316,0.6578947368421053,0.0028122345,-37.6357717086438
334620.44444444444,7331,0.004640037,1089857,0.0055365567,22204.715228796005,0.25,79.4407278552625,0.0,-68.58333333333333,0.21616201,22.305555555555557,83.96579332087043,16.034206679129554,81.69444444444444,0.75,0.004640037,-38.33885698713572
336303.15789473685,7369,0.0039759614,1099779,0.0041368348,22334.923995494843,0.6052631578947368,79.86459217032794,0.0,-69.42105263157895,0.22050972,21.842105263157894,84.51150030286166,15.488499697138318,82.10526315789474,0.39473684210526316,0.0039759614,-39.11194246534874
336607.1794871795,7408,0.0053615537,1109967,0.006423941,22472.491408586502,0.5897435897435898,79.89257824964889,0.0,-69.23076923076923,0.21545298,21.82051282051282,84.2584867335401,15.741513266459924,82.17948717948718,0.41025641025641024,0.0053615537,-38.418773257754765
