Tbt,AttC,TimeElapsed,MtR,MpbtA,entloss,meankl,entropy,surrgain,TimestepsSoFar,TtR,Ptt,AttNC,EpisodesSoFar,optimgain,MpbtN,Tmc,Tmt
329371.82608695654,2.347826086956522,6502.646682500839,-31.864782397371354,31.764985560529407,0.0,0.0046587265,0.3721271,0.0018792053,119807,-164.67391304347825,78.2543289843798,0.6521739130434783,2785,0.0018792053,68.23501443947059,23.58695652173913,80.41304347826087
323876.5714285714,1.0238095238095237,6617.420764684677,-29.624878801559117,36.351371019892134,0.0,0.009532106,0.40408972,0.0052848696,129796,-151.21428571428572,77.0042560524198,1.9761904761904763,2827,0.0052848696,63.64862898010785,24.928571428571427,79.07142857142857
325825.2075471698,2.5283018867924527,6749.667392730713,-33.6548861382114,30.870317263456403,0.0,0.006876532,0.37932763,0.0033888265,139954,-165.39622641509433,77.44509327952734,0.4716981132075472,2880,0.0033888265,69.12968273654359,24.452830188679247,79.54716981132076
321774.1395348837,1.2093023255813953,6867.024975776672,-29.86564045382629,35.84527151833866,0.0,0.0058854492,0.38389304,0.0022581827,149927,-151.25581395348837,76.52355213579438,1.7906976744186047,2923,0.0022581827,64.15472848166137,25.441860465116278,78.55813953488372
324587.10204081633,2.510204081632653,6995.438684225082,-31.54398097309366,32.320685105089964,0.0,0.004255422,0.37427184,0.002214858,159860,-160.89795918367346,77.16480027536929,0.4897959183673469,2972,0.002214858,67.67931489491002,24.755102040816325,79.24489795918367
319678.511627907,1.1162790697674418,7111.484266757965,-29.299183823131333,37.59714508222064,0.0,0.0057617165,0.37067786,0.0029252116,169901,-146.37209302325581,76.04632846566005,1.8837209302325582,3015,0.0029252116,62.40285491777938,25.953488372093023,78.04651162790698
322451.06382978725,2.0851063829787235,7232.952774047852,-31.204304641116813,34.992709427101076,0.0,0.005617935,0.3549814,0.0037418136,179924,-153.70212765957447,76.6792234945873,0.9148936170212766,3062,0.0037418136,65.0072905728989,25.27659574468085,78.72340425531915
321048.38095238095,1.3571428571428572,7347.557588100433,-29.62378177286372,37.644978569332224,0.0,0.009466369,0.3860327,0.004366998,189764,-146.64285714285714,76.36197211162404,1.6428571428571428,3104,0.004366998,62.355021430667755,25.61904761904762,78.38095238095238
322138.35294117645,2.2549019607843137,7473.993395090103,-31.215475451357253,35.38453197676682,0.0,0.007520911,0.33511344,0.0035598185,199971,-152.58823529411765,76.60845507454788,0.7450980392156863,3155,0.0035598185,64.61546802323318,25.352941176470587,78.6470588235294
322155.16279069765,1.1162790697674418,7590.555683851242,-29.38569292643079,38.65427226861148,0.0,0.006639029,0.36024565,0.0030575297,209820,-144.90697674418604,76.61309768827257,1.8837209302325582,3198,0.0030575297,61.345727731388514,25.348837209302324,78.65116279069767
319061.3333333333,2.2291666666666665,7714.869884967804,-28.959656064102848,37.40038436448041,0.0,0.005557852,0.33986562,0.0029015453,219968,-146.4375,75.90589437476207,0.7708333333333334,3246,0.0029015453,62.59961563551958,26.104166666666668,77.89583333333333
317440.0,0.7619047619047619,7834.068163871765,-29.27355891663107,37.66736324853845,0.0,0.0057677617,0.35688725,0.0027511362,229767,-145.0,75.53751590530435,2.238095238095238,3288,0.0027511362,62.332636751461536,26.5,77.5
321492.42553191487,1.6808510638297873,7949.723421573639,-29.038930985743427,38.487368502194805,0.0,0.004728325,0.35565853,0.0032220336,239991,-145.0212765957447,76.46208412678682,1.3191489361702127,3335,0.0032220336,61.51263149780519,25.51063829787234,78.48936170212765
315764.36363636365,1.5681818181818181,8065.737232208252,-27.36190798088255,41.21880572363139,0.0,0.003188925,0.3468769,0.0018768046,249953,-135.95454545454547,75.1409598130487,1.4318181818181819,3379,0.0018768046,58.78119427636857,26.931818181818183,77.0909090909091
321163.63636363635,1.75,8182.60862660408,-29.433255574785562,37.403162837044995,0.0,0.007338082,0.32737666,0.0030793843,259894,-147.61363636363637,76.38378259678656,1.25,3423,0.0030793843,62.59683716295501,25.59090909090909,78.4090909090909
317678.1395348837,0.6046511627906976,8300.124963521957,-29.196922893020268,37.57068908791092,0.0,0.008302614,0.36277676,0.00353251,269821,-145.32558139534885,75.59205069918985,2.395348837209302,3466,0.00353251,62.429310912089086,26.441860465116278,77.55813953488372
318063.3043478261,1.7173913043478262,8416.772383213043,-28.66409866775076,39.69209189821087,0.0,0.004538615,0.3358632,0.0028114289,279892,-140.8695652173913,75.66495753283668,1.2826086956521738,3512,0.0028114289,60.307908101789145,26.369565217391305,77.65217391304348
317160.7272727273,0.9772727272727273,8530.557780265808,-28.066634680092566,41.01557321647502,0.0,0.006755247,0.35866708,0.0026529562,289808,-137.11363636363637,75.47378077230519,2.022727272727273,3556,0.0026529562,58.98442678352497,26.568181818181817,77.43181818181819
316994.7826086957,1.6521739130434783,8645.16323852539,-27.4590532408429,41.451826637397836,0.0,0.0033719698,0.34900984,0.002006492,299833,-136.04347826086956,75.43823339768564,1.3478260869565217,3602,0.002006492,58.54817336260216,26.608695652173914,77.3913043478261
316939.3777777778,1.3111111111111111,8760.170880794525,-26.209904814856333,43.91594343805757,0.0,0.0053679254,0.36504993,0.0031973033,309805,-130.13333333333333,75.39633609873088,1.6888888888888889,3647,0.0031973033,56.08405656194243,26.666666666666668,77.37777777777778
321625.04347826086,2.130434782608696,8878.090299367905,-28.390333781037892,38.8540939182954,0.0,0.003740987,0.34805006,0.0017307434,319841,-144.19565217391303,76.49185345437421,0.8695652173913043,3693,0.0017307434,61.1459060817046,25.47826086956522,78.52173913043478
316211.2,0.7111111111111111,8994.181750535965,-26.63495028324855,43.178975322382236,0.0,0.007919426,0.36343548,0.0035605163,329940,-131.53333333333333,75.24382758779885,2.2888888888888888,3738,0.0035605163,56.82102467761776,26.822222222222223,77.2
320467.47826086957,1.8478260869565217,9107.75012755394,-28.763657311025213,38.70314738844093,0.0,0.0033984792,0.3967189,0.0020750733,339964,-144.19565217391303,76.22872375522198,1.1521739130434783,3784,0.0020750733,61.29685261155906,25.76086956521739,78.23913043478261
314857.73913043475,2.0,9224.297732830048,-28.24363571917881,37.81438219117955,0.0,0.004516975,0.3837872,0.0026004822,349861,-143.6086956521739,74.94691015738886,1.0,3830,0.0026004822,62.185617808820446,27.130434782608695,76.8695652173913
314234.4347826087,1.6956521739130435,9343.274765491486,-27.45879959443328,41.02785600023637,0.0,0.0022602822,0.3699401,0.0014599579,359799,-135.97826086956522,74.80755689280193,1.3043478260869565,3876,0.0014599579,58.97214399976363,27.282608695652176,76.71739130434783
318703.6595744681,1.7446808510638299,9458.781619548798,-28.163585701510474,41.30549433611294,0.0,0.006726628,0.3809903,0.003358106,369902,-137.2340425531915,75.82717477399117,1.2553191489361701,3923,0.003358106,58.69450566388706,26.19148936170213,77.80851063829788
316612.08510638296,2.2127659574468086,9579.620213747025,-27.63026163361393,42.36646900270859,0.0,0.0037145072,0.35017008,0.0022673232,379861,-133.6595744680851,75.33608604634675,0.7872340425531915,3970,0.0022673232,57.6335309972914,26.72340425531915,77.29787234042553
313910.4680851064,1.4680851063829787,9693.92304635048,-26.718352405792693,43.55813616944087,0.0,0.010107557,0.38327494,0.002636732,389973,-129.82978723404256,74.7349513630327,1.5319148936170213,4017,0.002636732,56.441863830559114,27.361702127659573,76.63829787234043
314259.06382978725,2.0638297872340425,9811.823216676712,-26.680486734625447,43.21606688551832,0.0,0.0029072429,0.37598902,0.0017560333,399988,-130.6595744680851,74.81211883636456,0.9361702127659575,4064,0.0017560333,56.78393311448168,27.27659574468085,76.72340425531915
314663.8222222222,1.7555555555555555,9928.619322538376,-27.69107343075528,41.24919911430213,0.0,0.003719009,0.3755584,0.0020937196,409900,-135.73333333333332,74.8903190748315,1.2444444444444445,4109,0.0020937196,58.75080088569786,27.2,76.82222222222222
314679.652173913,1.4130434782608696,10042.814705133438,-26.221469224644565,44.95586428077046,0.0,0.013398651,0.3921576,0.0036327727,419944,-126.71739130434783,74.9088437260023,1.5869565217391304,4155,0.0036327727,55.04413571922952,27.17391304347826,76.82608695652173
320371.45098039217,2.2745098039215685,10170.672640562057,-30.611008801275442,36.54655642292066,0.0,0.0065361033,0.37582594,0.0041826274,429942,-149.2941176470588,76.20483964025772,0.7254901960784313,4206,0.0041826274,63.453443577079334,25.784313725490197,78.2156862745098
317396.42553191487,1.5319148936170213,10286.673872709274,-27.33609952864866,42.90803756435246,0.0,0.0068262527,0.34016,0.002136495,439996,-132.7659574468085,75.53089763611528,1.4680851063829787,4253,0.002136495,57.09196243564753,26.51063829787234,77.48936170212765
312024.1777777778,1.3111111111111111,10401.535692930222,-27.374553112750224,41.17509455531298,0.0,0.0043078195,0.32864583,0.001681957,449972,-134.8,74.25851434083333,1.6888888888888889,4298,0.001681957,58.82490544468702,27.88888888888889,76.17777777777778
313623.2727272727,0.9545454545454546,10519.646890640259,-26.504589710858923,43.561497719209314,0.0,0.0020242038,0.29583737,0.0012364624,459817,-129.6818181818182,74.65337163433898,2.0454545454545454,4342,0.0012364624,56.438502280790686,27.454545454545453,76.56818181818181
314663.8222222222,0.5333333333333333,10635.286940336227,-26.07804765752723,45.086252171781105,0.0,0.005082998,0.2904062,0.0026620645,469812,-126.53333333333333,74.90586445993671,2.466666666666667,4387,0.0026620645,54.913747828218895,27.177777777777777,76.82222222222222
319670.0444444445,1.0444444444444445,10750.748581171036,-27.97346890232681,40.4984093404968,0.0,0.005519638,0.33898082,0.0033319255,479975,-139.46666666666667,76.04788894296293,1.9555555555555555,4432,0.0033319255,59.5015906595032,25.955555555555556,78.04444444444445
316575.2888888889,1.1777777777777778,10867.33107829094,-27.795233924662863,41.46081586904589,0.0,0.005018179,0.28661153,0.0031260243,489795,-135.86666666666667,75.34160771820434,1.8222222222222222,4477,0.0031260243,58.53918413095411,26.711111111111112,77.28888888888889
315124.8695652174,0.4782608695652174,10984.975312709808,-27.693508205189026,41.657081216640634,0.0,0.008980848,0.3072764,0.003272432,499989,-134.7391304347826,75.01052180449011,2.5217391304347827,4523,0.003272432,58.342918783359366,27.065217391304348,76.93478260869566
315027.9111111111,1.2,11099.286408185959,-27.212313081268405,42.854018491968354,0.0,0.006896871,0.3270829,0.0024720295,509895,-131.8,74.97609160095385,1.8,4568,0.0024720295,57.14598150803163,27.11111111111111,76.91111111111111
319042.7826086957,1.6304347826086956,11214.187909126282,-26.993707279412412,43.862724604940986,0.0,0.0038297877,0.32380053,0.0025942384,519848,-131.2826086956522,75.89147564010696,1.3695652173913044,4614,0.0025942384,56.13727539505902,26.130434782608695,77.8913043478261
314026.6666666667,1.288888888888889,11326.91176700592,-27.080508542262617,42.93629665735206,0.0,0.0052788523,0.3338733,0.0029743165,529882,-131.33333333333334,74.76125323189096,1.711111111111111,4659,0.0029743165,57.06370334264794,27.333333333333332,76.66666666666667
315035.82608695654,1.6956521739130435,11441.89377784729,-26.253666786336122,45.21697815867121,0.0,0.0073193954,0.32819048,0.0037889425,539823,-126.45652173913044,74.9919163553252,1.3043478260869565,4705,0.0037889425,54.78302184132879,27.08695652173913,76.91304347826087
308158.6382978723,1.872340425531915,11559.745145082474,-25.76726608982762,44.76809785620497,0.0,0.004916912,0.34703165,0.0019700318,549943,-124.7872340425532,73.37919603679913,1.127659574468085,4752,0.0019700318,55.23190214379504,28.829787234042552,75.23404255319149
317222.12765957444,1.9361702127659575,11678.407257556915,-28.016305296412103,40.187176441637114,0.0,0.006575127,0.37568542,0.0030988138,559808,-139.08510638297872,75.48835177967635,1.0638297872340425,4799,0.0030988138,59.81282355836287,26.5531914893617,77.44680851063829
315477.3333333333,2.0416666666666665,11796.679436445236,-27.19974827544654,40.8232517299298,0.0,0.0054535987,0.34736052,0.0025416086,569941,-136.75,75.09107142395867,0.9583333333333334,4847,0.0025416086,59.176748270070185,26.979166666666668,77.02083333333333
312720.6956521739,0.8913043478260869,11910.927970409393,-26.100383196007225,44.54287864457524,0.0,0.012448425,0.3703767,0.004474524,579950,-127.17391304347827,74.43470774318996,2.108695652173913,4893,0.004474524,55.45712135542477,27.695652173913043,76.34782608695652
315304.8510638298,1.9574468085106382,12031.09439778328,-27.215635897043462,43.39083801519797,0.0,0.005212148,0.33140722,0.0019197713,589779,-131.04255319148936,75.03875695367014,1.0425531914893618,4940,0.0019197713,56.60916198480203,27.04255319148936,76.97872340425532
312516.08510638296,1.8936170212765957,12146.903872966766,-26.40288201745326,43.914033065746004,0.0,0.0043370086,0.34632874,0.002457137,599962,-128.29787234042553,74.40158018775787,1.1063829787234043,4987,0.002457137,56.085966934253996,27.72340425531915,76.29787234042553
311474.0869565217,1.7608695652173914,12261.725507736206,-25.471604110203465,45.21847161690031,0.0,0.0027046518,0.32738504,0.00139369,609929,-125.28260869565217,74.17658804129486,1.2391304347826086,5033,0.00139369,54.78152838309969,27.956521739130434,76.04347826086956
316960.6808510638,1.7659574468085106,12378.120038032532,-26.903308267817582,43.05925527369127,0.0,0.00722363,0.3345721,0.002977777,620000,-132.06382978723406,75.43046647009292,1.2340425531914894,5080,0.002977777,56.94074472630874,26.617021276595743,77.38297872340425
313844.6222222222,0.9111111111111111,12487.384582042694,-25.397703486750302,46.133898166253736,0.0,0.0059188344,0.33521223,0.0025798802,629753,-124.0,74.70597546066838,2.088888888888889,5125,0.0025798802,53.866101833746285,27.4,76.62222222222222
315479.1489361702,1.5106382978723405,12599.78558588028,-27.241321900564426,42.365523494882346,0.0,0.008162627,0.32482743,0.0024781637,639922,-133.3404255319149,75.07712605517396,1.4893617021276595,5172,0.0024781637,57.63447650511767,27.0,77.02127659574468
310840.8888888889,0.8222222222222222,12714.400144577026,-25.027273193887407,46.833725978676476,0.0,0.006329703,0.3106485,0.0018865672,649814,-121.0,74.01928096989421,2.1777777777777776,5217,0.0018865672,53.166274021323524,28.133333333333333,75.88888888888889
311731.74468085106,1.0425531914893618,12827.54286289215,-25.62139812127062,45.67985872954263,0.0,0.0077831615,0.3143045,0.0032161623,659834,-124.2127659574468,74.23864338411529,1.9574468085106382,5264,0.0032161623,54.32014127045736,27.893617021276597,76.1063829787234
309845.3333333333,1.5625,12944.182790279388,-24.97520701085226,47.25113718001173,0.0,0.0047794445,0.25462058,0.0025886714,669885,-119.75,73.79280686443666,1.4375,5312,0.0025886714,52.74886281998827,28.375,75.64583333333333
308420.08510638296,0.574468085106383,13059.121901035309,-25.332080407533553,46.746815594843206,0.0,0.009014602,0.29238832,0.0044942535,679866,-120.38297872340425,73.43960128611532,2.425531914893617,5359,0.0044942535,53.25318440515679,28.76595744680851,75.29787234042553
309204.42553191487,1.1063829787234043,13170.830607891083,-24.630111721841534,48.67624557035205,0.0,0.006940629,0.27720997,0.0039185816,689860,-116.55319148936171,73.61896861407844,1.8936170212765957,5406,0.0039185816,51.32375442964795,28.574468085106382,75.48936170212765
307810.0425531915,1.0425531914893618,13285.107010602951,-24.699580470330954,47.65276008021911,0.0,0.007681307,0.25183737,0.0030528503,699982,-117.95744680851064,73.32862216984458,1.9574468085106382,5453,0.0030528503,52.34723991978089,28.872340425531913,75.14893617021276
308624.6956521739,0.5869565217391305,13399.53927731514,-24.761042181999425,48.53864729535554,0.0,0.010315532,0.2928243,0.004904347,709840,-116.28260869565217,73.51460187400475,2.4130434782608696,5499,0.004904347,51.46135270464445,28.67391304347826,75.34782608695652
311644.59574468085,1.702127659574468,13510.102008342743,-24.74335655071741,47.907988661544344,0.0,0.0061119255,0.2637622,0.0030990555,719798,-118.91489361702128,74.20422911310263,1.297872340425532,5546,0.0030990555,52.09201133845566,27.93617021276596,76.08510638297872
311028.8695652174,1.5,13621.968573093414,-24.920589772702428,47.26966995822591,0.0,0.0067421612,0.24377885,0.0028783188,729793,-120.19565217391305,74.04906373093073,1.5,5592,0.0028783188,52.73033004177409,28.108695652173914,75.93478260869566
308224.0,0.9583333333333334,13735.76782822609,-24.949994591552585,47.846931738198634,0.0,0.006938349,0.25869396,0.0025977767,739970,-117.75,73.42310525437276,2.0416666666666665,5640,0.0025977767,52.153068261801366,28.770833333333332,75.25
309960.347826087,1.065217391304348,13849.1463098526,-24.445128510838664,47.8263179128616,0.0,0.0061139823,0.2407453,0.0034437322,749961,-118.5,73.81914320899408,1.934782608695652,5686,0.0034437322,52.1736820871384,28.347826086956523,75.67391304347827
310405.5652173913,0.6739130434782609,13964.82561135292,-25.512553505386386,46.15682906878222,0.0,0.0067727407,0.23501033,0.0010649821,759967,-122.80434782608695,73.87786977129954,2.3260869565217392,5732,0.0010649821,53.84317093121778,28.304347826086957,75.78260869565217
313025.4222222222,0.5111111111111111,14077.526569604874,-24.56272821129618,48.74698294313437,0.0,0.005551766,0.24580337,0.0018776784,769852,-117.6,74.5189709538157,2.488888888888889,5777,0.0018776784,51.25301705686563,27.6,76.42222222222222
308713.73913043475,0.8260869565217391,14191.01745223999,-24.919931504335413,47.31052148950359,0.0,0.006885488,0.24989241,0.003768571,779835,-119.02173913043478,73.520082109018,2.1739130434782608,5823,0.003768571,52.6894785104964,28.67391304347826,75.3695652173913
309814.4680851064,0.9787234042553191,14308.55248785019,-25.127737831996345,46.90635852593768,0.0,0.006506159,0.24308382,0.0022747212,789902,-120.38297872340425,73.77244352692774,2.021276595744681,5870,0.0022747212,53.09364147406233,28.404255319148938,75.63829787234043
308713.73913043475,0.8695652173913043,14423.719851732254,-25.544746954414816,45.99439918230753,0.0,0.008530613,0.26535118,0.0027173483,799943,-122.41304347826087,73.50658740854495,2.130434782608696,5916,0.0027173483,54.00560081769246,28.695652173913043,75.3695652173913
314323.47826086957,1.108695652173913,14539.842539310455,-27.0331802422083,43.22291296381687,0.0,0.0060837595,0.24262428,0.002785663,809766,-130.95652173913044,74.80019561874983,1.891304347826087,5962,0.002785663,56.777087036183126,27.304347826086957,76.73913043478261
311964.7346938776,0.46938775510204084,14651.928885698318,-25.419200631772977,47.3906140919833,0.0,0.007790947,0.2509983,0.003334249,819909,-120.12244897959184,74.29332968415618,2.5306122448979593,6011,0.003334249,52.60938590801671,27.836734693877553,76.16326530612245
307722.89361702127,1.297872340425532,14766.80168557167,-25.14731091764728,47.072444416126224,0.0,0.0075034043,0.22513224,0.004105322,829807,-119.23404255319149,73.2957551666291,1.702127659574468,6058,0.004105322,52.92755558387379,28.914893617021278,75.12765957446808
309333.3333333333,0.5625,14881.33068203926,-24.933834166048484,48.664505107763766,0.0,0.007979353,0.2576005,0.0035508056,839973,-116.3125,73.67830034237936,2.4375,6106,0.0035508056,51.335494892236234,28.5,75.52083333333333
307897.1914893617,1.0425531914893618,14995.683853626251,-24.876026299284415,47.591320980013805,0.0,0.0065088673,0.24455817,0.0031900543,849975,-118.08510638297872,73.32226703415635,1.9574468085106382,6153,0.0031900543,52.408679019986195,28.893617021276597,75.17021276595744
305330.0869565217,0.8043478260869565,15110.824007987976,-23.36991331906506,50.01006003060238,0.0,0.010888381,0.25858685,0.002989848,859890,-111.65217391304348,72.691106342237,2.1956521739130435,6199,0.002989848,49.98993996939762,29.58695652173913,74.54347826086956
315914.89361702127,1.6382978723404256,15227.548639297485,-25.44688104970279,45.33339741497546,0.0,0.01307135,0.19128686,0.0027281516,869784,-126.70212765957447,75.19091562803958,1.3617021276595744,6246,0.0027281516,54.66660258502454,26.872340425531913,77.12765957446808
308138.6666666667,0.375,15341.770199298859,-24.743027324356518,48.18448073907757,0.0,0.0059138373,0.21337262,0.0011165004,879852,-116.875,73.37695245862022,2.625,6294,0.0011165004,51.81551926092245,28.833333333333332,75.22916666666667
311208.8510638298,0.46808510638297873,15455.922283411026,-25.150521616010575,47.96023406964937,0.0,0.010229824,0.26355127,0.0043269116,889999,-118.59574468085107,74.10378914206996,2.5319148936170213,6341,0.0043269116,52.03976593035063,28.04255319148936,75.97872340425532
316699.2340425532,1.0425531914893618,15568.173507928848,-25.78037057977713,47.28702212418316,0.0,0.008669689,0.2627717,0.0028009394,899948,-122.29787234042553,75.37304507865825,1.9574468085106382,6388,0.0028009394,52.71297787581685,26.680851063829788,77.31914893617021
307110.95652173914,1.8478260869565217,15683.115892648697,-24.862037174703982,45.090074514436516,0.0,0.00813361,0.22556841,0.003171102,909964,-123.65217391304348,73.11144600606504,1.1521739130434783,6434,0.003171102,54.909925485563484,29.130434782608695,74.97826086956522
309204.42553191487,1.1063829787234043,15799.34457707405,-25.18463405511559,47.49217259113357,0.0,0.005684382,0.24026504,0.0017137354,919890,-119.17021276595744,73.64687219901032,1.8936170212765957,6481,0.0017137354,52.50782740886644,28.53191489361702,75.48936170212765
308768.6808510638,0.8723404255319149,15913.274780511856,-24.330112035809446,48.60262133404965,0.0,0.007673243,0.21750003,0.0020296515,929995,-116.29787234042553,73.52010983005835,2.127659574468085,6528,0.0020296515,51.39737866595035,28.680851063829788,75.38297872340425
308713.73913043475,0.6739130434782609,16025.454956293106,-24.506499392467504,48.20406068488558,0.0,0.008645136,0.25013745,0.0025659206,939828,-117.1304347826087,73.50628986500132,2.3260869565217392,6574,0.0025659206,51.79593931511441,28.695652173913043,75.3695652173913
307287.1489361702,1.3617021276595744,16139.560096263885,-24.62959355122831,47.34817885073317,0.0,0.007761035,0.2508751,0.0030578016,949918,-118.34042553191489,73.19473656479312,1.6382978723404256,6621,0.0030578016,52.65182114926683,29.02127659574468,75.02127659574468
309291.57446808513,1.4893617021276595,16255.589582681656,-25.657279146058162,44.38814980367134,0.0,0.008033449,0.22678614,0.0045327228,959836,-126.0,73.65037695602074,1.5106382978723405,6668,0.0045327228,55.611850196328675,28.53191489361702,75.51063829787235
308565.3333333333,0.8666666666666667,16369.230196475983,-23.790335087893006,48.94707380137276,0.0,0.007265217,0.23614693,0.0018466705,969842,-115.53333333333333,73.48404648353339,2.1333333333333333,6713,0.0018466705,51.05292619862724,28.711111111111112,75.33333333333333
310850.7826086957,0.6739130434782609,16480.701060295105,-25.32081117320005,45.93688605646129,0.0,0.004144884,0.23707236,0.0016279877,979875,-123.1304347826087,74.02316693063574,2.3260869565217392,6759,0.0016279877,54.0631139435387,28.130434782608695,75.8913043478261
309117.27659574465,0.46808510638297873,16594.28729915619,-24.180337278677076,49.39679604947838,0.0,0.006579918,0.2434114,0.0028521616,989881,-114.57446808510639,73.61240058275054,2.5319148936170213,6806,0.0028521616,50.6032039505216,28.574468085106382,75.46808510638297
313823.3191489362,0.8297872340425532,16707.569535255432,-26.261957472767392,45.18644554293711,0.0,0.0073835673,0.23563987,0.0021834045,999792,-126.06382978723404,74.71640379031392,2.1702127659574466,6853,0.0021834045,54.8135544570629,27.382978723404257,76.61702127659575
310947.40425531915,0.7021276595744681,16820.68302989006,-24.613045512992482,48.11082884561372,0.0,0.007138677,0.2247251,0.0031817611,1009942,-118.27659574468085,74.03095660094482,2.297872340425532,6900,0.0031817611,51.88917115438629,28.127659574468087,75.91489361702128
313910.4680851064,0.44680851063829785,16934.323813915253,-25.300689505152352,48.40763870851398,0.0,0.008699197,0.25623137,0.0041324035,1019878,-118.72340425531915,74.7207666313624,2.5531914893617023,6947,0.0041324035,51.59236129148602,27.382978723404257,76.63829787234043
310075.91489361704,0.9148936170212766,17047.794546604156,-25.262399142363194,46.64048001068649,0.0,0.008017409,0.25892138,0.0029752427,1029933,-121.08510638297872,73.8480827400936,2.0851063829787235,6994,0.0029752427,53.35951998931351,28.319148936170212,75.70212765957447
304706.7826086957,1.5434782608695652,17163.089102506638,-24.221094372760746,47.54851659818748,0.0,0.0066904197,0.24788596,0.0036089243,1039804,-116.80434782608695,72.61773180960921,1.4565217391304348,7040,0.0036089243,52.45148340181252,29.630434782608695,74.3913043478261
309640.170212766,0.9787234042553191,17277.12923026085,-24.718208139073216,46.50786593878742,0.0,0.0081511075,0.27067402,0.0028752086,1049955,-121.59574468085107,73.71718796942885,2.021276595744681,7087,0.0028752086,53.492134061212596,28.46808510638298,75.59574468085107
313038.97872340423,1.4893617021276595,17394.9521753788,-25.791869975923674,45.1708971657785,0.0,0.008668083,0.22012082,0.004206706,1059794,-126.06382978723404,74.5062063828364,1.5106382978723405,7134,0.004206706,54.82910283422149,27.617021276595743,76.42553191489361
312453.5652173913,0.5217391304347826,17506.92647266388,-24.93287169467945,46.53889792095897,0.0,0.007850182,0.22666806,0.0024373352,1069898,-122.34782608695652,74.40267560138508,2.4782608695652173,7180,0.0024373352,53.46110207904103,27.717391304347824,76.28260869565217
310316.52173913043,0.30434782608695654,17621.13502764702,-25.660595184362414,46.026790910567115,0.0,0.0070445877,0.25115857,0.002436557,1079823,-122.8695652173913,73.87296444896788,2.6956521739130435,7226,0.002436557,53.97320908943288,28.304347826086957,75.76086956521739
311028.8695652174,0.7391304347826086,17732.43918991089,-23.744600978818063,49.43269066589614,0.0,0.008477769,0.2437042,0.003109311,1089881,-115.30434782608695,74.06236577807161,2.260869565217391,7272,0.003109311,50.56730933410386,28.08695652173913,75.93478260869566
