EpisodesSoFar,MtR,meankl,TimeElapsed,AttNC,Fce,TimestepsSoFar,entloss,surrgain,optimgain,AttC,entropy,TtR
5967,23.262941283390656,0.01017476,13911.374239206314,3.5813953488372094,0.16305176993549086,1429884,0.0,9.399414e-08,9.399414e-08,6.4186046511627906,4.5619946,401.86046511627904
6007,23.885585814253314,0.008933196,13998.005124807358,3.275,0.16699999999999998,1439884,0.0,1.28479e-07,1.28479e-07,6.725,4.659492,417.5
6048,23.870642690237275,0.008933204,14082.89426779747,4.073170731707317,0.1695609756097561,1449889,0.0,1.335144e-07,1.335144e-07,5.926829268292683,4.757096,411.9512195121951
6090,24.208389866275418,0.008933204,14167.910613059998,3.9285714285714284,0.17338076852362572,1459933,0.0,3.4713744e-07,3.4713744e-07,6.071428571428571,4.854735,418.3333333333333
6131,23.919323211786327,0.008933204,14251.876241207123,4.0,0.17015781922525103,1469950,0.0,3.4484863e-08,3.4484863e-08,6.0,4.952341,415.3658536585366
6172,24.04289963039948,0.008933204,14334.114038467407,3.1219512195121952,0.17008334723566113,1479828,0.0,1.9226075e-08,1.9226075e-08,6.878048780487805,5.0498643,413.9024390243902
6213,22.959122757897365,0.008933204,14420.151790857315,3.1463414634146343,0.16216885553470922,1489841,0.0,5.332947e-08,5.332947e-08,6.853658536585366,5.147465,400.9756097560976
6255,22.706688314313094,0.008933204,14504.32414841652,3.0714285714285716,0.16419202477739064,1499897,0.0,1.3885499e-07,1.3885499e-07,6.928571428571429,5.245105,394.5238095238095
6296,22.644062890697835,0.008933196,14593.813042640686,3.1707317073170733,0.1594716981132076,1509950,0.0,3.707886e-08,3.707886e-08,6.829268292682927,5.342716,394.1463414634146
6337,25.01685958320196,0.008933204,14685.368551492691,3.7804878048780486,0.1804779391614141,1519794,0.0,2.0141602e-08,2.0141602e-08,6.219512195121951,5.44024,434.390243902439
6377,24.6865167176112,0.008933204,14773.912286520004,3.825,0.1728,1529794,0.0,5.7373047e-08,5.7373047e-08,6.175,5.537856,432.0
6417,23.219341461403637,0.008933196,14859.776822566986,3.0,0.1602,1539794,0.0,2.6245116e-08,2.6245116e-08,7.0,5.635467,400.5
6458,21.783271810498604,0.00893351,14948.035137414932,3.4634146341463414,0.15645993031358887,1549801,0.0,1.11389165e-08,1.11389165e-08,6.536585365853658,5.7329655,382.6829268292683
6502,21.11157273819877,0.01017476,15032.156568527222,2.840909090909091,0.16057991974219157,1559885,0.0,2.8915405e-08,2.8915405e-08,7.159090909090909,5.635467,364.3181818181818
6544,21.534158542853646,0.008933204,15118.372945070267,3.0476190476190474,0.15104761904761901,1569913,0.0,7.629395e-09,7.629395e-09,6.9523809523809526,5.7329655,377.6190476190476
