MpbtN,Tmt,Tbt,TtR,entropy,TimestepsSoFar,AttNC,Ptt,AttC,TimeElapsed,surrgain,meankl,Tmc,MpbtA,entloss,EpisodesSoFar,optimgain,MtR
88.35195988151354,82.89473684210526,339536.84210526315,-73.26315789473684,0.18720527,259990,0.7631578947368421,80.63824474958125,0.23684210526315788,11694.085247039795,0.0077662016,0.0037256433,21.0,11.64804011848648,0.0,4442,0.0077662016,-40.85043342993133
87.97626335271386,83.28571428571429,341138.28571428574,-73.28571428571429,0.24776576,269928,0.9428571428571428,80.94325782391262,0.05714285714285714,11803.829036712646,0.0077873594,0.00492633,20.685714285714287,12.023736647286135,0.0,4477,0.0077873594,-39.546922071045465
87.62288737864985,82.58974358974359,338287.58974358975,-72.38461538461539,0.24050373,279850,0.717948717948718,80.27433585713347,0.28205128205128205,11923.89819574356,0.0070996475,0.0028789565,21.41025641025641,12.377112621350141,0.0,4516,0.0070996475,-40.495657383266966
87.31017517746986,82.51351351351352,337975.35135135136,-72.08108108108108,0.26055586,289737,0.5675675675675675,80.22361787744553,0.43243243243243246,12042.241108179092,0.0074951705,0.003170951,21.45945945945946,12.68982482253014,0.0,4553,0.0074951705,-39.41525661793715
87.0778331189679,82.325,337203.2,-71.7,0.2127941,299967,0.675,80.06715141649399,0.325,12162.483914375305,0.0061892546,0.0028022786,21.625,12.922166881032123,0.0,4593,0.0061892546,-39.63096369663504
86.2249202105353,82.86486486486487,339414.4864864865,-71.43243243243244,0.2440562,309987,0.7567567567567568,80.57237503310476,0.24324324324324326,12285.353522062302,0.009938253,0.003405388,21.08108108108108,13.775079789464671,0.0,4630,0.009938253,-39.7396111895783
86.24659399958922,83.0,339968.0,-71.6,0.26478085,319914,0.625,80.71407389023042,0.375,12406.60575413704,0.0071044527,0.0027335358,20.925,13.753406000410772,0.0,4670,0.0071044527,-40.05391412877832
87.30138420131983,82.6829268292683,338669.26829268294,-72.1951219512195,0.2295692,329984,0.6341463414634146,80.41829140240466,0.36585365853658536,12531.11535191536,0.0073390426,0.0024435136,21.24390243902439,12.698615798680189,0.0,4711,0.0073390426,-41.0683376156758
86.68291668157694,82.64102564102564,338497.641025641,-71.66666666666667,0.24287803,339849,0.6666666666666666,80.38144117024024,0.3333333333333333,12655.684978485107,0.0065926393,0.0016864117,21.28205128205128,13.317083318423078,0.0,4750,0.0065926393,-40.82798639328166
87.30059521349408,82.58974358974359,338287.58974358975,-72.1025641025641,0.24370842,349908,0.7692307692307693,80.33413469404724,0.23076923076923078,12776.047777891159,0.0084970165,0.004486869,21.333333333333332,12.699404786505937,0.0,4789,0.0084970165,-41.01090564449412
85.87501411801453,82.61538461538461,338392.6153846154,-70.94871794871794,0.24409042,359775,0.5641025641025641,80.29915272214704,0.4358974358974359,12899.138610363007,0.007876508,0.002765405,21.384615384615383,14.124985881985449,0.0,4828,0.007876508,-40.095847908960145
86.08932504237013,83.34210526315789,341369.2631578947,-71.76315789473684,0.25427732,369746,0.6052631578947368,81.01546800838365,0.39473684210526316,13025.190794229507,0.009994113,0.003478334,20.605263157894736,13.910674957629857,0.0,4866,0.009994113,-39.40981848101015
85.9032902794483,82.425,337612.8,-70.825,0.23453945,379942,0.575,80.16044944295808,0.425,13144.493649482727,0.0067054857,0.002772839,21.525,14.096709720551704,0.0,4906,0.0067054857,-40.30274900538094
86.6018437254812,83.0,339968.0,-71.9,0.22157383,389913,0.475,80.69366370275786,0.525,13270.266899347305,0.0059691956,0.0026336098,20.95,13.39815627451882,0.0,4946,0.0059691956,-40.27259922629265
86.60322566502697,82.45945945945945,337753.9459459459,-71.43243243243244,0.24273394,399753,0.7027027027027027,80.17402775443216,0.2972972972972973,13394.043974399567,0.0071599944,0.0025445125,21.513513513513512,13.396774334973015,0.0,4983,0.0071599944,-39.84362518792959
86.24869310657716,83.1219512195122,340467.51219512196,-71.70731707317073,0.23113789,409947,0.6097560975609756,80.84519906364629,0.3902439024390244,13513.56469988823,0.007216235,0.0023093894,20.78048780487805,13.751306893422829,0.0,5024,0.007216235,-40.98135290081004
87.18920512923205,82.7,338739.2,-72.1,0.22074912,419798,0.6,80.41420775294782,0.4,13644.61139178276,0.011123019,0.005159569,21.25,12.810794870767953,0.0,5064,0.011123019,-42.16047431804196
85.48040842580318,82.76315789473684,338997.8947368421,-70.73684210526316,0.21054912,429854,0.5,80.45383458192755,0.5,13764.659587144852,0.006591467,0.0031734821,21.210526315789473,14.5195915741968,0.0,5102,0.006591467,-39.147434985614034
86.54511707346033,83.1842105263158,340722.5263157895,-72.02631578947368,0.2255722,439833,0.631578947368421,80.84760362048438,0.3684210526315789,13882.374019145966,0.007254593,0.0027281079,20.789473684210527,13.454882926539653,0.0,5140,0.007254593,-39.804977993023556
86.92916104162802,82.78947368421052,339105.6842105263,-71.94736842105263,0.2412883,449846,0.5,80.50069040724165,0.5,14000.67419886589,0.0076986817,0.0034631642,21.157894736842106,13.070838958371981,0.0,5178,0.0076986817,-39.95798009079315
86.12376136115503,83.44736842105263,341800.4210526316,-71.86842105263158,0.244089,459929,0.631578947368421,81.11261947869876,0.3684210526315789,14119.051738023758,0.010102346,0.004377923,20.5,13.876238638844974,0.0,5216,0.010102346,-39.76364855411996
86.64486238506366,82.97435897435898,339862.9743589744,-71.87179487179488,0.23772348,469853,0.48717948717948717,80.67213490222858,0.5128205128205128,14237.405218839645,0.0071464996,0.0032563263,20.974358974358974,13.355137614936362,0.0,5255,0.0071464996,-39.87751482810879
86.54237966193804,82.7,338739.2,-71.575,0.24257119,479822,0.575,80.39766064637342,0.425,14366.38442659378,0.0079319645,0.0031102512,21.275,13.457620338061972,0.0,5295,0.0079319645,-40.38999901890651
86.76984802618058,83.125,340480.0,-72.15,0.23379126,489822,0.525,80.81170014862386,0.475,14485.854195356369,0.008051554,0.0030850994,20.825,13.230151973819423,0.0,5335,0.008051554,-40.631876521543745
85.28412018150193,82.84615384615384,339337.8461538461,-70.66666666666667,0.23390087,499901,0.717948717948718,80.55302866260932,0.28205128205128205,14601.106692790985,0.009078198,0.0041498085,21.102564102564102,14.71587981849806,0.0,5374,0.009078198,-40.07577629749263
86.30102172940428,82.375,337408.0,-71.075,0.24404688,509819,0.525,80.11414128174776,0.475,14730.860237121582,0.008405771,0.003592546,21.575,13.698978270595735,0.0,5414,0.008405771,-40.20531896180531
85.99983074976682,82.64102564102564,338497.641025641,-71.05128205128206,0.25985414,519775,0.48717948717948717,80.34133585291352,0.5128205128205128,14853.798377752304,0.008665426,0.003745091,21.333333333333332,14.000169250233203,0.0,5453,0.008665426,-39.018369079185845
85.73585752815606,82.475,337817.6,-70.725,0.21329698,529945,0.5,80.24383147986971,0.5,14978.435279846191,0.008483395,0.0032338828,21.425,14.26414247184394,0.0,5493,0.008483395,-39.2646902506509
86.83024403715207,82.15,336486.4,-71.325,0.23699306,539766,0.45,79.88465539123277,0.55,15107.841049194336,0.008408356,0.0034955677,21.825,13.169755962847939,0.0,5533,0.008408356,-39.93016191235161
87.06318777008212,82.6829268292683,338669.26829268294,-72.0,0.18547238,549827,0.5365853658536586,80.41614677357946,0.4634146341463415,15234.890227794647,0.010139563,0.0039029126,21.24390243902439,12.93681222991787,0.0,5574,0.010139563,-40.878993864016145
87.2820389884975,83.02777777777777,340081.77777777775,-72.47222222222223,0.2222067,559865,0.8333333333333334,80.6807073967543,0.16666666666666666,15351.567611455917,0.008712601,0.0036865699,20.97222222222222,12.717961011502496,0.0,5610,0.008712601,-39.53279403289392
86.57325259333432,82.39473684210526,337488.84210526315,-71.34210526315789,0.20496638,569806,0.631578947368421,80.09227120433522,0.3684210526315789,15475.182334899902,0.008140643,0.0031028006,21.605263157894736,13.426747406665692,0.0,5648,0.008140643,-39.28507563529212
87.07390051453126,82.67567567567568,338639.5675675676,-72.02702702702703,0.23550689,579974,0.7567567567567568,80.35288677221168,0.24324324324324326,15587.622838973999,0.006550833,0.0029955436,21.324324324324323,12.926099485468745,0.0,5685,0.006550833,-38.57163538165241
87.61638767158816,82.86842105263158,339429.05263157893,-72.63157894736842,0.21517268,589976,0.7894736842105263,80.55299518576527,0.21052631578947367,15708.151851177216,0.007176648,0.0025632782,21.105263157894736,12.383612328411816,0.0,5723,0.007176648,-40.423683272920464
86.59747284123684,82.75,338944.0,-71.66666666666667,0.24234077,599986,0.8333333333333334,80.42198236805129,0.16666666666666666,15823.136980056763,0.009020731,0.0039773947,21.25,13.402527158763165,0.0,5759,0.009020731,-39.302897963648746
87.15503692558526,82.28205128205128,337027.28205128206,-71.74358974358974,0.22618169,609958,0.6410256410256411,80.04709008127068,0.358974358974359,15941.648087739944,0.0073362733,0.0026788716,21.641025641025642,12.844963074414732,0.0,5798,0.0073362733,-39.7492473369578
86.38115265402723,81.92105263157895,335548.63157894736,-70.78947368421052,0.2541997,619946,0.7368421052631579,79.67298079758311,0.2631578947368421,16066.040165901184,0.008018484,0.0033889988,22.05263157894737,13.618847345972789,0.0,5836,0.008018484,-39.78656811402832
86.72207099839981,82.275,336998.4,-71.35,0.20663881,629765,0.75,80.00084782029451,0.25,16196.000262498856,0.0075595262,0.0042451033,21.7,13.27792900160018,0.0,5876,0.0075595262,-41.138480896718
85.96848845552586,82.91891891891892,339635.8918918919,-71.32432432432432,0.271714,639689,0.7567567567567568,80.62118506731295,0.24324324324324326,16312.76833820343,0.009087407,0.0054237167,21.027027027027028,14.031511544474146,0.0,5913,0.009087407,-39.3656273499754
86.77752942376422,83.075,340275.2,-72.15,0.20249434,649738,0.75,80.82266759702567,0.25,16433.82200026512,0.0075758058,0.004634508,20.8,13.222470576235764,0.0,5953,0.0075758058,-41.61898043210456
86.68713845395531,83.02631578947368,340075.7894736842,-71.97368421052632,0.21058987,659899,0.8421052631578947,80.72134580615706,0.15789473684210525,16551.417310237885,0.0071840165,0.002872145,20.92105263157895,13.312861546044694,0.0,5991,0.0071840165,-40.2727225468189
86.28812683314653,82.27027027027027,336979.02702702704,-71.02702702702703,0.24144131,669858,0.6756756756756757,80.01883652576822,0.32432432432432434,16664.99079489708,0.007699524,0.004076702,21.675675675675677,13.711873166853481,0.0,6028,0.007699524,-38.77316437821313
86.77940458417655,82.26315789473684,336949.8947368421,-71.42105263157895,0.22583328,679968,0.7105263157894737,80.01047520627701,0.2894736842105263,16785.6742477417,0.008525324,0.0033768958,21.68421052631579,13.220595415823432,0.0,6066,0.008525324,-39.17797623818802
87.19451053973967,82.29729729729729,337089.7297297297,-71.8108108108108,0.23788145,689913,0.6756756756756757,80.06269283246364,0.32432432432432434,16903.298181533813,0.007898669,0.003677143,21.62162162162162,12.80548946026033,0.0,6103,0.007898669,-39.67866575903969
84.74940533471988,82.5,337920.0,-69.92105263157895,0.23667993,699806,0.631578947368421,80.1904934073254,0.3684210526315789,17022.213612556458,0.007881879,0.003616283,21.5,15.25059466528011,0.0,6141,0.007881879,-38.73214935712852
86.07795811431764,82.25641025641026,336922.25641025644,-70.84615384615384,0.21519077,709942,0.6410256410256411,79.9833409698105,0.358974358974359,17144.05353975296,0.008484253,0.0037008203,21.71794871794872,13.922041885682342,0.0,6180,0.008484253,-39.72605090202763
86.14088848439636,83.23684210526316,340938.1052631579,-71.71052631578948,0.23675278,719848,0.6842105263157895,80.958440888365,0.3157894736842105,17266.881849765778,0.008316999,0.0035067901,20.657894736842106,13.859111515603667,0.0,6218,0.008316999,-39.860160548057756
86.08804038306955,82.78947368421052,339105.6842105263,-71.3157894736842,0.2505315,729948,0.7631578947368421,80.49908106642357,0.23684210526315788,17384.108182668686,0.008617898,0.004092418,21.157894736842106,13.911959616930437,0.0,6256,0.008617898,-39.42596488350311
85.8782072175304,82.42105263157895,337596.63157894736,-70.78947368421052,0.21597263,739872,0.6578947368421053,80.13838912926971,0.34210526315789475,17505.346091985703,0.0070294924,0.0031931926,21.55263157894737,14.121792782469598,0.0,6294,0.0070294924,-39.391832333403684
86.77049905491829,83.02702702702703,340078.7027027027,-72.05405405405405,0.23926997,749698,0.7297297297297297,80.70281124744241,0.2702702702702703,17625.93931555748,0.009041922,0.0043557817,20.945945945945947,13.229500945081698,0.0,6331,0.009041922,-40.21289555498829
84.81024389803518,83.02380952380952,340065.5238095238,-70.42857142857143,0.21883479,759971,0.38095238095238093,80.67937348692877,0.6190476190476191,17747.24646806717,0.008784131,0.0031336276,20.976190476190474,15.189756101964798,0.0,6373,0.008784131,-39.629842344435346
86.78966386879567,82.97368421052632,339860.2105263158,-72.02631578947368,0.24641147,769967,0.631578947368421,80.67312370370401,0.3684210526315789,17868.04057908058,0.008211932,0.0037535194,20.973684210526315,13.210336131204338,0.0,6411,0.008211932,-39.560753767224554
85.15633920030984,82.36842105263158,337381.05263157893,-70.1842105263158,0.2335994,779789,0.39473684210526316,80.08699129276658,0.6052631578947368,17992.335045337677,0.007480344,0.003042795,21.605263157894736,14.84366079969015,0.0,6449,0.007480344,-39.10316248160486
86.74606169953942,83.07894736842105,340291.36842105264,-72.10526315789474,0.24818633,789819,0.7631578947368421,80.80847641282192,0.23684210526315788,18108.09930753708,0.008953852,0.0032930875,20.81578947368421,13.253938300460579,0.0,6487,0.008953852,-40.017818636686
85.40492308221617,82.97560975609755,339868.0975609756,-70.8780487804878,0.25358364,799922,0.5609756097560976,80.65152970919829,0.43902439024390244,18229.56276035309,0.011143778,0.004402531,21.0,14.59507691778387,0.0,6528,0.011143778,-40.18115547027749
84.38113516465505,83.10526315789474,340399.15789473685,-70.15789473684211,0.28852752,809731,0.6578947368421053,80.815105155524,0.34210526315789475,18352.931938886642,0.008331305,0.005063636,20.81578947368421,15.618864835344933,0.0,6566,0.008331305,-39.06868729463539
84.56529076194596,82.15,336486.4,-69.5,0.28518477,819924,0.6,79.9044060513647,0.4,18468.872554063797,0.0077093,0.0035226857,21.8,15.43470923805405,0.0,6606,0.0077093,-38.88504127206072
83.82543933317723,82.63414634146342,338469.46341463417,-69.26829268292683,0.28398126,829915,0.36585365853658536,80.3529305141957,0.6341463414634146,18599.17964744568,0.0065302122,0.0030528903,21.317073170731707,16.174560666822774,0.0,6647,0.0065302122,-38.9396513340088
83.97271539650039,83.23255813953489,340920.5581395349,-69.93023255813954,0.22527617,839775,0.32558139534883723,80.90729764682645,0.6744186046511628,18729.11038017273,0.009949326,0.004735242,20.72093023255814,16.027284603499584,0.0,6690,0.009949326,-40.63649884502399
84.14078481728042,82.575,338227.2,-69.475,0.27389476,849879,0.45,80.26128112257716,0.55,18850.0355989933,0.009047336,0.004986406,21.425,15.859215182719566,0.0,6730,0.009047336,-38.958403111611105
85.35281275082828,82.44186046511628,337681.8604651163,-70.37209302325581,0.23034419,859838,0.3023255813953488,80.13694770201481,0.6976744186046512,18982.606004714966,0.008468355,0.003818448,21.558139534883722,14.647187249171738,0.0,6773,0.008468355,-40.06032336215048
84.32187575576793,82.8,339148.8,-69.8,0.24798457,869824,0.35,80.50948801760921,0.65,19103.688488721848,0.0077401977,0.0044712364,21.15,15.678124244232043,0.0,6813,0.0077401977,-39.46342883258313
85.30786344274688,82.75,338944.0,-70.625,0.23969042,879764,0.575,80.46188744694535,0.425,19224.8173456192,0.0068865037,0.0034170807,21.2,14.69213655725313,0.0,6853,0.0068865037,-40.09622946129887
85.30222657466199,82.95,339763.2,-70.75,0.24965703,889946,0.575,80.62944691643872,0.425,19345.253414154053,0.008110696,0.0034623123,21.025,14.697773425338022,0.0,6893,0.008110696,-39.20695208255726
86.28064397983263,82.63414634146342,338469.46341463417,-71.29268292682927,0.22331995,899995,0.5365853658536586,80.3355615589785,0.4634146341463415,19468.84683394432,0.008596502,0.00288976,21.341463414634145,13.719356020167359,0.0,6934,0.008596502,-40.24436289438502
84.60942938716352,82.29729729729729,337089.7297297297,-69.62162162162163,0.24307744,909980,0.7027027027027027,80.02303956210658,0.2972972972972973,19586.46438908577,0.008965408,0.0037934494,21.675675675675677,15.390570612836486,0.0,6971,0.008965408,-38.42861050356712
84.22187188564635,81.67567567567568,334543.5675675676,-68.83783783783784,0.22360435,919956,0.8378378378378378,79.44428836230028,0.16216216216216217,19708.07354283333,0.0064016157,0.0036030628,22.2972972972973,15.778128114353665,0.0,7008,0.0064016157,-39.08312938055161
85.77507121385106,83.29729729729729,341185.7297297297,-71.45945945945945,0.23721634,929888,0.8378378378378378,81.05864918621825,0.16216216216216217,19819.937450647354,0.007945494,0.0035651864,20.54054054054054,14.224928786148956,0.0,7045,0.007945494,-39.77144701744657
86.98072868320352,83.70731707317073,342865.1707317073,-72.82926829268293,0.2292131,939845,0.6585365853658537,81.35261478277393,0.34146341463414637,19942.424731731415,0.0116597535,0.0039195158,20.24390243902439,13.019271316796463,0.0,7086,0.0116597535,-41.854409543723264
84.31436319025899,82.43243243243244,337643.24324324325,-69.51351351351352,0.2410847,949826,0.6216216216216216,80.16884018859926,0.3783783783783784,20059.109647750854,0.007893452,0.0038398667,21.513513513513512,15.685636809741014,0.0,7123,0.007893452,-38.68486275332771
84.87289555963675,82.70270270270271,338750.2702702703,-70.21621621621621,0.22451553,959804,0.8648648648648649,80.37914806234716,0.13513513513513514,20178.327934980392,0.0064957496,0.0030528114,21.2972972972973,15.12710444036325,0.0,7160,0.0064957496,-38.58247987305782
85.77488125227396,82.52631578947368,338027.7894736842,-70.8157894736842,0.21842876,969769,0.6578947368421053,80.29515572069167,0.34210526315789475,20296.38094997406,0.009400277,0.0035970742,21.36842105263158,14.225118747726041,0.0,7198,0.009400277,-39.37335929129982
84.21027174123405,81.69444444444444,334620.44444444444,-68.80555555555556,0.24468394,979734,0.7222222222222222,79.44088888818214,0.2777777777777778,20420.543068885803,0.007830736,0.0037962722,22.305555555555557,15.78972825876595,0.0,7234,0.007830736,-37.55835267701635
83.98779403842428,81.41666666666667,333482.6666666667,-68.41666666666667,0.27606338,989900,0.75,79.18197857772333,0.25,20531.466138362885,0.0112185795,0.005940725,22.583333333333332,16.01220596157573,0.0,7270,0.0112185795,-37.267719653227815
85.08735800650814,82.3,337100.8,-70.05,0.24140738,999874,0.55,80.02461988462443,0.45,20650.21595811844,0.008025893,0.0037038345,21.675,14.912641993491865,0.0,7310,0.008025893,-39.54917328292681
84.49614194742344,81.66666666666667,334506.6666666667,-69.02564102564102,0.23105,1009914,0.41025641025641024,79.453715854287,0.5897435897435898,20778.389592170715,0.007588446,0.0034712525,22.28205128205128,15.503858052576566,0.0,7349,0.007588446,-38.16074725104491
84.82902289630898,82.02564102564102,335977.0256410256,-69.58974358974359,0.2497698,1019881,0.358974358974359,79.76925597554646,0.6410256410256411,20901.442712306976,0.010538095,0.004993835,21.94871794871795,15.170977103691015,0.0,7388,0.010538095,-39.28711631019841
84.93307096227177,82.36585365853658,337370.53658536583,-69.95121951219512,0.25165147,1029926,0.1951219512195122,80.10451811632217,0.8048780487804879,21028.648711919785,0.008314847,0.0028568157,21.585365853658537,15.066929037728237,0.0,7429,0.008314847,-39.47244469720543
84.82457422388791,81.5609756097561,334073.756097561,-69.21951219512195,0.22237673,1039845,0.24390243902439024,79.35325269404764,0.7560975609756098,21158.479400396347,0.0084883785,0.003879638,22.390243902439025,15.175425776112087,0.0,7470,0.0084883785,-39.364678429740074
85.94885614212949,82.825,339251.2,-71.175,0.21866752,1049958,0.45,80.59122110618688,0.55,21277.32016134262,0.007215851,0.003779631,21.05,14.051143857870525,0.0,7510,0.007215851,-39.93467891934675
86.30240672749987,82.36842105263158,337381.05263157893,-71.07894736842105,0.24116479,1059850,0.5789473684210527,80.10882200397674,0.42105263157894735,21398.548916101456,0.0087694,0.0042887083,21.57894736842105,13.69759327250011,0.0,7548,0.0087694,-39.87565463269477
85.19921850671115,82.8974358974359,339547.89743589744,-70.64102564102564,0.24581406,1069876,0.6410256410256411,80.58132117376658,0.358974358974359,21523.711710214615,0.008806839,0.004132541,21.076923076923077,14.80078149328885,0.0,7587,0.008806839,-40.12460596665001
84.4394134540296,82.33333333333333,337237.3333333333,-69.51282051282051,0.23015963,1079818,0.5384615384615384,80.05655854533519,0.46153846153846156,21640.000087738037,0.010254798,0.004199099,21.641025641025642,15.56058654597039,0.0,7626,0.010254798,-38.18770278360067
84.96587203610429,82.675,338636.8,-70.275,0.2390822,1089902,0.475,80.37336648608341,0.525,21765.600671052933,0.008689486,0.0041366066,21.3,15.034127963895713,0.0,7666,0.008689486,-39.4532791739215
83.34305433037905,83.23076923076923,340913.23076923075,-69.38461538461539,0.2450378,1099823,0.41025641025641024,80.97134323793954,0.5897435897435898,21883.676664829254,0.0093982285,0.0039787116,20.641025641025642,16.656945669620956,0.0,7705,0.0093982285,-38.52401858088237
83.71698072431082,82.23684210526316,336842.1052631579,-68.84210526315789,0.2511648,1109932,0.5789473684210527,79.94550841663244,0.42105263157894735,21998.770748615265,0.009490816,0.0043612337,21.763157894736842,16.28301927568918,0.0,7743,0.009490816,-37.99658208701299
84.05559620555138,82.3170731707317,337170.73170731706,-69.21951219512195,0.2572028,1119960,0.5365853658536586,80.07897977648241,0.4634146341463415,22123.43506717682,0.0085638,0.004747609,21.609756097560975,15.944403794448625,0.0,7784,0.0085638,-39.492740088929125
84.32536662547068,82.475,337817.6,-69.55,0.23865539,1129889,0.55,80.22644935658575,0.45,22251.24065566063,0.009732939,0.0044132546,21.45,15.674633374529321,0.0,7824,0.009732939,-39.20508239388645
