TimestepsSoFar,MtR,Tbt,MpbtA,EpisodesSoFar,MpbtN,Tmc,surrgain,meankl,AttNC,entloss,Tmt,AttC,Ptt,TtR,optimgain,TimeElapsed,entropy
209890,-38.887171430873174,339525.1891891892,14.89933168119447,4095,85.10066831880553,21.054054054054053,0.004626971,0.006764068,0.8918918918918919,0.0,82.89189189189189,0.10810810810810811,80.59694319690095,-70.54054054054055,0.004626971,10560.377385616302,0.29200473
219921,-41.79642538896696,337967.62790697673,14.777215637261968,4138,85.22278436273805,21.46511627906977,0.0068106903,0.0061979573,0.5813953488372093,0.0,82.51162790697674,0.4186046511627907,80.2186449652645,-70.34883720930233,0.0068106903,10684.897762060165,0.21941018
229954,-40.18153082158389,341584.84210526315,14.56153812489997,4176,85.43846187510002,20.44736842105263,0.005710642,0.006824698,0.868421052631579,0.0,83.39473684210526,0.13157894736842105,81.14601057100576,-71.26315789473684,0.005710642,10794.549060106277,0.29505575
239914,-39.255347773333746,340267.7073170732,17.1281781361687,4217,82.8718218638313,20.878048780487806,0.0036119476,0.0040870523,0.4878048780487805,0.0,83.07317073170732,0.5121951219512195,80.76252141263727,-68.85365853658537,0.0036119476,10907.456292390823,0.2198039
249833,-39.711997515157535,343953.2972972973,15.789194834680677,4254,84.21080516531933,19.89189189189189,0.0030958797,0.006888986,0.8378378378378378,0.0,83.97297297297297,0.16216216216216217,81.66616695926517,-70.72972972972973,0.0030958797,11014.821699619293,0.30712894
259856,-38.89284105800348,337969.9512195122,17.073954095353937,4295,82.92604590464606,21.414634146341463,0.0028927582,0.0041289763,0.4878048780487805,0.0,82.51219512195122,0.5121951219512195,80.25974154963318,-68.41463414634147,0.0028927582,11129.549025535583,0.23572788
269911,-39.597209922495544,340913.23076923075,15.223635526531949,4334,84.77636447346806,20.641025641025642,0.0034595332,0.0051916786,0.7435897435897436,0.0,83.23076923076923,0.2564102564102564,80.97069673007874,-70.58974358974359,0.0034595332,11241.794681072235,0.28344202
279918,-40.68210805908318,339015.4418604651,15.743545160332815,4377,84.2564548396672,21.209302325581394,0.0058334093,0.006757263,0.6046511627906976,0.0,82.76744186046511,0.3953488372093023,80.45839993293913,-69.74418604651163,0.0058334093,11361.225039243698,0.20201701
289908,-39.494818531349765,342182.0540540541,15.65039675912783,4414,84.34960324087217,20.324324324324323,0.0024376374,0.0057212473,0.918918918918919,0.0,83.54054054054055,0.08108108108108109,81.26267668633095,-70.54054054054055,0.0024376374,11468.172241687775,0.28758687
299886,-38.37155374698084,338917.74358974356,17.800809011470985,4453,82.19919098852901,21.17948717948718,0.004748465,0.0068653473,0.6666666666666666,0.0,82.74358974358974,0.3333333333333333,80.47748953732685,-68.02564102564102,0.004748465,11581.61019396782,0.3441047
309738,-41.033928124476766,337578.6666666667,17.045945829923987,4501,82.95405417007602,21.479166666666668,0.0070916824,0.006237814,0.3541666666666667,0.0,82.41666666666667,0.6458333333333334,80.19370446808112,-68.375,0.0070916824,11719.022676706314,0.2564016
319839,-40.02035764770014,338797.71428571426,16.635424157181678,4543,83.36457584281831,21.261904761904763,0.003234999,0.005066383,0.5952380952380952,0.0,82.71428571428571,0.40476190476190477,80.41010886672142,-69.0,0.003234999,11833.790231227875,0.23263662
329888,-39.54328643107481,339022.76923076925,16.119683667650104,4582,83.88031633234989,21.205128205128204,0.0049905693,0.0052985284,0.6153846153846154,0.0,82.76923076923077,0.38461538461538464,80.46287766384451,-69.43589743589743,0.0049905693,11944.172088623047,0.28851303
339975,-39.66498609014445,343064.9756097561,16.80363219504732,4623,83.19636780495267,20.121951219512194,0.005742743,0.0072362307,0.5609756097560976,0.0,83.7560975609756,0.43902439024390244,81.45481134817848,-69.70731707317073,0.005742743,12055.695292949677,0.31834918
349946,-38.03079032819955,337870.0487804878,19.059641602809137,4664,80.94035839719085,21.4390243902439,0.004875053,0.004222657,0.5365853658536586,0.0,82.48780487804878,0.4634146341463415,80.23806682952633,-66.78048780487805,0.004875053,12169.165290594101,0.2781474
359816,-38.10847622010452,337342.358974359,18.1898937479147,4703,81.8101062520853,21.615384615384617,0.0042850357,0.005746999,0.7692307692307693,0.0,82.35897435897436,0.23076923076923078,80.08000200950295,-67.38461538461539,0.0042850357,12280.520882368088,0.27510932
369708,-39.659386789289,337872.37209302327,16.048365042889994,4746,83.95163495710997,21.488372093023255,0.006239746,0.006369023,0.4883720930232558,0.0,82.48837209302326,0.5116279069767442,80.19850308163377,-69.27906976744185,0.006239746,12400.948424577713,0.2214898
379853,-37.4840340975899,336303.15789473685,17.803674192128046,4784,82.19632580787196,21.842105263157894,0.004831273,0.011618745,0.8421052631578947,0.0,82.10526315789474,0.15789473684210525,79.8653280391214,-67.5,0.004831273,12509.063009262085,0.31928802
389878,-40.5080495340605,337826.9090909091,17.14375149029156,4828,82.85624850970845,21.454545454545453,0.004489749,0.005457885,0.7045454545454546,0.0,82.47727272727273,0.29545454545454547,80.22409973622408,-68.36363636363636,0.004489749,12629.677417516708,0.25029966
399780,-37.940438854247844,338674.5263157895,17.76440059967727,4866,82.23559940032273,21.31578947368421,0.0030288994,0.0049746973,0.8947368421052632,0.0,82.6842105263158,0.10526315789473684,80.36507483887492,-68.02631578947368,0.0030288994,12737.053366661072,0.25302196
409927,-39.19361565345194,336793.6,16.766320803183905,4906,83.23367919681607,21.725,0.0040422464,0.0064445892,0.9,0.0,82.225,0.1,79.9749837741893,-68.425,0.0040422464,12849.14241194725,0.21579848
419969,-39.24639561906096,341153.6842105263,16.06744815042371,4944,83.9325518495763,20.63157894736842,0.0037167785,0.005135211,0.9210526315789473,0.0,83.28947368421052,0.07894736842105263,80.98717135423162,-69.92105263157895,0.0037167785,12960.058468580246,0.23491521
429850,-38.949216148763696,340878.22222222225,16.9918417664521,4980,83.0081582335479,20.75,0.0035370362,0.007800218,1.0,0.0,83.22222222222223,0.0,80.88206434705235,-69.11111111111111,0.0035370362,13066.20984506607,0.26659974
439873,-37.24693321686425,336868.3243243243,17.951277705196148,5017,82.04872229480385,21.756756756756758,0.0026677917,0.0048883366,0.8918918918918919,0.0,82.24324324324324,0.10810810810810811,79.95234230379113,-67.51351351351352,0.0026677917,13171.541810274124,0.27674866
449874,-38.88341263894509,339757.9487179487,18.480562616603283,5056,81.5194373833967,21.05128205128205,0.004071733,0.00897239,0.8461538461538461,0.0,82.94871794871794,0.15384615384615385,80.60969047640377,-67.64102564102564,0.004071733,13279.639059305191,0.29515493
459890,-38.47462584704896,337334.85714285716,18.523529437184877,5098,81.47647056281514,21.595238095238095,0.006313043,0.006117321,0.5714285714285714,0.0,82.35714285714286,0.42857142857142855,80.09618619404634,-67.14285714285714,0.006313043,13397.29774928093,0.222036
469857,-39.16687032922079,338890.1052631579,16.9453254728678,5136,83.0546745271322,21.18421052631579,0.0034712,0.0056558973,0.8421052631578947,0.0,82.73684210526316,0.15789473684210525,80.47144478261377,-68.76315789473684,0.0034712,13508.604043722153,0.2489667
479978,-37.35967605418942,339303.7837837838,19.538009004868673,5173,80.46199099513133,21.135135135135137,0.0042928057,0.009223239,0.972972972972973,0.0,82.83783783783784,0.02702702702702703,80.52575114284589,-66.64864864864865,0.0042928057,13612.466345071793,0.30985746
489819,-38.62123377924149,341366.6341463415,19.490903523201403,5214,80.5090964767986,20.536585365853657,0.004313255,0.008078833,0.5609756097560976,0.0,83.34146341463415,0.43902439024390244,81.06910419928302,-67.09756097560975,0.004313255,13726.393548965454,0.2265272
499972,-37.66661357398938,339547.89743589744,19.35571244286003,5253,80.64428755713993,21.025641025641026,0.0031173767,0.006273154,0.7692307692307693,0.0,82.8974358974359,0.23076923076923078,80.62137893972496,-66.84615384615384,0.0031173767,13836.137582302094,0.22298594
509797,-38.19954332628684,338196.75675675675,17.859691101789544,5290,82.14030889821045,21.37837837837838,0.004503732,0.0066420203,0.918918918918919,0.0,82.56756756756756,0.08108108108108109,80.29546449996818,-67.83783783783784,0.004503732,13945.645605802536,0.2516353
519968,-36.543200547772386,335650.5945945946,18.81732958922463,5327,81.18267041077539,22.0,0.003985823,0.007885118,0.972972972972973,0.0,81.94594594594595,0.02702702702702703,79.71850049088059,-66.54054054054055,0.003985823,14050.29326415062,0.26954848
529957,-36.999570516304075,338086.0540540541,18.932402600633548,5364,81.06759739936646,21.43243243243243,0.007050446,0.009959075,1.0,0.0,82.54054054054055,0.0,80.25031993729377,-66.94594594594595,0.007050446,14152.696142196655,0.31385761
539775,-37.39799196475209,337027.28205128206,20.429271558863636,5403,79.5707284411364,21.666666666666668,0.0031196182,0.00483144,0.7948717948717948,0.0,82.28205128205128,0.20512820512820512,80.02964383552268,-65.48717948717949,0.0031196182,14263.2093770504,0.26470175
549766,-38.00263972983908,339268.68292682926,20.174143499844185,5444,79.82585650015582,21.097560975609756,0.0040578707,0.006920047,0.6829268292682927,0.0,82.82926829268293,0.3170731707317073,80.55598439878287,-66.17073170731707,0.0040578707,14373.25975728035,0.23574844
