Tmc,entloss,surrgain,Ptt,AttC,EpisodesSoFar,TimestepsSoFar,TimeElapsed,meankl,AttNC,MtR,TtR,optimgain,MpbtA,MpbtN,entropy,Tbt,Tmt
48.41269841269841,0.0,0.0025177114,55.345057797229664,2.6507936507936507,15201,2159962,75873.39453721046,0.005709724,7.349206349206349,-7.750289819129182,-106.98412698412699,0.0025177114,81.17513639023808,18.824863609761902,0.26334926,232431.74603174604,56.74603174603175
48.35,0.0,0.0027983335,55.39927801978358,3.316666666666667,15261,2169990,76188.09332752228,0.005858746,6.683333333333334,-8.109762123411441,-111.33333333333333,0.0027983335,80.51356064998426,19.486439350015758,0.29911563,232652.8,56.8
47.1,0.0,0.0023574105,56.55029530445673,3.25,15321,2179979,76510.32253336906,0.0053764014,6.75,-8.501590359630617,-124.16666666666667,0.0023574105,78.64751630829352,21.35248369170646,0.28665948,237499.73333333334,57.983333333333334
48.131147540983605,0.0,0.0020904825,55.56947237037606,1.9344262295081966,15382,2189931,76824.22568821907,0.0052413377,8.065573770491802,-7.352229131277526,-100.0,0.0020904825,82.42873366872314,17.571266331276828,0.25851366,233203.40983606558,56.9344262295082
48.73770491803279,0.0,0.002051603,55.054919031899445,3.2950819672131146,15443,2199886,77144.4633307457,0.0049301027,6.704918032786885,-7.759553154426775,-106.72131147540983,0.002051603,80.94736433918737,19.052635660812648,0.27878183,231256.131147541,56.459016393442624
47.888888888888886,0.0,0.003830821,55.833481428749536,3.761904761904762,15506,2209877,77457.34832644463,0.005674083,6.238095238095238,-8.418137782309163,-115.71428571428571,0.003830821,79.84087545132493,20.15912454867505,0.27151397,234512.25396825396,57.25396825396825
48.61904761904762,0.0,0.0027255598,55.13586490795705,4.333333333333333,15569,2219917,77762.89708304405,0.0057426794,5.666666666666667,-8.434091355605855,-115.23809523809524,0.0027255598,79.7274745903451,20.272525409654897,0.28642574,231456.50793650793,56.507936507936506
49.666666666666664,0.0,0.0022273276,54.17499527508518,3.3174603174603177,15632,2229830,78074.8182284832,0.00480865,6.682539682539683,-8.099219887135133,-107.46031746031746,0.0022273276,80.69907399192424,19.30092600807573,0.29026216,227425.52380952382,55.523809523809526
49.111111111111114,0.0,0.0018986029,54.67170662290885,4.380952380952381,15695,2239947,78372.4672691822,0.004598071,5.619047619047619,-7.708898786925793,-108.41269841269842,0.0018986029,80.73143522766156,19.2685647723384,0.27335304,229441.0158730159,56.01587301587302
50.5,0.0,0.002140478,53.439933503009286,5.451612903225806,15757,2249852,78691.79311776161,0.004481747,4.548387096774194,-7.634250559740307,-105.64516129032258,0.002140478,80.73401068356861,19.265989316431384,0.28155658,224487.2258064516,54.806451612903224
48.774193548387096,0.0,0.0019997824,55.00430700199462,4.048387096774194,15819,2259817,79015.7594294548,0.006225429,5.951612903225806,-7.8961287985309365,-110.16129032258064,0.0019997824,80.56098568002982,19.43901431997014,0.27405673,230961.5483870968,56.38709677419355
48.58730158730159,0.0,0.0056044995,55.15294237266421,4.174603174603175,15882,2269959,79339.92931079865,0.0072954786,5.825396825396825,-8.207447156715894,-111.9047619047619,0.0056044995,80.24438104121896,19.755618958781014,0.31255,231456.50793650793,56.507936507936506
46.30508474576271,0.0,0.0029436573,57.285706306124744,4.6440677966101696,15941,2279840,79667.8897178173,0.0055086743,5.3559322033898304,-8.652625405941212,-125.42372881355932,0.0029436573,78.81773957615914,21.18226042384086,0.3275006,240622.64406779662,58.74576271186441
48.83870967741935,0.0,0.0021405998,54.96663352106588,4.080645161290323,16003,2289866,79990.34626293182,0.005933223,5.919354838709677,-7.6476510371675905,-106.93548387096774,0.0021405998,80.90760039335846,19.09239960664154,0.27538106,230895.48387096773,56.37096774193548
48.96825396825397,0.0,0.0023450118,54.80521344749826,5.825396825396825,16066,2299983,80322.10459828377,0.0058239726,4.174603174603175,-8.318901232415131,-114.76190476190476,0.0023450118,79.6699583853979,20.330041614602063,0.2485,230026.15873015873,56.15873015873016
