EpisodesSoFar,meankl,MtR,Ptt,Tbt,MpbtA,surrgain,MpbtN,entropy,TtR,entloss,optimgain,AttNC,TimeElapsed,AttC,Tmc,Tmt,TimestepsSoFar
7014,0.00545736,-10.533864779935799,57.4903057402949,241536.0,74.16418100835105,0.002368985,25.83581899164893,0.32524598,-154.21875,0.0,0.002368985,3.859375,30826.885589838028,6.140625,46.09375,58.96875,859983
7079,0.0038374644,-8.7632122307571,55.38597965514264,232463.75384615385,78.93983956007132,0.0014887521,21.060160439928676,0.27884403,-119.07692307692308,0.0,0.0014887521,4.907692307692308,31157.40405702591,5.092307692307692,48.33846153846154,56.753846153846155,869949
7145,0.0064245313,-8.76754175839557,54.74526674125895,229934.54545454544,78.58774518810753,0.002349909,21.41225481189244,0.27160913,-120.0,0.0,0.002349909,4.287878787878788,31458.485543489456,5.712121212121212,49.07575757575758,56.13636363636363,879982
7209,0.00494336,-8.821760009815861,54.83262566941126,230400.0,78.34638025056562,0.0020973107,21.653619749434384,0.27572128,-121.875,0.0,0.0020973107,6.15625,31784.987328529358,3.84375,49.0,56.25,889929
7274,0.0046655186,-9.161952013475501,55.34157968623707,232463.75384615385,78.27547247387548,0.0017581638,21.72452752612454,0.28633243,-122.92307692307692,0.0,0.0017581638,6.2153846153846155,32107.79777789116,3.7846153846153845,48.43076923076923,56.753846153846155,899938
7338,0.0044285106,-8.850604848903238,54.745276904155716,229952.0,78.37999511514971,0.0014525473,21.62000488485029,0.29652688,-120.9375,0.0,0.0014525473,6.46875,32449.589829206467,3.53125,49.078125,56.140625,909935
7403,0.0049274378,-8.886637286086197,55.3567571775436,232337.72307692308,78.71169767848396,0.0019472084,21.288302321516035,0.3113542,-120.61538461538461,0.0,0.0019472084,5.676923076923077,32787.889540433884,4.323076923076923,48.36923076923077,56.723076923076924,919880
7468,0.005795658,-9.305224306288734,55.486999737074264,233030.8923076923,77.21432554572175,0.0022449354,22.785674454278247,0.34436566,-129.3846153846154,0.0,0.0022449354,5.338461538461538,33132.89871382713,4.661538461538462,48.261538461538464,56.89230769230769,929899
7531,0.0042463844,-10.735632474850995,58.468569292581385,245825.0158730159,73.50459893559295,0.0014232239,26.495401064407076,0.33201757,-161.42857142857142,0.0,0.0014232239,3.6031746031746033,33470.21473097801,6.396825396825397,45.06349206349206,60.01587301587302,939864
7594,0.0055141808,-10.911327292468636,57.60143971513055,241989.07936507938,73.13649440381845,0.0020630693,26.863505596181536,0.31831923,-160.0,0.0,0.0020630693,4.238095238095238,33816.75823545456,5.761904761904762,45.96825396825397,59.07936507936508,949948
7658,0.00472853,-8.994953403065425,55.832319612378114,234496.0,78.11289767739615,0.001800619,21.88710232260387,0.30558968,-125.15625,0.0,0.001800619,5.703125,34154.87735199928,4.296875,47.890625,57.25,959894
7724,0.005995103,-9.365687443154007,54.34401024857626,228258.9090909091,76.99503333765274,0.002388683,23.00496666234726,0.31904468,-128.4848484848485,0.0,0.002388683,5.0,34500.22331857681,5.0,49.515151515151516,55.72727272727273,969962
7789,0.0037801235,-10.328005083331044,56.25643636306042,236307.6923076923,73.49010281717068,0.0013430383,26.50989718282928,0.31100664,-154.15384615384616,0.0,0.0013430383,1.9230769230769231,34833.603756189346,8.076923076923077,47.43076923076923,57.69230769230769,979897
7853,0.005219918,-9.057557805368726,55.21843165735548,231936.0,77.86446792869765,0.0017198941,22.13553207130234,0.30034897,-125.625,0.0,0.0017198941,3.328125,35157.17851066589,6.671875,48.5625,56.625,989891
7918,0.0052247327,-9.36494008923418,53.893491414564195,226414.27692307692,76.42116286855799,0.0018503094,23.578837131441986,0.31043893,-130.76923076923077,0.0,0.0018503094,3.7384615384615385,35480.917682647705,6.2615384615384615,50.01538461538462,55.276923076923076,999880
7980,0.006833924,-11.365296296429646,57.709804850963806,242390.70967741936,71.18365883675241,0.0028045597,28.816341163247596,0.32514313,-172.58064516129033,0.0,0.0028045597,3.0806451612903225,35790.809067964554,6.919354838709677,45.83870967741935,59.17741935483871,1009949
8042,0.0065971143,-9.90645283007714,55.94370383594246,234991.48387096773,75.24215571975864,0.0025529072,24.757844280241315,0.32744214,-142.41935483870967,0.0,0.0025529072,5.145161290322581,36115.2794713974,4.854838709677419,47.774193548387096,57.37096774193548,1019892
8105,0.004411395,-9.912175027012445,55.27174870201084,232106.66666666666,75.30859261268067,0.0021746198,24.69140738731932,0.32117105,-140.31746031746033,0.0,0.0021746198,4.619047619047619,36427.50218296051,5.380952380952381,48.492063492063494,56.666666666666664,1029907
8169,0.005997883,-9.38436414014998,56.378814418623506,236736.0,76.61892277878802,0.0015543967,23.381077221211974,0.27827308,-135.46875,0.0,0.0015543967,3.46875,36759.720906972885,6.53125,47.28125,57.796875,1039995
8233,0.0037335043,-8.979886934275113,55.20371746575841,231808.0,78.22750145891439,0.0014999122,21.772498541085604,0.28541845,-123.125,0.0,0.0014999122,5.3125,37089.614080667496,4.6875,48.5625,56.59375,1049994
8297,0.005753284,-9.475324428888454,54.37656969472753,228352.0,76.5144255396749,0.0021483134,23.48557446032508,0.26656255,-131.09375,0.0,0.0021483134,5.1875,37445.3265812397,4.8125,49.46875,55.75,1059942
8360,0.0052986536,-8.982799172330749,54.77533615724951,230091.17460317462,77.58292616551188,0.0019011514,22.41707383448813,0.26605836,-125.71428571428571,0.0,0.0019011514,4.571428571428571,37794.11378645897,5.428571428571429,49.04761904761905,56.17460317460318,1069863
8424,0.006397674,-9.39079248973086,54.752833634430246,229952.0,76.44116618647699,0.0015412864,23.55883381352298,0.2710441,-132.8125,0.0,0.0015412864,4.78125,38161.266822338104,5.21875,49.0625,56.140625,1079973
8487,0.0068804394,-8.656243069479443,54.602643365699755,229376.0,78.49337910265395,0.0029295776,21.50662089734609,0.28786942,-120.95238095238095,0.0,0.0029295776,6.5396825396825395,38527.21005964279,3.4603174603174605,49.23809523809524,56.0,1089897
8549,0.0060982388,-8.722698356436489,55.09495504467308,231357.93548387097,78.19846430191544,0.0021746731,21.801535698084585,0.2966121,-123.54838709677419,0.0,0.0021746731,5.016129032258065,38898.57007026672,4.983870967741935,48.67741935483871,56.483870967741936,1099924
8611,0.005198003,-8.58522677831027,55.16639218484089,231754.32258064515,78.38945279907284,0.002146797,21.610547200927147,0.28359684,-122.58064516129032,0.0,0.002146797,4.5,39248.43606328964,5.5,48.62903225806452,56.58064516129032,1109896
8675,0.0052722082,-9.341174180031013,54.22585253403017,227840.0,76.57657240268045,0.0029459873,23.42342759731956,0.27564016,-130.9375,0.0,0.0029459873,5.0,39583.317158699036,5.0,49.65625,55.625,1119855
8740,0.006227886,-9.095244522176479,54.68728663872959,229691.07692307694,77.72330467858694,0.0023654685,22.276695321413047,0.28951758,-124.61538461538461,0.0,0.0023654685,5.492307692307692,39900.91993808746,4.507692307692308,49.13846153846154,56.07692307692308,1129941
8804,0.005588869,-8.80979477151221,54.087664022749195,227072.0,78.18077625089335,0.002082572,21.819223749106634,0.28804642,-120.78125,0.0,0.002082572,5.0625,40246.085990190506,4.9375,49.765625,55.4375,1139921
