EpisodesSoFar,meankl,MtR,Ptt,Tbt,MpbtA,surrgain,MpbtN,entropy,TtR,entloss,optimgain,AttNC,TimeElapsed,AttC,Tmc,Tmt,TimestepsSoFar
4091,0.002984873,-10.980856736586302,57.35272788174211,240896.0,73.79563454203962,0.0013721152,26.204365457960375,0.36122745,-153.90625,0.0,0.0013721152,2.578125,15456.233413219452,7.421875,46.234375,58.8125,399990
4155,0.004902672,-11.21340127167384,58.10289685552808,244160.0,73.33715475281107,0.0018414627,26.662845247188926,0.33176476,-160.46875,0.0,0.0018414627,2.21875,15788.04090976715,7.78125,45.4375,59.609375,409896
4219,0.0027428411,-11.324582731149293,55.89640584978463,234816.0,72.87733451687696,0.0014473987,27.12266548312308,0.33593193,-156.25,0.0,0.0014473987,2.921875,16124.60220837593,7.078125,47.828125,57.328125,419874
4283,0.003896495,-11.622762066101973,57.72185410561802,242560.0,72.85237575746233,0.0013822812,27.147624242537674,0.3677318,-160.78125,0.0,0.0013822812,3.296875,16435.722905635834,6.703125,45.859375,59.21875,429930
4348,0.0034682888,-11.35036392852553,58.95743958661668,247839.5076923077,72.189227339518,0.001926286,27.810772660481984,0.3678082,-169.23076923076923,0.0,0.001926286,1.5076923076923077,16714.312304735184,8.492307692307692,44.52307692307692,60.50769230769231,439918
4412,0.004388182,-12.048212273718372,57.24019888589106,240576.0,70.0859589512124,0.0018376574,29.914041048787574,0.33552983,-177.65625,0.0,0.0018376574,2.0,17027.445971250534,8.0,46.390625,58.734375,449873
4476,0.0044467207,-13.322637729266093,57.90065782615571,243392.0,68.63957921372013,0.0019073825,31.360420786279875,0.38584945,-188.4375,0.0,0.0019073825,1.828125,17344.573130369186,8.171875,45.671875,59.421875,459906
4538,0.0022652103,-9.986619549654874,57.94743307577548,243513.8064516129,75.71741330596488,0.001110545,24.28258669403515,0.369409,-144.19354838709677,0.0,0.001110545,3.2096774193548385,17672.217945337296,6.790322580645161,45.61290322580645,59.45161290322581,469937
4601,0.0029666212,-11.407413811628661,58.890348622479465,247580.44444444444,72.19227765286475,0.0010824872,27.807722347135226,0.3733858,-169.52380952380952,0.0,0.0010824872,2.365079365079365,18005.181527376175,7.634920634920635,44.6031746031746,60.44444444444444,479864
4663,0.005717528,-10.657501678629913,58.34206449228026,245231.48387096773,74.87800184719973,0.0013726605,25.121998152800302,0.37781718,-150.80645161290323,0.0,0.0013726605,3.5483870967741935,18359.55604171753,6.451612903225806,45.193548387096776,59.87096774193548,489836
4727,0.0045845862,-11.177530979803699,57.491043749574146,241600.0,73.12776029966484,0.00191141,26.872239700335143,0.3660582,-159.6875,0.0,0.00191141,2.125,18698.115899324417,7.875,46.109375,58.984375,499831
4789,0.0051140506,-11.249746678471425,57.284347646191605,240606.96774193548,72.9940253289428,0.001794574,27.005974671057213,0.35582563,-159.03225806451613,0.0,0.001794574,3.5161290322580645,19052.807460308075,6.483870967741935,46.306451612903224,58.74193548387097,509932
4852,0.0057825996,-9.874755513108822,55.42944817700083,232691.80952380953,76.37082021016266,0.0017193608,23.629179789837337,0.38542438,-133.96825396825398,0.0,0.0017193608,3.126984126984127,19393.257749557495,6.873015873015873,48.301587301587304,56.80952380952381,519880
4918,0.003436018,-11.749422347589878,57.31962882203564,240795.15151515152,71.08577529577362,0.001941737,28.914224704226367,0.37916192,-170.6060606060606,0.0,0.001941737,1.5,19745.395680189133,8.5,46.27272727272727,58.78787878787879,529996
4983,0.0033844402,-10.599431915316112,57.31109647287134,240844.8,73.99455605936025,0.0012114948,26.005443940639726,0.38191643,-153.07692307692307,0.0,0.0012114948,2.4461538461538463,20082.31424999237,7.553846153846154,46.30769230769231,58.8,539910
5046,0.007404308,-11.83716098696173,58.359432237042114,245304.88888888888,71.29064341638107,0.002224064,28.709356583618934,0.39265344,-173.17460317460316,0.0,0.002224064,2.2857142857142856,20423.334337234497,7.714285714285714,45.17460317460318,59.888888888888886,549870
5109,0.005104983,-11.626222868976402,58.38948023932649,245434.92063492062,71.94434819654651,0.001427211,28.05565180345351,0.36005083,-169.20634920634922,0.0,0.001427211,2.111111111111111,20742.229225873947,7.888888888888889,45.142857142857146,59.92063492063492,559869
5171,0.0031945813,-11.024209351192846,57.96139110443049,243579.87096774194,74.09071009995112,0.00154462,25.909289900048883,0.34799686,-154.51612903225808,0.0,0.00154462,2.725806451612903,21045.866149902344,7.274193548387097,45.596774193548384,59.46774193548387,569886
5233,0.0047547626,-11.332898221039775,56.52303493495714,237369.8064516129,73.39477209835833,0.002099961,26.60522790164165,0.3793772,-153.70967741935485,0.0,0.002099961,3.0,21349.476029634476,7.0,47.12903225806452,57.95161290322581,579924
5294,0.0038752174,-11.401589866622304,58.015585767655686,243678.4262295082,71.98788252381065,0.0018288739,28.01211747618931,0.37433797,-167.04918032786884,0.0,0.0018288739,2.098360655737705,21646.59030508995,7.901639344262295,45.50819672131148,59.49180327868852,589843
5358,0.0056610107,-10.08024488127091,57.47830341259935,241408.0,76.39265782145034,0.0018402971,23.607342178549647,0.3799957,-139.375,0.0,0.0018402971,3.890625,21979.710862398148,6.109375,46.09375,58.9375,599933
5419,0.0046272227,-10.5008589674982,57.65833611534518,242201.18032786885,74.06694148590947,0.0012016278,25.93305851409052,0.38963923,-153.7704918032787,0.0,0.0012016278,3.0491803278688523,22313.975964546204,6.950819672131147,45.90163934426229,59.131147540983605,609958
5481,0.0035831095,-10.003476662981402,56.91850627166456,239153.5483870968,76.05395325645274,0.0015538409,23.94604674354721,0.38804108,-139.51612903225808,0.0,0.0015538409,2.8225806451612905,22666.28986430168,7.17741935483871,46.725806451612904,58.38709677419355,619847
5544,0.0031578937,-10.224363591260937,56.31942527915689,236527.74603174604,74.77453756232862,0.0013920369,25.22546243767138,0.3909214,-146.34920634920636,0.0,0.0013920369,2.3015873015873014,23009.300961732864,7.698412698412699,47.34920634920635,57.74603174603175,629874
5608,0.0034750372,-10.1995812957581,56.237067656367024,236224.0,74.55405233790029,0.0017812238,25.445947662099723,0.3721152,-147.34375,0.0,0.0017812238,2.546875,23358.706016540527,7.453125,47.453125,57.671875,639931
5672,0.0040718256,-10.296633323654289,57.587415345404395,241920.0,75.60209172972088,0.0011192285,24.397908270279103,0.39144593,-144.6875,0.0,0.0011192285,3.359375,23702.847517728806,6.640625,45.984375,59.0625,649913
5734,0.0030996106,-10.500660872979537,57.32956744069382,240871.2258064516,73.97183374441293,0.0013189389,26.028166255587053,0.3879466,-153.70967741935485,0.0,0.0013189389,2.7580645161290325,24055.952147245407,7.241935483870968,46.274193548387096,58.806451612903224,659887
5797,0.0057449955,-10.277656000086377,57.032064410792806,239648.50793650793,74.85116218585014,0.0016694284,25.148837814149825,0.36393797,-146.984126984127,0.0,0.0016694284,3.0476190476190474,24399.385744810104,6.9523809523809526,46.6031746031746,58.507936507936506,669984
5860,0.003275759,-10.099974131401343,55.78882963635685,234187.17460317462,74.75827709937802,0.0013270279,25.24172290062199,0.35471055,-144.44444444444446,0.0,0.0013270279,2.6507936507936507,24746.807580947876,7.349206349206349,47.904761904761905,57.17460317460318,679944
5924,0.002990537,-10.243557820995179,56.21557973884324,236032.0,75.23291618649377,0.0015031464,24.767083813506275,0.3384512,-142.65625,0.0,0.0015031464,2.890625,25085.710525751114,7.109375,47.453125,57.625,689980
5988,0.0050353887,-10.308373508060013,55.632027587415706,233472.0,75.20465667805294,0.0021579643,24.795343321947048,0.35863116,-141.40625,0.0,0.0021579643,3.453125,25413.267122030258,6.546875,48.0625,57.0,699963
6052,0.005243351,-10.371255103259651,57.16816853144649,240064.0,74.24400596384558,0.001599698,25.755994036154437,0.34683943,-151.40625,0.0,0.001599698,2.6875,25716.767130613327,7.3125,46.421875,58.609375,709944
6115,0.0042984346,-9.929094902812192,56.028984897339434,235227.42857142858,75.5003022388368,0.002261429,24.499697761163226,0.35535905,-140.95238095238096,0.0,0.002261429,3.0634920634920637,26010.129395008087,6.936507936507937,47.65079365079365,57.42857142857143,719924
6181,0.0053562038,-9.418064150966362,56.49395218897531,237257.69696969696,76.9531767379549,0.0021935327,23.0468232620451,0.33595908,-133.78787878787878,0.0,0.0021935327,3.4393939393939394,26338.887487649918,6.5606060606060606,47.166666666666664,57.92424242424242,729927
6246,0.0039307745,-9.415948848791828,54.77542006786876,229880.12307692308,76.70673853569699,0.0014394925,23.293261464303015,0.29395953,-130.6153846153846,0.0,0.0014394925,3.6923076923076925,26671.305661916733,6.3076923076923075,49.0,56.12307692307692,739903
6311,0.005419171,-9.413745033433123,53.472335496348606,224523.8153846154,77.38824810088818,0.0026533324,22.611751899111805,0.32598782,-124.15384615384616,0.0,0.0026533324,4.923076923076923,27032.456712961197,5.076923076923077,50.44615384615385,54.815384615384616,749874
6376,0.0042445515,-9.50546233795394,53.80553029790816,225910.15384615384,76.11883524760121,0.0017857358,23.881164752398778,0.34848627,-131.53846153846155,0.0,0.0017857358,3.3076923076923075,27377.59824705124,6.6923076923076925,50.07692307692308,55.15384615384615,759853
6441,0.0068268846,-10.588938732327344,56.85901390452571,238765.29230769232,73.04321704208083,0.002960633,26.95678295791917,0.32763562,-158.6153846153846,0.0,0.002960633,1.7692307692307692,27727.391493082047,8.23076923076923,46.753846153846155,58.292307692307695,769975
6506,0.0048861443,-9.497247755052248,54.753672817106064,229691.07692307694,76.6793616398479,0.0022224712,23.320638360152106,0.32580355,-131.23076923076923,0.0,0.0022224712,3.769230769230769,28079.775151968002,6.230769230769231,49.0,56.07692307692308,779992
6569,0.0031064698,-9.417777565541341,57.586258989724534,241924.0634920635,77.42715760102602,0.0012248423,22.572842398973965,0.32253602,-133.8095238095238,0.0,0.0012248423,4.063492063492063,28429.990876197815,5.936507936507937,45.98412698412698,59.06349206349206,789924
6633,0.0055689374,-9.56860938694216,56.613743096501736,237888.0,76.8839650914745,0.001659087,23.116034908525513,0.31137753,-134.6875,0.0,0.001659087,4.96875,28777.945031881332,5.03125,47.0625,58.078125,799864
6699,0.0084540015,-10.218546153659009,56.37561918872554,236761.21212121213,74.97652630486692,0.004083855,25.023473695133053,0.31553277,-146.06060606060606,0.0,0.004083855,5.96969696969697,29138.8455388546,4.03030303030303,47.28787878787879,57.803030303030305,809890
6763,0.0037304165,-8.56105727467864,55.83185906836058,234304.0,79.05102651012278,0.0015356444,20.948973489877204,0.30314323,-119.6875,0.0,0.0015356444,7.296875,29489.785282611847,2.703125,47.84375,57.203125,819963
6826,0.0055486755,-9.435518298388134,56.38881796957667,236917.84126984127,77.19806704949711,0.0023162803,22.801932950502902,0.33463126,-132.22222222222223,0.0,0.0023162803,6.873015873015873,29837.26091504097,3.126984126984127,47.301587301587304,57.84126984126984,829847
6885,0.005689536,-11.503241440949495,59.04412099856555,248189.83050847458,70.86101292137344,0.001725784,29.138987078626556,0.3457468,-178.8135593220339,0.0,0.001725784,4.593220338983051,30170.037699460983,5.406779661016949,44.42372881355932,60.59322033898305,839830
6950,0.0060125794,-9.274054039860522,56.51294471383193,237252.92307692306,78.09977719297711,0.0019617074,21.9002228070229,0.31052688,-127.38461538461539,0.0,0.0019617074,6.6461538461538465,30509.434735774994,3.353846153846154,47.12307692307692,57.92307692307692,849892
